2016-08-12 00:00:00,Contract,LastClose,ATR20,PC2016-08-12 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,contractValue,Close2016-08-12 00:00:00,RiskOn,group,SEA2016-08-12 00:00:00,SRUN2016-08-12 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-11 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-11 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-11 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-11 00:00:00,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,RiskOff,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6
LCO,EBZ6,47.71,1.394,0.0187913730515,1.0,1.0,1.0,1.0,-1.0,-8.0,2016-08-02,1394.0,2.0,1.0,47710.0,47.71,1.0,energy,-1.0,-8.0,1.0,-1.0,-7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1,-1,1.0,-1,1,1,1,1,-1,1,-1,1793.07281657,1793.07281657,1793.07281657,-1793.07281657,1793.07281657,-1793.07281657,1793.07281657,1793.07281657,1793.07281657,1793.07281657,-1793.07281657,-1793.07281657,-1793.07281657,1793.07281657,1793.07281657,-1793.07281657,1793.07281657,1793.07281657,1793.07281657,1793.07281657,-1793.07281657,1793.07281657
LGO,GASU6,409.5,13.3838756055,0.0161290322581,1.0,-1.0,-1.0,1.0,-1.0,9.0,2016-08-01,1338.38756055,2.0,1.0,40950.0,409.5,1.0,energy,-1.0,9.0,1.0,-1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,-1,1,1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,1320.96774194,1320.96774194,1320.96774194,-1320.96774194,1320.96774194,-1320.96774194,1320.96774194,-1320.96774194,-1320.96774194,1320.96774194,-1320.96774194,1320.96774194,-1320.96774194,1320.96774194,-1320.96774194,1320.96774194,1320.96774194,-1320.96774194,-1320.96774194,-1320.96774194,1320.96774194,-1320.96774194
LH,@HEV6,60.0,1.79375,0.0269576379974,1.0,-1.0,1.0,-1.0,-1.0,2.0,2016-08-01,717.5,3.0,1.0,24000.0,60.0,1.0,meat,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,1940.94993582,1940.94993582,-1940.94993582,1940.94993582,1940.94993582,-1940.94993582,-1940.94993582,-1940.94993582,1940.94993582,-1940.94993582,1940.94993582,1940.94993582,-1940.94993582,1940.94993582,1940.94993582,-1940.94993582,-1940.94993582,1940.94993582,1940.94993582,1940.94993582,-1940.94993582,1940.94993582
LRC,LRCU6,1803.0,22.0,-0.00276548672566,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2016-07-29,220.0,10.0,3.0,18030.0,1803.0,1.0,soft,1.0,2.0,-1.0,1.0,1.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,2.0,10.0,-1.0,2.0,10.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,-498.617256637,498.617256637,498.617256637,-498.617256637,-498.617256637,498.617256637,498.617256637,498.617256637,498.617256637,498.617256637,-498.617256637,-498.617256637,-498.617256637,498.617256637,-498.617256637,498.617256637,498.617256637,-498.617256637,498.617256637,498.617256637,498.617256637,498.617256637
LSU,QWV6,534.1,10.86,0.00262812089356,1.0,1.0,-1.0,1.0,-1.0,4.0,2016-08-08,543.0,4.0,1.0,26705.0,534.1,1.0,soft,-1.0,4.0,1.0,-1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,1,-1,-1.0,1,1,-1,1,1,1,-1,-1,280.73587385,280.73587385,280.73587385,-280.73587385,280.73587385,-280.73587385,280.73587385,280.73587385,-280.73587385,280.73587385,-280.73587385,-280.73587385,-280.73587385,280.73587385,-280.73587385,280.73587385,280.73587385,-280.73587385,280.73587385,280.73587385,280.73587385,-280.73587385
MEM,@MMEU6,912.1,10.06,-0.00338723776224,-1.0,1.0,-1.0,1.0,-1.0,-19.0,2016-07-18,503.0,4.0,1.0,45605.0,912.1,1.0,index,-1.0,-19.0,1.0,-1.0,-18.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-617.899912587,617.899912587,-617.899912587,617.899912587,-617.899912587,617.899912587,-617.899912587,-617.899912587,617.899912587,-617.899912587,617.899912587,617.899912587,617.899912587,-617.899912587,-617.899912587,617.899912587,-617.899912587,617.899912587,-617.899912587,-617.899912587,617.899912587,617.899912587
MFX,IBQ6,8715.0,130.615,0.00139034115065,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2016-08-03,1458.18586,2.0,1.0,97294.26,8715.0,1.0,index,1.0,-1.0,1.0,1.0,-3.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,270.5444268,270.5444268,270.5444268,-270.5444268,270.5444268,-270.5444268,270.5444268,-270.5444268,-270.5444268,-270.5444268,270.5444268,270.5444268,270.5444268,-270.5444268,-270.5444268,270.5444268,-270.5444268,-270.5444268,-270.5444268,-270.5444268,270.5444268,-270.5444268
MP,@PXU6,0.05462,0.000564,-0.0027387255797,-1.0,1.0,-1.0,1.0,-1.0,-8.0,2016-08-02,282.0,8.0,2.0,27310.0,0.05462,1.0,currency,-1.0,-8.0,1.0,-1.0,-7.0,1.0,1.0,8.0,1.0,1.0,8.0,-1.0,2.0,8.0,1.0,2.0,8.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-598.356764652,598.356764652,-598.356764652,598.356764652,-598.356764652,598.356764652,-598.356764652,-598.356764652,598.356764652,-598.356764652,598.356764652,598.356764652,598.356764652,-598.356764652,-598.356764652,598.356764652,-598.356764652,598.356764652,-598.356764652,-598.356764652,598.356764652,598.356764652
MW,@MWU6,513.75,8.7875,0.0203574975174,1.0,1.0,-1.0,1.0,1.0,-9.0,2016-08-01,439.375,5.0,2.0,25687.5,513.75,1.0,grain,1.0,-9.0,1.0,1.0,-8.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,2614.66608739,2614.66608739,2614.66608739,-2614.66608739,2614.66608739,-2614.66608739,2614.66608739,2614.66608739,-2614.66608739,2614.66608739,-2614.66608739,-2614.66608739,2614.66608739,-2614.66608739,-2614.66608739,2614.66608739,2614.66608739,-2614.66608739,-2614.66608739,-2614.66608739,2614.66608739,-2614.66608739
NE,@NEU6,0.7185,0.00773,-0.00208333333333,-1.0,-1.0,1.0,-1.0,-1.0,-16.0,2016-07-21,773.0,3.0,1.0,71850.0,0.7185,1.0,currency,-1.0,-16.0,1.0,-1.0,-15.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,1,-1,1.0,-1,1,1,-1,1,1,1,-1,-449.0625,449.0625,-449.0625,449.0625,-449.0625,449.0625,-449.0625,449.0625,-449.0625,449.0625,-449.0625,-449.0625,449.0625,-449.0625,-449.0625,449.0625,-449.0625,-449.0625,449.0625,-449.0625,-449.0625,-449.0625
NG,QNGV6,2.626,0.0966013925,0.0137201110744,1.0,-1.0,1.0,-1.0,-1.0,10.0,2016-07-29,966.013925,3.0,1.0,26260.0,2.626,1.0,energy,-1.0,10.0,-1.0,-1.0,9.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,1,1,-1.0,1,-1,1,1,1,1,1,-1,1080.87035044,1080.87035044,-1080.87035044,1080.87035044,1080.87035044,-1080.87035044,-1080.87035044,-1080.87035044,1080.87035044,-1080.87035044,1080.87035044,1080.87035044,-1080.87035044,1080.87035044,-1080.87035044,1080.87035044,-1080.87035044,1080.87035044,1080.87035044,1080.87035044,1080.87035044,1080.87035044
NIY,@NKDU6,16810.0,307.75,-0.00296559905101,-1.0,1.0,-1.0,1.0,-1.0,-7.0,2016-08-03,1520.05334387,2.0,1.0,83028.746419,16810.0,1.0,index,-1.0,-7.0,1.0,-1.0,-6.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-492.459943173,492.459943173,-492.459943173,492.459943173,-492.459943173,492.459943173,-492.459943173,-492.459943173,492.459943173,-492.459943173,492.459943173,492.459943173,492.459943173,-492.459943173,-492.459943173,492.459943173,-492.459943173,492.459943173,-492.459943173,-492.459943173,492.459943173,492.459943173
NQ,@NQU6,4804.25,36.875,0.000885416666667,1.0,1.0,-1.0,1.0,1.0,-18.0,2016-07-19,737.5,3.0,1.0,96085.0,4804.25,1.0,index,1.0,-18.0,1.0,1.0,-17.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,255.22578125,255.22578125,255.22578125,-255.22578125,255.22578125,-255.22578125,255.22578125,255.22578125,-255.22578125,255.22578125,-255.22578125,-255.22578125,255.22578125,-255.22578125,-255.22578125,255.22578125,255.22578125,-255.22578125,-255.22578125,-255.22578125,255.22578125,-255.22578125
O,@OZ6,181.25,4.7625,-0.00412087912088,-1.0,-1.0,1.0,-1.0,1.0,-5.0,2016-08-05,238.125,9.0,3.0,9062.5,181.25,1.0,grain,1.0,-5.0,-1.0,1.0,7.0,-1.0,1.0,9.0,-1.0,1.0,9.0,1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,-1,-336.109203297,336.109203297,336.109203297,-336.109203297,-336.109203297,336.109203297,336.109203297,336.109203297,-336.109203297,336.109203297,-336.109203297,-336.109203297,-336.109203297,336.109203297,-336.109203297,336.109203297,336.109203297,-336.109203297,336.109203297,336.109203297,336.109203297,-336.109203297
OJ,@OJU6,180.95,7.055,-0.0141650776355,-1.0,1.0,1.0,1.0,1.0,-4.0,2016-08-08,1058.25,2.0,1.0,27142.5,180.95,1.0,soft,1.0,-4.0,1.0,1.0,-3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-768.951239444,768.951239444,-768.951239444,768.951239444,-768.951239444,768.951239444,-768.951239444,-768.951239444,-768.951239444,-768.951239444,768.951239444,768.951239444,-768.951239444,768.951239444,768.951239444,-768.951239444,-768.951239444,768.951239444,768.951239444,768.951239444,-768.951239444,768.951239444
PA,QPAU6,690.8,18.525,-0.00144550448106,-1.0,1.0,1.0,1.0,-1.0,2.0,2016-08-08,1852.5,2.0,1.0,69080.0,690.8,1.0,metal,-1.0,2.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1,1,-1.0,1,1,1,1,1,-1,1,-1,-199.710899104,199.710899104,199.710899104,-199.710899104,-199.710899104,199.710899104,199.710899104,-199.710899104,-199.710899104,-199.710899104,199.710899104,199.710899104,199.710899104,-199.710899104,199.710899104,-199.710899104,-199.710899104,-199.710899104,-199.710899104,-199.710899104,199.710899104,-199.710899104
PL,QPLV6,1129.3,25.125,-0.0236880781534,-1.0,-1.0,-1.0,1.0,-1.0,2.0,2016-07-14,1256.25,2.0,1.0,56465.0,1129.3,-1.0,metal,-1.0,2.0,-1.0,-1.0,-20.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,-1,1,1,1,1.0,-1,1,1,1,1,-1,1,1,-2675.09466586,2675.09466586,2675.09466586,-2675.09466586,2675.09466586,-2675.09466586,2675.09466586,2675.09466586,2675.09466586,-2675.09466586,2675.09466586,-2675.09466586,2675.09466586,-2675.09466586,-2675.09466586,2675.09466586,-2675.09466586,-2675.09466586,-2675.09466586,-2675.09466586,2675.09466586,-2675.09466586
RB,QRBU6,1.3709,0.043285,0.00675626055666,1.0,1.0,1.0,-1.0,-1.0,2.0,2016-08-05,1817.97,2.0,1.0,57577.8,1.3709,1.0,energy,-1.0,2.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,1,-1,1,-1,-1.0,1,1,-1,1,1,1,1,-1,778.021238158,778.021238158,778.021238158,-778.021238158,778.021238158,-778.021238158,778.021238158,778.021238158,778.021238158,-778.021238158,778.021238158,-778.021238158,-778.021238158,778.021238158,-778.021238158,778.021238158,778.021238158,-778.021238158,778.021238158,778.021238158,778.021238158,778.021238158
RR,@RRU6,9.655,0.235,0.0365002683843,1.0,1.0,1.0,1.0,1.0,1.0,2016-08-08,470.0,5.0,2.0,19310.0,9.655,1.0,grain,1.0,1.0,-1.0,1.0,2.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,1,-1,3524.10091251,3524.10091251,-3524.10091251,3524.10091251,3524.10091251,-3524.10091251,-3524.10091251,3524.10091251,3524.10091251,3524.10091251,-3524.10091251,-3524.10091251,3524.10091251,-3524.10091251,3524.10091251,-3524.10091251,-3524.10091251,3524.10091251,3524.10091251,3524.10091251,-3524.10091251,3524.10091251
RS,@RSX6,461.4,7.86,-0.00194678780013,-1.0,1.0,1.0,1.0,1.0,7.0,2016-08-03,121.286937736,17.0,5.0,7119.82100147,461.4,1.0,grain,1.0,7.0,1.0,1.0,6.0,1.0,1.0,17.0,1.0,1.0,17.0,1.0,2.0,17.0,1.0,2.0,17.0,1.0,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,-1,-235.633271301,235.633271301,-235.633271301,235.633271301,-235.633271301,235.633271301,-235.633271301,-235.633271301,-235.633271301,-235.633271301,235.633271301,235.633271301,-235.633271301,235.633271301,-235.633271301,235.633271301,-235.633271301,-235.633271301,235.633271301,-235.633271301,235.633271301,235.633271301
S,@SX6,981.75,25.75,-0.00228658536585,-1.0,1.0,-1.0,1.0,1.0,-8.0,2016-08-02,1287.5,2.0,1.0,49087.5,981.75,1.0,grain,1.0,-8.0,1.0,1.0,-7.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-224.485518293,224.485518293,-224.485518293,224.485518293,-224.485518293,224.485518293,-224.485518293,-224.485518293,224.485518293,-224.485518293,224.485518293,224.485518293,-224.485518293,224.485518293,224.485518293,-224.485518293,-224.485518293,224.485518293,224.485518293,224.485518293,-224.485518293,224.485518293
SB,@SBV6,19.71,0.5465,0.00561224489796,1.0,1.0,1.0,1.0,-1.0,4.0,2016-08-08,612.08,4.0,1.0,22075.2,19.71,1.0,soft,-1.0,4.0,-1.0,-1.0,3.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,-1,-1,1,1,-1.0,1,1,1,1,1,-1,1,-1,495.565714286,495.565714286,-495.565714286,495.565714286,495.565714286,-495.565714286,-495.565714286,495.565714286,495.565714286,495.565714286,-495.565714286,-495.565714286,-495.565714286,495.565714286,-495.565714286,495.565714286,495.565714286,495.565714286,495.565714286,495.565714286,-495.565714286,495.565714286
SF,@SFU6,1.0274,0.00735,-0.000680867619881,-1.0,1.0,-1.0,1.0,1.0,13.0,2016-08-02,918.75,3.0,1.0,128425.0,1.0274,1.0,currency,1.0,13.0,1.0,1.0,12.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-262.32127225,262.32127225,-262.32127225,262.32127225,-262.32127225,262.32127225,-262.32127225,-262.32127225,262.32127225,-262.32127225,262.32127225,262.32127225,-262.32127225,262.32127225,-262.32127225,262.32127225,-262.32127225,262.32127225,262.32127225,262.32127225,262.32127225,262.32127225
SI,QSIU6,1970.3,46.9,-0.0158341658342,-1.0,1.0,1.0,-1.0,-1.0,17.0,2016-08-02,2345.0,1.0,1.0,98515.0,1970.3,-1.0,metal,-1.0,17.0,-1.0,-1.0,16.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,1,-1,1,1,-1.0,1,-1,1,1,1,1,1,1,-1559.90284715,1559.90284715,1559.90284715,-1559.90284715,1559.90284715,-1559.90284715,1559.90284715,-1559.90284715,-1559.90284715,1559.90284715,-1559.90284715,1559.90284715,1559.90284715,-1559.90284715,1559.90284715,-1559.90284715,1559.90284715,-1559.90284715,-1559.90284715,-1559.90284715,-1559.90284715,-1559.90284715
SIN,INQ6,8674.5,86.6437666435,0.00667285598236,1.0,1.0,-1.0,1.0,1.0,4.0,2016-08-08,173.287533287,12.0,3.0,17349.0,8674.5,1.0,index,1.0,4.0,1.0,1.0,3.0,1.0,1.0,12.0,1.0,2.0,12.0,-1.0,2.0,12.0,1.0,2.0,12.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,1389.20854126,1389.20854126,1389.20854126,-1389.20854126,1389.20854126,-1389.20854126,1389.20854126,1389.20854126,-1389.20854126,1389.20854126,-1389.20854126,-1389.20854126,1389.20854126,-1389.20854126,1389.20854126,-1389.20854126,1389.20854126,-1389.20854126,-1389.20854126,-1389.20854126,-1389.20854126,-1389.20854126
SJB,BBU6,151.59,0.4805,-0.000461558749835,-1.0,-1.0,-1.0,-1.0,1.0,4.0,2016-08-08,474.661661563,5.0,2.0,149748.09839,151.59,-1.0,rates,1.0,4.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1,1,-1,-1,1.0,-1,-1,-1,-1,-1,1,-1,1,-345.587725415,345.587725415,-345.587725415,345.587725415,345.587725415,-345.587725415,-345.587725415,345.587725415,345.587725415,345.587725415,-345.587725415,-345.587725415,-345.587725415,345.587725415,-345.587725415,345.587725415,345.587725415,345.587725415,345.587725415,345.587725415,-345.587725415,345.587725415
SM,@SMZ6,327.8,9.975,-0.00636556532282,-1.0,1.0,-1.0,1.0,1.0,4.0,2016-08-08,997.5,3.0,1.0,32780.0,327.8,1.0,grain,1.0,4.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,-625.989693847,625.989693847,625.989693847,-625.989693847,-625.989693847,625.989693847,625.989693847,-625.989693847,625.989693847,-625.989693847,625.989693847,625.989693847,-625.989693847,625.989693847,-625.989693847,625.989693847,625.989693847,-625.989693847,-625.989693847,-625.989693847,625.989693847,625.989693847
SMI,SWU6,8281.0,85.0,0.0,1.0,1.0,-1.0,1.0,1.0,-12.0,2016-08-03,872.152678022,3.0,1.0,84968.1920788,8281.0,1.0,index,1.0,-12.0,1.0,1.0,-11.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
SSG,SSQ6,314.3,3.8619898195,-0.00411913814956,-1.0,1.0,-1.0,1.0,-1.0,-6.0,2016-08-03,576.41639097,4.0,1.0,46910.4477612,314.3,1.0,index,-1.0,-6.0,1.0,-1.0,-5.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-772.922459944,772.922459944,-772.922459944,772.922459944,-772.922459944,772.922459944,-772.922459944,-772.922459944,772.922459944,-772.922459944,772.922459944,772.922459944,772.922459944,-772.922459944,-772.922459944,772.922459944,-772.922459944,772.922459944,-772.922459944,-772.922459944,772.922459944,772.922459944
STW,TWQ6,340.9,3.9238998215,0.00590144585423,1.0,1.0,-1.0,1.0,1.0,-21.0,2016-07-14,392.38998215,6.0,2.0,34090.0,340.9,1.0,index,1.0,-21.0,-1.0,1.0,-20.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,1.0,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1207.08173503,1207.08173503,-1207.08173503,1207.08173503,1207.08173503,-1207.08173503,-1207.08173503,1207.08173503,-1207.08173503,1207.08173503,-1207.08173503,-1207.08173503,1207.08173503,-1207.08173503,-1207.08173503,1207.08173503,-1207.08173503,-1207.08173503,1207.08173503,-1207.08173503,-1207.08173503,-1207.08173503
SXE,EXU6,3046.0,38.75,0.00065703022339,1.0,1.0,-1.0,1.0,-1.0,-8.0,2016-08-02,432.605,5.0,2.0,34005.544,3046.0,1.0,index,-1.0,-8.0,1.0,-1.0,-7.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,111.713350854,111.713350854,111.713350854,-111.713350854,111.713350854,-111.713350854,111.713350854,111.713350854,-111.713350854,111.713350854,-111.713350854,-111.713350854,-111.713350854,111.713350854,111.713350854,-111.713350854,111.713350854,-111.713350854,111.713350854,111.713350854,-111.713350854,-111.713350854
TF,@TFSU6,1227.2,12.435,-8.14796708221e-05,-1.0,1.0,1.0,1.0,1.0,6.0,2016-08-04,1243.5,2.0,1.0,122720.0,1227.2,1.0,index,1.0,6.0,1.0,1.0,-26.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-19.9983704066,19.9983704066,-19.9983704066,19.9983704066,-19.9983704066,19.9983704066,-19.9983704066,-19.9983704066,-19.9983704066,-19.9983704066,19.9983704066,19.9983704066,-19.9983704066,19.9983704066,19.9983704066,-19.9983704066,-19.9983704066,19.9983704066,19.9983704066,19.9983704066,-19.9983704066,19.9983704066
TU,@TUU6,109.4140625,0.09453125,0.000786051164785,1.0,-1.0,-1.0,-1.0,1.0,-6.0,2016-08-04,189.0625,11.0,3.0,218828.125,109.4140625,-1.0,rates,1.0,-6.0,-1.0,1.0,-5.0,-1.0,1.0,11.0,-1.0,1.0,11.0,-1.0,2.0,11.0,-1.0,2.0,11.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,1892.11112798,1892.11112798,-1892.11112798,1892.11112798,-1892.11112798,1892.11112798,-1892.11112798,-1892.11112798,-1892.11112798,-1892.11112798,1892.11112798,1892.11112798,1892.11112798,-1892.11112798,-1892.11112798,1892.11112798,-1892.11112798,-1892.11112798,-1892.11112798,-1892.11112798,1892.11112798,-1892.11112798
TY,@TYU6,132.53125,0.57890625,0.00366820494616,1.0,-1.0,-1.0,-1.0,1.0,-2.0,2016-08-08,578.90625,4.0,1.0,132531.25,132.53125,-1.0,rates,1.0,-2.0,-1.0,1.0,-1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,1944.60714708,1944.60714708,-1944.60714708,1944.60714708,-1944.60714708,1944.60714708,-1944.60714708,-1944.60714708,-1944.60714708,-1944.60714708,1944.60714708,1944.60714708,1944.60714708,-1944.60714708,-1944.60714708,1944.60714708,-1944.60714708,-1944.60714708,-1944.60714708,-1944.60714708,1944.60714708,-1944.60714708
US,@USU6,172.96875,1.6609375,0.00691286156085,1.0,1.0,1.0,1.0,1.0,5.0,2016-08-05,1660.9375,2.0,1.0,172968.75,172.96875,-1.0,rates,1.0,5.0,-1.0,1.0,4.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,1,1,2391.41804621,2391.41804621,-2391.41804621,2391.41804621,-2391.41804621,2391.41804621,-2391.41804621,2391.41804621,2391.41804621,2391.41804621,-2391.41804621,-2391.41804621,2391.41804621,-2391.41804621,2391.41804621,-2391.41804621,-2391.41804621,2391.41804621,2391.41804621,2391.41804621,-2391.41804621,2391.41804621
VX,@VXU6,14.975,0.824426238,-0.00663349917081,-1.0,-1.0,1.0,-1.0,1.0,-15.0,2016-07-22,824.426238,3.0,1.0,14975.0,14.975,-1.0,index,1.0,-15.0,-1.0,1.0,-14.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,-298.009950249,298.009950249,298.009950249,-298.009950249,298.009950249,-298.009950249,298.009950249,298.009950249,-298.009950249,298.009950249,-298.009950249,-298.009950249,-298.009950249,298.009950249,298.009950249,-298.009950249,298.009950249,-298.009950249,298.009950249,298.009950249,-298.009950249,-298.009950249
W,@WZ6,440.0,12.5902477485,0.00686498855835,1.0,-1.0,-1.0,-1.0,1.0,8.0,2016-08-02,629.512387425,4.0,1.0,22000.0,440.0,1.0,grain,1.0,8.0,-1.0,1.0,7.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,604.118993135,604.118993135,-604.118993135,604.118993135,604.118993135,-604.118993135,-604.118993135,-604.118993135,-604.118993135,-604.118993135,604.118993135,604.118993135,604.118993135,-604.118993135,604.118993135,-604.118993135,-604.118993135,604.118993135,-604.118993135,-604.118993135,-604.118993135,-604.118993135
