2016-10-18 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2016-10-18 00:00:00,Close2016-10-18 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-18 00:00:00,LastSRUN,SRUN2016-10-18 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-17 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-17 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-17 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-17 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FV,@FVZ6,121.0703125,0.24375,0.000774943493704,1.0,1.0,1.0,1.0,-1.0,9.0,2016-10-04,243.75,9.0,2.0,2.0,121070.3125,1.0,0.000774943493704,121.0703125,rates,-1.0,-1.0,2016-10-04,-1.0,-1.0,10.0,10.0,1.0,-1.0,1.0,9.0,-1.0,1.0,9.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,0,1,1,-1,-1,1,-1,-1.0,1,-1,1,-1,-1,-1,0.0,0.0,-1.0,-1.0,0.0,-1,1,-1,-1,0,844.403858573,844.403858573,844.403858573,-844.403858573,-844.403858573,844.403858573,-844.403858573,844.403858573,-844.403858573,844.403858573,844.403858573,844.403858573,-844.403858573,-844.403858573,-844.403858573,844.403858573,-844.403858573,844.403858573,-844.403858573,844.403858573,-844.403858573,-844.403858573,-844.403858573,0.0,-844.403858573,-844.403858573,0.0,0.0,-844.403858573,-844.403858573,0.0,-844.403858573,844.403858573
GC,QGCZ6,1262.9,13.865,0.00501352856916,1.0,1.0,1.0,-1.0,-1.0,-17.0,2016-09-22,1386.5,2.0,1.0,1.0,126290.0,1.0,0.00501352856916,1262.9,metal,-1.0,-1.0,2016-09-22,-1.0,-1.0,-18.0,-18.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,0,1,1,1,-1,1,-1,1.0,-1,1,-1,-1,-1,-1,0.0,0.0,-1.0,0.0,0.0,-1,1,-1,-1,0,1266.317046,1266.317046,1266.317046,-1266.317046,-1266.317046,1266.317046,-1266.317046,1266.317046,-1266.317046,1266.317046,1266.317046,-1266.317046,1266.317046,-1266.317046,-1266.317046,1266.317046,1266.317046,-1266.317046,1266.317046,-1266.317046,-1266.317046,-1266.317046,-1266.317046,0.0,-1266.317046,-1266.317046,0.0,0.0,-1266.317046,0.0,0.0,-1266.317046,1266.317046
HCM,HHIV6,9733.0,193.225181951,0.0190555962726,1.0,-1.0,-1.0,-1.0,1.0,-6.0,2016-10-06,1245.08784039,2.0,1.0,1.0,62716.6698885,7.7595,0.0190555962726,9733.0,index,1.0,-1.0,2016-10-06,1.0,1.0,-7.0,-7.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,1,1,2390.20708192,2390.20708192,-2390.20708192,2390.20708192,2390.20708192,-2390.20708192,-2390.20708192,2390.20708192,2390.20708192,-2390.20708192,-2390.20708192,-2390.20708192,2390.20708192,2390.20708192,2390.20708192,-2390.20708192,-2390.20708192,2390.20708192,2390.20708192,2390.20708192,2390.20708192,2390.20708192,2390.20708192,2390.20708192,2390.20708192,2390.20708192,-2390.20708192,0.0,2390.20708192,0.0,-2390.20708192,-2390.20708192,-2390.20708192
HG,QHGZ6,210.55,3.1125,-0.000711912672045,-1.0,-1.0,-1.0,-1.0,1.0,11.0,2016-09-30,778.125,3.0,1.0,1.0,52637.5,1.0,-0.000711912672045,210.55,metal,1.0,-1.0,2016-09-30,1.0,1.0,12.0,12.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,1,1.0,-1,1,-1,1,1,1,-1.0,0.0,1.0,1.0,-1.0,-1,-1,1,0,0,-112.419909824,112.419909824,112.419909824,-112.419909824,-112.419909824,112.419909824,112.419909824,-112.419909824,-112.419909824,112.419909824,112.419909824,112.419909824,-112.419909824,-112.419909824,-112.419909824,112.419909824,-112.419909824,112.419909824,-112.419909824,112.419909824,-112.419909824,-112.419909824,-0.0,-0.0,-112.419909824,-112.419909824,112.419909824,-0.0,-112.419909824,-112.419909824,112.419909824,112.419909824,112.419909824
HIC,HSIV6,23361.0,375.890263779,0.0152542372881,1.0,-1.0,-1.0,-1.0,1.0,-11.0,2016-09-29,2422.12941413,1.0,1.0,1.0,150531.606418,7.7595,0.0152542372881,23361.0,index,1.0,-1.0,2016-09-29,1.0,1.0,-12.0,-12.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,1,1,2296.24484366,2296.24484366,-2296.24484366,2296.24484366,2296.24484366,-2296.24484366,-2296.24484366,2296.24484366,2296.24484366,-2296.24484366,-2296.24484366,-2296.24484366,2296.24484366,2296.24484366,2296.24484366,-2296.24484366,-2296.24484366,2296.24484366,2296.24484366,2296.24484366,2296.24484366,2296.24484366,2296.24484366,2296.24484366,2296.24484366,2296.24484366,-2296.24484366,0.0,2296.24484366,0.0,-2296.24484366,-2296.24484366,-2296.24484366
HO,QHOF7,1.6106,0.04321674,0.00693966864645,1.0,-1.0,-1.0,1.0,-1.0,-23.0,2016-09-14,1815.10308,2.0,1.0,1.0,67645.2,1.0,0.00693966864645,1.6106,energy,1.0,1.0,2016-09-14,-1.0,-1.0,-24.0,-24.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,0,-1,-1,-1,1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,938.870547046,938.870547046,-938.870547046,938.870547046,938.870547046,-938.870547046,938.870547046,-938.870547046,0.0,-938.870547046,-938.870547046,938.870547046,-938.870547046,938.870547046,-938.870547046,938.870547046,938.870547046,-938.870547046,-938.870547046,-938.870547046,938.870547046,0.0,0.0,0.0,938.870547046,938.870547046,938.870547046,938.870547046,938.870547046,938.870547046,938.870547046,938.870547046,938.870547046
JY,@JYZ6,0.96465,0.008315,-0.000259094206653,-1.0,1.0,1.0,1.0,1.0,-9.0,2016-10-04,1039.375,2.0,1.0,1.0,120581.25,1.0,-0.000259094206653,0.96465,currency,-1.0,-1.0,2016-10-04,1.0,1.0,-10.0,-10.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0,1,1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,-62.4838066121,62.4838066121,-62.4838066121,62.4838066121,62.4838066121,-62.4838066121,62.4838066121,-62.4838066121,-0.0,-62.4838066121,-62.4838066121,-62.4838066121,62.4838066121,62.4838066121,-62.4838066121,62.4838066121,62.4838066121,-62.4838066121,-62.4838066121,-62.4838066121,62.4838066121,-0.0,-0.0,-0.0,62.4838066121,62.4838066121,62.4838066121,62.4838066121,62.4838066121,62.4838066121,62.4838066121,62.4838066121,62.4838066121
KC,@KCZ6,158.75,3.4325,0.0105028644176,1.0,1.0,-1.0,1.0,-1.0,7.0,2016-10-06,1287.1875,2.0,1.0,1.0,59531.25,1.0,0.0105028644176,158.75,soft,1.0,1.0,2016-10-06,-1.0,-1.0,8.0,8.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1.0,1.0,1,-1,-1,-1,-1,1250.49729472,1250.49729472,1250.49729472,-1250.49729472,1250.49729472,-1250.49729472,1250.49729472,-1250.49729472,-1250.49729472,1250.49729472,-1250.49729472,1250.49729472,-1250.49729472,-1250.49729472,-1250.49729472,1250.49729472,-1250.49729472,1250.49729472,-1250.49729472,-1250.49729472,-1250.49729472,-1250.49729472,-1250.49729472,-1250.49729472,1250.49729472,-1250.49729472,0.0,0.0,0.0,-1250.49729472,1250.49729472,1250.49729472,-1250.49729472
KW,@KWZ6,421.75,9.6,-0.000592417061611,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2016-09-12,480.0,5.0,1.0,1.0,21087.5,1.0,-0.000592417061611,421.75,grain,1.0,1.0,2016-10-12,-1.0,-1.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,0,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,1,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,-62.4629739337,62.4629739337,-62.4629739337,62.4629739337,-62.4629739337,62.4629739337,-62.4629739337,62.4629739337,-62.4629739337,62.4629739337,62.4629739337,62.4629739337,-62.4629739337,-62.4629739337,62.4629739337,-62.4629739337,62.4629739337,-62.4629739337,-62.4629739337,62.4629739337,-62.4629739337,-62.4629739337,-62.4629739337,-62.4629739337,-62.4629739337,-62.4629739337,-0.0,-0.0,-62.4629739337,-0.0,-62.4629739337,-62.4629739337,-62.4629739337
LB,@LBX6,310.7,6.88,-0.0136507936508,-1.0,-1.0,1.0,-1.0,1.0,-6.0,2016-10-07,756.8,3.0,1.0,1.0,34177.0,1.0,-0.0136507936508,310.7,soft,1.0,-1.0,2016-10-07,1.0,1.0,-7.0,-7.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
LC,@LEZ6,99.225,2.285,0.00227272727273,1.0,1.0,1.0,1.0,1.0,18.0,2016-09-21,914.0,3.0,1.0,1.0,39690.0,1.0,0.00227272727273,99.225,meat,1.0,-1.0,2016-09-21,1.0,1.0,19.0,19.0,1.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,270.613636364,270.613636364,270.613636364,-270.613636364,270.613636364,-270.613636364,-270.613636364,270.613636364,-270.613636364,270.613636364,270.613636364,270.613636364,-270.613636364,-270.613636364,270.613636364,-270.613636364,270.613636364,-270.613636364,270.613636364,-270.613636364,-270.613636364,-270.613636364,-270.613636364,-270.613636364,-270.613636364,-270.613636364,-270.613636364,0.0,-270.613636364,-270.613636364,-270.613636364,-270.613636364,-270.613636364
LCO,EBZ6,51.68,1.485,0.00310559006211,1.0,-1.0,-1.0,-1.0,-1.0,-21.0,2016-09-16,1485.0,2.0,1.0,1.0,51680.0,1.0,0.00310559006211,51.68,energy,1.0,1.0,2016-09-16,-1.0,-1.0,-22.0,-22.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,320.99378882,320.99378882,-320.99378882,320.99378882,320.99378882,-320.99378882,320.99378882,-320.99378882,0.0,-320.99378882,-320.99378882,-320.99378882,320.99378882,320.99378882,-320.99378882,320.99378882,320.99378882,-320.99378882,-320.99378882,-320.99378882,320.99378882,0.0,0.0,0.0,320.99378882,320.99378882,320.99378882,320.99378882,320.99378882,320.99378882,320.99378882,320.99378882,320.99378882
LGO,GASZ6,462.25,13.6125,0.00434546442151,1.0,-1.0,-1.0,-1.0,-1.0,-14.0,2016-09-27,1361.25,2.0,1.0,1.0,46225.0,1.0,0.00434546442151,462.25,energy,1.0,1.0,2016-09-27,-1.0,-1.0,-15.0,-15.0,-1.0,0.0,1.0,2.0,0.0,2.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0,-1,-1,1,1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,401.738185769,401.738185769,-401.738185769,401.738185769,401.738185769,-401.738185769,401.738185769,-401.738185769,0.0,-401.738185769,-401.738185769,-401.738185769,401.738185769,401.738185769,-401.738185769,401.738185769,401.738185769,-401.738185769,-401.738185769,-401.738185769,401.738185769,0.0,0.0,0.0,401.738185769,401.738185769,401.738185769,401.738185769,401.738185769,401.738185769,401.738185769,401.738185769,401.738185769
LH,@HEZ6,41.125,1.6875,-0.0114182692308,-1.0,-1.0,-1.0,1.0,-1.0,-2.0,2016-10-05,675.0,3.0,1.0,1.0,16450.0,1.0,-0.0114182692308,41.125,meat,1.0,1.0,2016-10-05,-1.0,-1.0,3.0,3.0,-1.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,0,-1,-1,-1,1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,-563.491586538,563.491586538,563.491586538,-563.491586538,-563.491586538,563.491586538,-563.491586538,563.491586538,-0.0,563.491586538,563.491586538,-563.491586538,563.491586538,-563.491586538,563.491586538,-563.491586538,-563.491586538,563.491586538,563.491586538,563.491586538,-563.491586538,-0.0,-0.0,-0.0,-563.491586538,-563.491586538,-563.491586538,-563.491586538,-563.491586538,-563.491586538,-563.491586538,-563.491586538,-563.491586538
LRC,LRCF7,2153.0,28.123195876,0.0208629682314,1.0,1.0,-1.0,1.0,1.0,7.0,2016-10-06,281.23195876,8.0,1.0,1.0,21530.0,1.0,0.0208629682314,2153.0,soft,1.0,1.0,2016-10-06,1.0,1.0,-3.0,-3.0,1.0,-1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,2.0,8.0,1.0,2.0,8.0,1.0,0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0.0,0.0,1,-1,-1,0,-1,3593.43764817,3593.43764817,3593.43764817,-3593.43764817,3593.43764817,-3593.43764817,3593.43764817,-3593.43764817,-3593.43764817,3593.43764817,-3593.43764817,3593.43764817,-3593.43764817,-3593.43764817,3593.43764817,-3593.43764817,3593.43764817,-3593.43764817,3593.43764817,-3593.43764817,-3593.43764817,-3593.43764817,0.0,-3593.43764817,-3593.43764817,-3593.43764817,-3593.43764817,-3593.43764817,-3593.43764817,0.0,0.0,3593.43764817,-3593.43764817
LSU,QWZ6,597.9,13.16,-0.0105907661757,-1.0,1.0,1.0,1.0,1.0,19.0,2016-09-28,658.0,4.0,1.0,1.0,29895.0,1.0,-0.0105907661757,597.9,soft,1.0,1.0,2016-09-28,-1.0,-1.0,20.0,20.0,1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,0.0,0.0,-1.0,0.0,0.0,1,-1,-1,0,-1,-1266.4438193,1266.4438193,-1266.4438193,1266.4438193,-1266.4438193,1266.4438193,-1266.4438193,1266.4438193,1266.4438193,-1266.4438193,-1266.4438193,-1266.4438193,1266.4438193,1266.4438193,-1266.4438193,1266.4438193,-1266.4438193,1266.4438193,-1266.4438193,1266.4438193,1266.4438193,1266.4438193,-0.0,1266.4438193,1266.4438193,1266.4438193,-0.0,-0.0,1266.4438193,-0.0,-0.0,-1266.4438193,1266.4438193
MEM,@MMEZ6,912.8,14.1,0.0181818181818,1.0,1.0,-1.0,1.0,-1.0,-14.0,2016-09-27,705.0,3.0,1.0,1.0,45640.0,1.0,0.0181818181818,912.8,index,1.0,-1.0,2016-09-27,1.0,1.0,-15.0,-15.0,-1.0,0.0,1.0,3.0,0.0,2.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,1,-1,-1,1,1,1.0,-1,-1,-1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,0,-1,-1,2489.45454545,2489.45454545,-2489.45454545,2489.45454545,2489.45454545,-2489.45454545,-2489.45454545,2489.45454545,0.0,2489.45454545,-2489.45454545,2489.45454545,-2489.45454545,-2489.45454545,-2489.45454545,2489.45454545,2489.45454545,-2489.45454545,-2489.45454545,-2489.45454545,2489.45454545,0.0,-2489.45454545,-2489.45454545,2489.45454545,2489.45454545,0.0,2489.45454545,2489.45454545,0.0,-2489.45454545,-2489.45454545,-2489.45454545
MFX,IBX6,8811.0,143.570117893,0.0165603926782,1.0,1.0,-1.0,1.0,1.0,-27.0,2016-09-08,1576.25632435,2.0,1.0,1.0,96735.969,0.910829765917,0.0165603926782,8811.0,index,1.0,-1.0,2016-09-08,1.0,1.0,-28.0,-28.0,-1.0,0.0,1.0,2.0,0.0,2.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,0,-1,-1,3203.9712655,3203.9712655,-3203.9712655,3203.9712655,3203.9712655,-3203.9712655,-3203.9712655,3203.9712655,0.0,3203.9712655,-3203.9712655,3203.9712655,-3203.9712655,-3203.9712655,3203.9712655,-3203.9712655,-3203.9712655,3203.9712655,-3203.9712655,3203.9712655,-3203.9712655,0.0,-3203.9712655,-3203.9712655,-3203.9712655,3203.9712655,-3203.9712655,0.0,0.0,-3203.9712655,-3203.9712655,-3203.9712655,-3203.9712655
MP,@PXZ6,0.05338,0.000647,0.0140577507599,1.0,1.0,-1.0,1.0,-1.0,15.0,2016-09-26,323.5,7.0,1.0,1.0,26690.0,1.0,0.0140577507599,0.05338,currency,1.0,-1.0,2016-09-26,-1.0,-1.0,16.0,16.0,1.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,2.0,7.0,1.0,2.0,7.0,1.0,0,-1,1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,-1.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1,-1,2626.40957447,2626.40957447,2626.40957447,-2626.40957447,2626.40957447,-2626.40957447,-2626.40957447,2626.40957447,-2626.40957447,2626.40957447,-2626.40957447,2626.40957447,-2626.40957447,-2626.40957447,-2626.40957447,2626.40957447,-2626.40957447,2626.40957447,-2626.40957447,-2626.40957447,-2626.40957447,-2626.40957447,-2626.40957447,-2626.40957447,2626.40957447,-2626.40957447,-2626.40957447,0.0,0.0,-2626.40957447,0.0,-2626.40957447,-2626.40957447
MW,@MWZ6,527.75,9.6125,-0.0023629489603,-1.0,1.0,1.0,1.0,-1.0,32.0,2016-08-31,480.625,5.0,1.0,1.0,26387.5,1.0,-0.0023629489603,527.75,grain,1.0,1.0,2016-08-31,-1.0,-1.0,33.0,33.0,1.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,0,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,-1,1.0,1.0,0.0,-1.0,1.0,1,-1,-1,0,-1,-311.76157845,311.76157845,-311.76157845,311.76157845,-311.76157845,311.76157845,-311.76157845,311.76157845,311.76157845,-311.76157845,-311.76157845,-311.76157845,311.76157845,311.76157845,311.76157845,-311.76157845,311.76157845,-311.76157845,311.76157845,-311.76157845,311.76157845,311.76157845,-0.0,311.76157845,-311.76157845,311.76157845,-311.76157845,-311.76157845,-0.0,311.76157845,-311.76157845,-311.76157845,311.76157845
NE,@NEZ6,0.718,0.00669,0.00927748102333,1.0,-1.0,1.0,-1.0,1.0,-28.0,2016-09-07,669.0,3.0,1.0,1.0,71800.0,1.0,0.00927748102333,0.718,currency,1.0,-1.0,2016-09-07,1.0,1.0,-29.0,-29.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1,-1,1,1,0,1998.36941243,1998.36941243,1998.36941243,-1998.36941243,1998.36941243,-1998.36941243,-1998.36941243,1998.36941243,1998.36941243,-1998.36941243,1998.36941243,-1998.36941243,1998.36941243,1998.36941243,1998.36941243,-1998.36941243,-1998.36941243,1998.36941243,1998.36941243,1998.36941243,-1998.36941243,1998.36941243,1998.36941243,0.0,1998.36941243,1998.36941243,-1998.36941243,0.0,0.0,-1998.36941243,0.0,1998.36941243,-1998.36941243
NG,QNGF7,3.639,0.104842845,0.00663900414938,1.0,1.0,-1.0,1.0,-1.0,11.0,2016-09-30,1048.42845,2.0,1.0,1.0,36390.0,1.0,0.00663900414938,3.639,energy,1.0,1.0,2016-09-30,-1.0,-1.0,12.0,12.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,-1,1,0,0,483.186721992,483.186721992,-483.186721992,483.186721992,483.186721992,-483.186721992,483.186721992,-483.186721992,483.186721992,483.186721992,-483.186721992,483.186721992,-483.186721992,-483.186721992,-483.186721992,483.186721992,-483.186721992,483.186721992,-483.186721992,483.186721992,483.186721992,483.186721992,0.0,0.0,483.186721992,483.186721992,483.186721992,483.186721992,483.186721992,0.0,0.0,-483.186721992,-483.186721992
NIY,@NKDZ6,16945.0,233.75,0.00563798219585,1.0,1.0,1.0,1.0,1.0,-14.0,2016-09-27,1125.52966102,2.0,1.0,1.0,81591.8721109,103.84,0.00563798219585,16945.0,index,1.0,-1.0,2016-09-27,1.0,1.0,-15.0,-15.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,0.0,1.0,0.0,-1.0,-1.0,-1,-1,0,-1,-1,920.027044574,920.027044574,-920.027044574,920.027044574,920.027044574,-920.027044574,-920.027044574,920.027044574,0.0,920.027044574,920.027044574,920.027044574,-920.027044574,-920.027044574,920.027044574,-920.027044574,-920.027044574,920.027044574,-920.027044574,920.027044574,-920.027044574,0.0,-920.027044574,-920.027044574,-920.027044574,920.027044574,0.0,920.027044574,0.0,-920.027044574,-920.027044574,-920.027044574,-920.027044574
NQ,@NQZ6,4827.0,48.45,0.00494456878155,1.0,-1.0,1.0,-1.0,1.0,-19.0,2016-09-20,969.0,3.0,1.0,1.0,96540.0,1.0,0.00494456878155,4827.0,index,1.0,-1.0,2016-09-20,1.0,1.0,-20.0,-20.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1,1,1432.04601051,1432.04601051,-1432.04601051,1432.04601051,1432.04601051,-1432.04601051,-1432.04601051,1432.04601051,1432.04601051,-1432.04601051,1432.04601051,-1432.04601051,1432.04601051,1432.04601051,1432.04601051,-1432.04601051,-1432.04601051,1432.04601051,1432.04601051,1432.04601051,1432.04601051,1432.04601051,1432.04601051,1432.04601051,1432.04601051,1432.04601051,0.0,1432.04601051,1432.04601051,0.0,-1432.04601051,-1432.04601051,-1432.04601051
O,@OZ6,203.75,4.6375,0.01875,1.0,-1.0,-1.0,1.0,1.0,22.0,2016-09-15,231.875,9.0,2.0,2.0,10187.5,1.0,0.01875,203.75,grain,1.0,1.0,2016-09-15,1.0,1.0,23.0,23.0,1.0,0.0,1.0,9.0,0.0,1.0,9.0,-1.0,1.0,9.0,-1.0,2.0,9.0,1.0,0,-1,-1,-1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,0.0,1.0,1,-1,0,0,-1,1719.140625,1719.140625,1719.140625,-1719.140625,1719.140625,-1719.140625,1719.140625,-1719.140625,0.0,-1719.140625,-1719.140625,1719.140625,-1719.140625,1719.140625,1719.140625,-1719.140625,1719.140625,-1719.140625,1719.140625,-1719.140625,-1719.140625,0.0,0.0,-1719.140625,1719.140625,1719.140625,-1719.140625,-1719.140625,0.0,0.0,1719.140625,1719.140625,-1719.140625
OJ,@OJX6,189.95,6.465,0.00662427133015,1.0,1.0,1.0,1.0,1.0,-14.0,2016-09-27,969.75,3.0,1.0,1.0,28492.5,1.0,0.00662427133015,189.95,soft,1.0,-1.0,2016-09-27,1.0,1.0,-15.0,-15.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,566.226152623,566.226152623,566.226152623,-566.226152623,566.226152623,-566.226152623,-566.226152623,566.226152623,0.0,566.226152623,566.226152623,566.226152623,-566.226152623,-566.226152623,566.226152623,-566.226152623,-566.226152623,566.226152623,566.226152623,566.226152623,-566.226152623,0.0,0.0,0.0,-566.226152623,-566.226152623,-566.226152623,0.0,-566.226152623,-566.226152623,-566.226152623,-566.226152623,-566.226152623
PA,QPAZ6,639.4,16.6025,0.00250862339291,1.0,1.0,1.0,-1.0,1.0,-11.0,2016-09-30,1660.25,2.0,1.0,1.0,63940.0,1.0,0.00250862339291,639.4,metal,1.0,-1.0,2016-09-30,1.0,1.0,-12.0,-12.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,0,-1,1,1,-1,-1,1,-1.0,1,1,1,-1,-1,1,0.0,1.0,0.0,0.0,-1.0,-1,-1,1,0,0,320.802759486,320.802759486,-320.802759486,320.802759486,320.802759486,-320.802759486,-320.802759486,320.802759486,320.802759486,320.802759486,320.802759486,-320.802759486,320.802759486,-320.802759486,320.802759486,-320.802759486,-320.802759486,320.802759486,320.802759486,320.802759486,-320.802759486,320.802759486,0.0,0.0,-320.802759486,320.802759486,0.0,320.802759486,0.0,0.0,-320.802759486,-320.802759486,-320.802759486
