2016-08-11 00:00:00,Contract,LastClose,ATR20,PC2016-08-11 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,contractValue,Close2016-08-11 00:00:00,RiskOn,group,SEA2016-08-11 00:00:00,SRUN2016-08-11 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-10 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-10 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-10 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-10 00:00:00,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,RiskOff,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6
LC,@LEV6,114.55,1.895,-0.00326299760714,-1.0,1.0,1.0,1.0,-1.0,15.0,2016-07-21,758.0,3.0,1.0,45820.0,114.55,1.0,meat,-1.0,15.0,-1.0,-1.0,14.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,1,1,-1.0,1,1,1,1,1,-1,1,-1,-448.531651077,448.531651077,448.531651077,-448.531651077,-448.531651077,448.531651077,448.531651077,-448.531651077,-448.531651077,-448.531651077,448.531651077,448.531651077,448.531651077,-448.531651077,448.531651077,-448.531651077,-448.531651077,-448.531651077,-448.531651077,-448.531651077,448.531651077,-448.531651077
LCO,EBZ6,46.83,1.3845,0.0413609072715,1.0,1.0,-1.0,1.0,-1.0,-7.0,2016-08-02,1384.5,2.0,1.0,46830.0,46.83,1.0,energy,-1.0,-7.0,-1.0,-1.0,-6.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,-1,3873.86257505,3873.86257505,-3873.86257505,3873.86257505,3873.86257505,-3873.86257505,-3873.86257505,3873.86257505,-3873.86257505,3873.86257505,-3873.86257505,-3873.86257505,-3873.86257505,3873.86257505,3873.86257505,-3873.86257505,3873.86257505,3873.86257505,3873.86257505,3873.86257505,-3873.86257505,3873.86257505
LGO,GASU6,403.0,13.4312954,0.0433656957929,1.0,-1.0,1.0,-1.0,-1.0,8.0,2016-08-01,1343.12954,2.0,1.0,40300.0,403.0,1.0,energy,-1.0,8.0,-1.0,-1.0,7.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1,1,-1.0,1,-1,1,1,1,1,1,-1,3495.27508091,3495.27508091,-3495.27508091,3495.27508091,3495.27508091,-3495.27508091,-3495.27508091,-3495.27508091,3495.27508091,-3495.27508091,3495.27508091,3495.27508091,-3495.27508091,3495.27508091,-3495.27508091,3495.27508091,-3495.27508091,3495.27508091,3495.27508091,3495.27508091,3495.27508091,3495.27508091
LH,@HEV6,58.425,1.72625,-0.00932598558711,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2016-08-01,690.5,3.0,1.0,23370.0,58.425,1.0,meat,-1.0,-1.0,1.0,-1.0,8.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,1,1,-1,-1.0,1,1,-1,-1,-1,1,1,-1,-653.844849513,653.844849513,-653.844849513,653.844849513,-653.844849513,653.844849513,653.844849513,653.844849513,-653.844849513,653.844849513,-653.844849513,-653.844849513,653.844849513,-653.844849513,653.844849513,-653.844849513,-653.844849513,653.844849513,653.844849513,653.844849513,-653.844849513,-653.844849513
LRC,LRCU6,1808.0,23.15,-0.00550055005501,-1.0,-1.0,1.0,-1.0,1.0,1.0,2016-07-29,231.5,9.0,3.0,18080.0,1808.0,1.0,soft,1.0,1.0,-1.0,1.0,-7.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,-1,-895.04950495,895.04950495,895.04950495,-895.04950495,-895.04950495,895.04950495,-895.04950495,895.04950495,-895.04950495,895.04950495,-895.04950495,-895.04950495,-895.04950495,895.04950495,895.04950495,-895.04950495,895.04950495,-895.04950495,895.04950495,895.04950495,-895.04950495,-895.04950495
LSU,QWV6,532.7,10.96,0.00414703110273,1.0,1.0,-1.0,1.0,-1.0,3.0,2016-07-28,548.0,4.0,1.0,26635.0,532.7,1.0,soft,-1.0,3.0,-1.0,-1.0,2.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,1,1,-1.0,1,1,-1,1,1,-1,1,-1,441.824693685,441.824693685,-441.824693685,441.824693685,441.824693685,-441.824693685,-441.824693685,441.824693685,-441.824693685,441.824693685,-441.824693685,-441.824693685,-441.824693685,441.824693685,-441.824693685,441.824693685,441.824693685,-441.824693685,441.824693685,441.824693685,-441.824693685,441.824693685
MEM,@MMEU6,915.2,10.35,0.0129496402878,1.0,-1.0,-1.0,-1.0,-1.0,-18.0,2016-07-18,517.5,4.0,1.0,45760.0,915.2,1.0,index,-1.0,-18.0,1.0,-1.0,-17.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,1,-1,1.0,-1,1,-1,-1,-1,1,-1,-1,2370.30215827,2370.30215827,2370.30215827,-2370.30215827,2370.30215827,-2370.30215827,-2370.30215827,-2370.30215827,-2370.30215827,-2370.30215827,2370.30215827,2370.30215827,-2370.30215827,2370.30215827,2370.30215827,-2370.30215827,2370.30215827,-2370.30215827,-2370.30215827,-2370.30215827,2370.30215827,-2370.30215827
MFX,IBQ6,8702.9,135.765,0.00444346983057,1.0,1.0,-1.0,1.0,1.0,-3.0,2016-08-03,1512.286335,2.0,1.0,96941.6031,8702.9,1.0,index,1.0,-3.0,-1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,861.514177404,861.514177404,-861.514177404,861.514177404,861.514177404,-861.514177404,861.514177404,861.514177404,-861.514177404,861.514177404,-861.514177404,-861.514177404,861.514177404,-861.514177404,861.514177404,-861.514177404,-861.514177404,861.514177404,861.514177404,861.514177404,-861.514177404,-861.514177404
MP,@PXU6,0.05477,0.000568,0.00977138643068,1.0,1.0,-1.0,1.0,-1.0,-7.0,2016-08-02,284.0,8.0,2.0,27385.0,0.05477,1.0,currency,-1.0,-7.0,1.0,-1.0,-6.0,-1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,2.0,8.0,1.0,2.0,8.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,2140.71533923,2140.71533923,2140.71533923,-2140.71533923,2140.71533923,-2140.71533923,-2140.71533923,2140.71533923,-2140.71533923,2140.71533923,-2140.71533923,-2140.71533923,-2140.71533923,2140.71533923,2140.71533923,-2140.71533923,2140.71533923,-2140.71533923,2140.71533923,2140.71533923,-2140.71533923,-2140.71533923
MW,@MWU6,503.5,8.475,0.00448877805486,1.0,1.0,-1.0,1.0,1.0,-8.0,2016-08-01,423.75,5.0,2.0,25175.0,503.5,1.0,grain,1.0,-8.0,1.0,1.0,-7.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,565.024937656,565.024937656,565.024937656,-565.024937656,565.024937656,-565.024937656,565.024937656,565.024937656,-565.024937656,565.024937656,-565.024937656,-565.024937656,565.024937656,-565.024937656,-565.024937656,565.024937656,565.024937656,-565.024937656,-565.024937656,-565.024937656,565.024937656,-565.024937656
NE,@NEU6,0.72,0.007815,0.000694927032661,1.0,-1.0,1.0,-1.0,-1.0,-15.0,2016-07-21,781.5,3.0,1.0,72000.0,0.72,1.0,currency,-1.0,-15.0,1.0,-1.0,-14.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,1,-1,1.0,-1,1,1,-1,1,1,1,-1,150.104239055,150.104239055,150.104239055,-150.104239055,150.104239055,-150.104239055,-150.104239055,-150.104239055,150.104239055,-150.104239055,150.104239055,150.104239055,-150.104239055,150.104239055,150.104239055,-150.104239055,150.104239055,150.104239055,-150.104239055,150.104239055,150.104239055,150.104239055
NG,QNGU6,2.551,0.0949,-0.00390472471691,-1.0,-1.0,1.0,-1.0,-1.0,9.0,2016-07-29,949.0,3.0,1.0,25510.0,2.551,1.0,energy,-1.0,9.0,-1.0,-1.0,8.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,1,1,-1.0,1,-1,1,1,1,1,1,-1,-298.828582585,298.828582585,298.828582585,-298.828582585,-298.828582585,298.828582585,298.828582585,298.828582585,-298.828582585,298.828582585,-298.828582585,-298.828582585,298.828582585,-298.828582585,298.828582585,-298.828582585,298.828582585,-298.828582585,-298.828582585,-298.828582585,-298.828582585,-298.828582585
NIY,@NKDU6,16860.0,308.5,0.0107913669065,1.0,1.0,-1.0,1.0,-1.0,-6.0,2016-08-03,1512.69981367,2.0,1.0,82671.3739335,16860.0,1.0,index,-1.0,-6.0,1.0,-1.0,-5.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,1784.27425756,1784.27425756,1784.27425756,-1784.27425756,1784.27425756,-1784.27425756,-1784.27425756,1784.27425756,-1784.27425756,1784.27425756,-1784.27425756,-1784.27425756,-1784.27425756,1784.27425756,1784.27425756,-1784.27425756,1784.27425756,-1784.27425756,1784.27425756,1784.27425756,-1784.27425756,-1784.27425756
NQ,@NQU6,4800.0,38.125,0.00386907874098,1.0,1.0,-1.0,1.0,1.0,-17.0,2016-07-19,762.5,3.0,1.0,96000.0,4800.0,1.0,index,1.0,-17.0,-1.0,1.0,-16.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1114.2946774,1114.2946774,-1114.2946774,1114.2946774,1114.2946774,-1114.2946774,1114.2946774,1114.2946774,-1114.2946774,1114.2946774,-1114.2946774,-1114.2946774,1114.2946774,-1114.2946774,-1114.2946774,1114.2946774,-1114.2946774,-1114.2946774,1114.2946774,-1114.2946774,-1114.2946774,-1114.2946774
O,@OZ6,182.0,4.75,-0.00817438692098,-1.0,-1.0,1.0,-1.0,1.0,7.0,2016-08-02,237.5,9.0,3.0,9100.0,182.0,1.0,grain,1.0,7.0,-1.0,1.0,-3.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,-1,-669.482288828,669.482288828,669.482288828,-669.482288828,-669.482288828,669.482288828,-669.482288828,669.482288828,-669.482288828,669.482288828,-669.482288828,-669.482288828,-669.482288828,669.482288828,669.482288828,-669.482288828,669.482288828,-669.482288828,669.482288828,669.482288828,-669.482288828,-669.482288828
OJ,@OJU6,183.55,6.9,0.0135284373274,1.0,1.0,1.0,1.0,1.0,-3.0,2016-08-05,1035.0,2.0,1.0,27532.5,183.55,1.0,soft,1.0,-3.0,-1.0,1.0,-2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,-1,744.943401436,744.943401436,-744.943401436,744.943401436,744.943401436,-744.943401436,744.943401436,744.943401436,744.943401436,744.943401436,-744.943401436,-744.943401436,744.943401436,-744.943401436,-744.943401436,744.943401436,-744.943401436,744.943401436,744.943401436,744.943401436,-744.943401436,744.943401436
PA,QPAU6,691.8,18.4475,-0.0476321585903,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2016-08-02,1844.75,2.0,1.0,69180.0,691.8,1.0,metal,-1.0,1.0,1.0,-1.0,-2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,1,1,-1,1.0,-1,1,-1,-1,-1,1,-1,-1,-6590.38546256,6590.38546256,-6590.38546256,6590.38546256,-6590.38546256,6590.38546256,6590.38546256,6590.38546256,6590.38546256,6590.38546256,-6590.38546256,-6590.38546256,6590.38546256,-6590.38546256,-6590.38546256,6590.38546256,-6590.38546256,6590.38546256,6590.38546256,6590.38546256,-6590.38546256,6590.38546256
PL,QPLV6,1156.7,24.545,-0.0223142591497,-1.0,1.0,-1.0,1.0,-1.0,-20.0,2016-07-14,1227.25,2.0,1.0,57835.0,1156.7,-1.0,metal,-1.0,-20.0,1.0,-1.0,-19.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,1,-2581.09035584,2581.09035584,-2581.09035584,2581.09035584,2581.09035584,-2581.09035584,2581.09035584,-2581.09035584,2581.09035584,-2581.09035584,2581.09035584,2581.09035584,2581.09035584,-2581.09035584,-2581.09035584,2581.09035584,-2581.09035584,2581.09035584,-2581.09035584,-2581.09035584,2581.09035584,2581.09035584
RB,QRBU6,1.3617,0.04381,0.0463347164592,1.0,-1.0,-1.0,-1.0,-1.0,1.0,2016-08-05,1840.02,2.0,1.0,57191.4,1.3617,1.0,energy,-1.0,1.0,-1.0,-1.0,-3.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,5299.89460581,5299.89460581,-5299.89460581,5299.89460581,5299.89460581,-5299.89460581,-5299.89460581,-5299.89460581,-5299.89460581,-5299.89460581,5299.89460581,5299.89460581,-5299.89460581,5299.89460581,5299.89460581,-5299.89460581,-5299.89460581,5299.89460581,5299.89460581,5299.89460581,-5299.89460581,5299.89460581
RR,@RRU6,9.315,0.22925,-0.0215336134454,-1.0,1.0,-1.0,1.0,1.0,2.0,2016-08-05,458.5,5.0,2.0,18630.0,9.315,1.0,grain,1.0,2.0,-1.0,1.0,-3.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,-2005.85609244,2005.85609244,2005.85609244,-2005.85609244,-2005.85609244,2005.85609244,-2005.85609244,-2005.85609244,2005.85609244,-2005.85609244,2005.85609244,2005.85609244,-2005.85609244,2005.85609244,2005.85609244,-2005.85609244,2005.85609244,2005.85609244,-2005.85609244,2005.85609244,2005.85609244,2005.85609244
RS,@RSX6,462.3,7.86,0.00303753525711,1.0,1.0,-1.0,1.0,1.0,6.0,2016-08-03,121.034801355,17.0,5.0,7118.8789652,462.3,1.0,grain,1.0,6.0,1.0,1.0,5.0,1.0,1.0,17.0,1.0,1.0,17.0,-1.0,2.0,17.0,1.0,2.0,17.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,367.605379414,367.605379414,367.605379414,-367.605379414,367.605379414,-367.605379414,367.605379414,367.605379414,-367.605379414,367.605379414,-367.605379414,-367.605379414,367.605379414,-367.605379414,367.605379414,-367.605379414,367.605379414,-367.605379414,-367.605379414,-367.605379414,-367.605379414,-367.605379414
S,@SX6,984.0,26.05,0.00178162382286,1.0,-1.0,1.0,-1.0,1.0,-7.0,2016-08-02,1302.5,2.0,1.0,49200.0,984.0,1.0,grain,1.0,-7.0,-1.0,1.0,-6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,-1,175.311784169,175.311784169,-175.311784169,175.311784169,175.311784169,-175.311784169,175.311784169,-175.311784169,175.311784169,-175.311784169,175.311784169,175.311784169,175.311784169,-175.311784169,-175.311784169,175.311784169,-175.311784169,175.311784169,-175.311784169,-175.311784169,175.311784169,175.311784169
SB,@SBV6,19.6,0.545,-0.0020366598778,-1.0,1.0,-1.0,1.0,-1.0,3.0,2016-07-28,610.4,4.0,1.0,21952.0,19.6,1.0,soft,-1.0,3.0,-1.0,-1.0,2.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,1,1,-1.0,1,1,-1,1,1,-1,1,-1,-178.83503055,178.83503055,178.83503055,-178.83503055,-178.83503055,178.83503055,178.83503055,-178.83503055,178.83503055,-178.83503055,178.83503055,178.83503055,178.83503055,-178.83503055,178.83503055,-178.83503055,-178.83503055,178.83503055,-178.83503055,-178.83503055,178.83503055,-178.83503055
SF,@SFU6,1.0281,0.007215,0.000778740387423,1.0,1.0,-1.0,1.0,1.0,12.0,2016-08-02,901.875,3.0,1.0,128512.5,1.0281,1.0,currency,1.0,12.0,1.0,1.0,11.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,300.233622116,300.233622116,300.233622116,-300.233622116,300.233622116,-300.233622116,300.233622116,300.233622116,-300.233622116,300.233622116,-300.233622116,-300.233622116,300.233622116,-300.233622116,300.233622116,-300.233622116,300.233622116,-300.233622116,-300.233622116,-300.233622116,-300.233622116,-300.233622116
SI,QSIU6,2002.0,46.65,-0.00743678730788,-1.0,-1.0,-1.0,1.0,-1.0,16.0,2016-08-02,2332.5,1.0,1.0,100100.0,2002.0,-1.0,metal,-1.0,16.0,1.0,-1.0,15.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,-1,1,1,-1,-1.0,1,1,-1,-1,-1,1,-1,1,-744.422409519,744.422409519,-744.422409519,744.422409519,744.422409519,-744.422409519,744.422409519,744.422409519,744.422409519,-744.422409519,744.422409519,-744.422409519,744.422409519,-744.422409519,744.422409519,-744.422409519,-744.422409519,744.422409519,744.422409519,744.422409519,-744.422409519,744.422409519
SIN,INQ6,8617.0,86.6922629385,0.00308480298004,1.0,-1.0,-1.0,-1.0,1.0,3.0,2016-07-21,173.384525877,12.0,3.0,17234.0,8617.0,1.0,index,1.0,3.0,-1.0,1.0,2.0,1.0,1.0,12.0,1.0,2.0,12.0,-1.0,2.0,12.0,-1.0,2.0,12.0,-1.0,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,637.961934695,637.961934695,-637.961934695,637.961934695,637.961934695,-637.961934695,637.961934695,-637.961934695,-637.961934695,-637.961934695,637.961934695,637.961934695,637.961934695,-637.961934695,637.961934695,-637.961934695,-637.961934695,637.961934695,-637.961934695,-637.961934695,-637.961934695,-637.961934695
SJB,BBU6,151.66,0.49,6.59413122321e-05,1.0,-1.0,1.0,-1.0,1.0,3.0,2016-07-27,480.533490242,5.0,2.0,148730.018633,151.66,-1.0,rates,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,1,49.0372629848,49.0372629848,49.0372629848,-49.0372629848,-49.0372629848,49.0372629848,49.0372629848,-49.0372629848,49.0372629848,-49.0372629848,49.0372629848,49.0372629848,49.0372629848,-49.0372629848,49.0372629848,-49.0372629848,-49.0372629848,49.0372629848,-49.0372629848,-49.0372629848,49.0372629848,-49.0372629848
SM,@SMZ6,329.9,10.11,-0.000605877006968,-1.0,-1.0,-1.0,-1.0,1.0,3.0,2016-08-04,1011.0,2.0,1.0,32990.0,329.9,1.0,grain,1.0,3.0,-1.0,1.0,-4.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-39.9757649197,39.9757649197,39.9757649197,-39.9757649197,-39.9757649197,39.9757649197,-39.9757649197,39.9757649197,39.9757649197,39.9757649197,-39.9757649197,-39.9757649197,-39.9757649197,39.9757649197,39.9757649197,-39.9757649197,39.9757649197,39.9757649197,39.9757649197,39.9757649197,-39.9757649197,39.9757649197
SMI,SWU6,8281.0,85.8,0.0108642578125,1.0,-1.0,-1.0,-1.0,1.0,-11.0,2016-08-03,879.8195242,3.0,1.0,84915.9146842,8281.0,1.0,index,1.0,-11.0,-1.0,1.0,-10.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,2767.64516854,2767.64516854,-2767.64516854,2767.64516854,2767.64516854,-2767.64516854,2767.64516854,-2767.64516854,-2767.64516854,-2767.64516854,2767.64516854,2767.64516854,2767.64516854,-2767.64516854,-2767.64516854,2767.64516854,-2767.64516854,-2767.64516854,-2767.64516854,-2767.64516854,2767.64516854,-2767.64516854
SSG,SSQ6,315.6,3.8421745335,0.000792769938164,1.0,-1.0,-1.0,-1.0,-1.0,-5.0,2016-08-03,573.458885597,4.0,1.0,47104.4776119,315.6,1.0,index,-1.0,-5.0,-1.0,-1.0,-4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,149.372055215,149.372055215,-149.372055215,149.372055215,149.372055215,-149.372055215,-149.372055215,-149.372055215,-149.372055215,-149.372055215,149.372055215,149.372055215,-149.372055215,149.372055215,149.372055215,-149.372055215,-149.372055215,149.372055215,149.372055215,149.372055215,-149.372055215,149.372055215
STW,TWQ6,338.9,3.9620512825,-0.00732278851787,-1.0,1.0,-1.0,1.0,1.0,-20.0,2016-07-14,396.20512825,6.0,2.0,33890.0,338.9,1.0,index,1.0,-20.0,1.0,1.0,-19.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1489.01581722,1489.01581722,-1489.01581722,1489.01581722,-1489.01581722,1489.01581722,-1489.01581722,-1489.01581722,1489.01581722,-1489.01581722,1489.01581722,1489.01581722,-1489.01581722,1489.01581722,1489.01581722,-1489.01581722,-1489.01581722,1489.01581722,1489.01581722,1489.01581722,-1489.01581722,1489.01581722
SXE,EXU6,3044.0,40.75,0.00861497680583,1.0,1.0,-1.0,1.0,-1.0,-7.0,2016-08-02,453.91425,5.0,2.0,33907.116,3044.0,1.0,index,-1.0,-7.0,-1.0,-1.0,-6.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,-1,1460.54508946,1460.54508946,-1460.54508946,1460.54508946,1460.54508946,-1460.54508946,-1460.54508946,1460.54508946,-1460.54508946,1460.54508946,-1460.54508946,-1460.54508946,-1460.54508946,1460.54508946,1460.54508946,-1460.54508946,1460.54508946,1460.54508946,1460.54508946,1460.54508946,-1460.54508946,1460.54508946
TF,@TFSU6,1227.3,12.52,0.00491279783837,1.0,1.0,-1.0,1.0,1.0,-26.0,2016-07-06,1252.0,2.0,1.0,122730.0,1227.3,1.0,index,1.0,-26.0,-1.0,1.0,-25.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1205.89535741,1205.89535741,-1205.89535741,1205.89535741,1205.89535741,-1205.89535741,1205.89535741,1205.89535741,-1205.89535741,1205.89535741,-1205.89535741,-1205.89535741,1205.89535741,-1205.89535741,-1205.89535741,1205.89535741,-1205.89535741,-1205.89535741,1205.89535741,-1205.89535741,-1205.89535741,-1205.89535741
TU,@TUU6,109.328125,0.090234375,-0.001142041399,-1.0,-1.0,-1.0,-1.0,1.0,-5.0,2016-08-04,180.46875,12.0,3.0,218656.25,109.328125,-1.0,rates,1.0,-5.0,1.0,1.0,-4.0,1.0,1.0,12.0,1.0,1.0,12.0,-1.0,2.0,12.0,-1.0,2.0,12.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-2996.5738758,2996.5738758,-2996.5738758,2996.5738758,2996.5738758,-2996.5738758,-2996.5738758,2996.5738758,2996.5738758,2996.5738758,-2996.5738758,-2996.5738758,-2996.5738758,2996.5738758,2996.5738758,-2996.5738758,2996.5738758,2996.5738758,2996.5738758,2996.5738758,-2996.5738758,2996.5738758
TY,@TYU6,132.046875,0.5609375,-0.00517951736315,-1.0,1.0,-1.0,1.0,1.0,-1.0,2016-07-29,560.9375,4.0,1.0,132046.875,132.046875,-1.0,rates,1.0,-1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,1,-2735.75632725,2735.75632725,-2735.75632725,2735.75632725,2735.75632725,-2735.75632725,-2735.75632725,-2735.75632725,2735.75632725,-2735.75632725,2735.75632725,2735.75632725,-2735.75632725,2735.75632725,-2735.75632725,2735.75632725,-2735.75632725,2735.75632725,2735.75632725,2735.75632725,2735.75632725,2735.75632725
US,@USU6,171.78125,1.6328125,-0.00972797694109,-1.0,-1.0,-1.0,-1.0,1.0,4.0,2016-08-05,1632.8125,2.0,1.0,171781.25,171.78125,-1.0,rates,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,1,-1,-1,1.0,-1,-1,-1,-1,-1,1,-1,1,-3342.16807782,3342.16807782,-3342.16807782,3342.16807782,3342.16807782,-3342.16807782,-3342.16807782,3342.16807782,3342.16807782,3342.16807782,-3342.16807782,-3342.16807782,-3342.16807782,3342.16807782,-3342.16807782,3342.16807782,3342.16807782,3342.16807782,3342.16807782,3342.16807782,-3342.16807782,3342.16807782
VX,@VXU6,15.075,0.842725743,-0.0194174756334,-1.0,-1.0,1.0,-1.0,1.0,-14.0,2016-07-22,842.725743,3.0,1.0,15075.0,15.075,-1.0,index,1.0,-14.0,1.0,1.0,-13.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-878.155335522,878.155335522,-878.155335522,878.155335522,878.155335522,-878.155335522,-878.155335522,878.155335522,-878.155335522,878.155335522,-878.155335522,-878.155335522,-878.155335522,878.155335522,878.155335522,-878.155335522,878.155335522,878.155335522,878.155335522,878.155335522,-878.155335522,878.155335522
