2016-08-25 00:00:00,Contract,LastClose,ATR20,PC2016-08-25 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-25 00:00:00,RiskOn,group,SEA2016-08-25 00:00:00,SRUN2016-08-25 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-24 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-24 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-24 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-24 00:00:00,RiskOff,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9
KC,@KCZ6,144.45,3.3252010975,0.00943396226415,1.0,-1.0,-1.0,1.0,1.0,-30.0,2016-07-14,1246.95041156,2.0,1.0,1.0,54168.75,144.45,1.0,soft,1.0,-30.0,-1.0,1.0,-29.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,-1,-1,1,-1,1,-1.0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1022.05188679,1022.05188679,-1022.05188679,1022.05188679,1022.05188679,-1022.05188679,-1022.05188679,-1022.05188679,-1022.05188679,1022.05188679,-1022.05188679,1022.05188679,1022.05188679,-1022.05188679,-1022.05188679,1022.05188679,-1022.05188679,-1022.05188679,-1022.05188679,-1022.05188679,-1022.05188679,-1022.05188679,-1022.05188679,1022.05188679,-1022.05188679
KW,@KWZ6,432.25,8.7384264805,-0.00403225806452,-1.0,1.0,-1.0,1.0,1.0,-19.0,2016-07-29,436.921324025,5.0,1.0,1.0,21612.5,432.25,1.0,grain,1.0,-19.0,1.0,1.0,-18.0,-1.0,1.0,5.0,-1.0,2.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-435.735887097,435.735887097,-435.735887097,435.735887097,-435.735887097,435.735887097,435.735887097,-435.735887097,435.735887097,-435.735887097,435.735887097,435.735887097,-435.735887097,435.735887097,435.735887097,-435.735887097,-435.735887097,435.735887097,435.735887097,435.735887097,-435.735887097,435.735887097,435.735887097,435.735887097,435.735887097
LB,@LBX6,335.4,6.0040359725,-0.00627155846912,-1.0,1.0,1.0,1.0,1.0,-21.0,2016-07-27,660.443956975,4.0,1.0,1.0,36894.0,335.4,1.0,soft,1.0,-21.0,-1.0,1.0,-20.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,-1,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,1,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
LC,@LEV6,108.525,1.61,-0.0034435261708,-1.0,1.0,1.0,-1.0,-1.0,14.0,2016-08-05,644.0,4.0,1.0,1.0,43410.0,108.525,1.0,meat,-1.0,14.0,-1.0,-1.0,13.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,-1,1,-1,1,1,-1.0,1,-1,1,1,1,1,1,1,1,1,-597.933884298,597.933884298,597.933884298,-597.933884298,-597.933884298,597.933884298,-597.933884298,-597.933884298,-597.933884298,597.933884298,-597.933884298,597.933884298,597.933884298,-597.933884298,597.933884298,-597.933884298,597.933884298,-597.933884298,-597.933884298,-597.933884298,-597.933884298,-597.933884298,-597.933884298,-597.933884298,-597.933884298
LCO,EBZ6,50.3,1.4775,0.0114618942288,1.0,-1.0,-1.0,-1.0,-1.0,-17.0,2016-08-02,1477.5,2.0,1.0,1.0,50300.0,50.3,1.0,energy,-1.0,-17.0,-1.0,1.0,-16.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,0,1153.06655942,1153.06655942,-1153.06655942,1153.06655942,1153.06655942,-1153.06655942,-1153.06655942,-1153.06655942,-1153.06655942,-1153.06655942,1153.06655942,1153.06655942,1153.06655942,-1153.06655942,-1153.06655942,1153.06655942,-1153.06655942,-1153.06655942,-1153.06655942,-1153.06655942,1153.06655942,-1153.06655942,-1153.06655942,1153.06655942,0.0
LGO,GASZ6,446.5,13.604303278,0.0113250283126,1.0,1.0,-1.0,1.0,-1.0,18.0,2016-08-01,1360.4303278,2.0,1.0,1.0,44650.0,446.5,1.0,energy,-1.0,18.0,-1.0,1.0,17.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1,-1,1011.32502831,1011.32502831,-1011.32502831,1011.32502831,1011.32502831,-1011.32502831,-1011.32502831,1011.32502831,-1011.32502831,1011.32502831,-1011.32502831,-1011.32502831,1011.32502831,-1011.32502831,1011.32502831,-1011.32502831,-1011.32502831,1011.32502831,1011.32502831,1011.32502831,-1011.32502831,-1011.32502831,-1011.32502831,1011.32502831,-1011.32502831
LH,@HEV6,58.7,1.88375,-0.0269374222959,-1.0,1.0,1.0,1.0,1.0,8.0,2016-08-15,753.5,3.0,1.0,1.0,23480.0,58.7,1.0,meat,1.0,8.0,-1.0,-1.0,-11.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,1,1.0,-1,1,1,1,1,-1,1,1,1,0,-1897.47202652,1897.47202652,1897.47202652,-1897.47202652,-1897.47202652,1897.47202652,-1897.47202652,-1897.47202652,-1897.47202652,-1897.47202652,1897.47202652,1897.47202652,1897.47202652,-1897.47202652,-1897.47202652,1897.47202652,-1897.47202652,-1897.47202652,-1897.47202652,-1897.47202652,1897.47202652,-1897.47202652,-1897.47202652,-1897.47202652,-0.0
LRC,LRCX6,1797.0,24.483656589,-0.00718232044199,-1.0,-1.0,-1.0,-1.0,1.0,-19.0,2016-07-29,244.83656589,9.0,2.0,2.0,17970.0,1797.0,1.0,soft,1.0,-19.0,-1.0,1.0,-18.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,-1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,0,-1161.59668508,1161.59668508,1161.59668508,-1161.59668508,-1161.59668508,1161.59668508,1161.59668508,1161.59668508,1161.59668508,1161.59668508,-1161.59668508,-1161.59668508,-1161.59668508,1161.59668508,1161.59668508,-1161.59668508,1161.59668508,1161.59668508,1161.59668508,1161.59668508,-1161.59668508,1161.59668508,1161.59668508,-1161.59668508,-0.0
LSU,QWV6,538.7,12.57,0.0166069069636,1.0,-1.0,1.0,-1.0,-1.0,-20.0,2016-07-28,628.5,4.0,1.0,1.0,26935.0,538.7,1.0,soft,-1.0,-20.0,-1.0,-1.0,-19.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,1,1,1,1789.22815626,1789.22815626,-1789.22815626,1789.22815626,1789.22815626,-1789.22815626,1789.22815626,-1789.22815626,1789.22815626,-1789.22815626,1789.22815626,1789.22815626,-1789.22815626,1789.22815626,1789.22815626,-1789.22815626,-1789.22815626,1789.22815626,1789.22815626,1789.22815626,-1789.22815626,1789.22815626,1789.22815626,1789.22815626,1789.22815626
MEM,@MMEU6,901.0,10.92,0.000222024866785,1.0,1.0,-1.0,1.0,1.0,-28.0,2016-07-18,546.0,4.0,1.0,1.0,45050.0,901.0,1.0,index,1.0,-28.0,1.0,1.0,-27.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,40.0088809947,40.0088809947,40.0088809947,-40.0088809947,40.0088809947,-40.0088809947,-40.0088809947,40.0088809947,-40.0088809947,40.0088809947,-40.0088809947,-40.0088809947,40.0088809947,-40.0088809947,-40.0088809947,40.0088809947,40.0088809947,-40.0088809947,-40.0088809947,-40.0088809947,40.0088809947,-40.0088809947,-40.0088809947,-40.0088809947,-40.0088809947
MFX,IBU6,8597.6,128.772616,-0.00533336418432,-1.0,-1.0,-1.0,-1.0,1.0,16.0,2016-08-03,1452.42633586,2.0,1.0,1.0,96972.3304,8597.6,1.0,index,1.0,16.0,1.0,1.0,15.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,1,1,-1,-1,1.0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1034.37750765,1034.37750765,-1034.37750765,1034.37750765,-1034.37750765,1034.37750765,1034.37750765,1034.37750765,1034.37750765,1034.37750765,-1034.37750765,-1034.37750765,-1034.37750765,1034.37750765,-1034.37750765,1034.37750765,1034.37750765,1034.37750765,1034.37750765,1034.37750765,-1034.37750765,1034.37750765,1034.37750765,1034.37750765,-0.0
MP,@PXU6,0.05427,0.000619,0.00518614558252,1.0,-1.0,-1.0,-1.0,-1.0,-17.0,2016-08-02,309.5,7.0,1.0,1.0,27135.0,0.05427,1.0,currency,-1.0,-17.0,-1.0,-1.0,-16.0,1.0,1.0,7.0,1.0,2.0,7.0,-1.0,2.0,7.0,-1.0,2.0,7.0,-1.0,-1,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,1,1,985.082422671,985.082422671,-985.082422671,985.082422671,985.082422671,-985.082422671,985.082422671,-985.082422671,-985.082422671,-985.082422671,985.082422671,985.082422671,-985.082422671,985.082422671,985.082422671,-985.082422671,-985.082422671,985.082422671,985.082422671,985.082422671,-985.082422671,985.082422671,-985.082422671,985.082422671,985.082422671
MW,@MWZ6,504.5,7.7398592915,-0.00835380835381,-1.0,-1.0,1.0,-1.0,1.0,-4.0,2016-08-19,386.992964575,6.0,1.0,1.0,25225.0,504.5,1.0,grain,1.0,-4.0,-1.0,1.0,35.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,6.0,-1.0,2.0,6.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,0,-1264.34889435,1264.34889435,1264.34889435,-1264.34889435,-1264.34889435,1264.34889435,-1264.34889435,1264.34889435,-1264.34889435,1264.34889435,-1264.34889435,-1264.34889435,-1264.34889435,1264.34889435,-1264.34889435,1264.34889435,1264.34889435,-1264.34889435,1264.34889435,1264.34889435,1264.34889435,-1264.34889435,-1264.34889435,-1264.34889435,-0.0
NE,@NEU6,0.7295,0.007585,-0.00082180523216,-1.0,1.0,-1.0,1.0,1.0,-25.0,2016-07-21,758.5,3.0,1.0,1.0,72950.0,0.7295,1.0,currency,1.0,-25.0,1.0,1.0,-24.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-179.852075058,179.852075058,-179.852075058,179.852075058,-179.852075058,179.852075058,179.852075058,-179.852075058,179.852075058,-179.852075058,179.852075058,179.852075058,-179.852075058,179.852075058,179.852075058,-179.852075058,-179.852075058,179.852075058,179.852075058,179.852075058,-179.852075058,179.852075058,179.852075058,179.852075058,179.852075058
NG,QNGV6,2.885,0.0877658935,0.0176366843034,1.0,1.0,-1.0,1.0,-1.0,-10.0,2016-08-11,877.658935,3.0,1.0,1.0,28850.0,2.885,1.0,energy,-1.0,-10.0,1.0,-1.0,-9.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-1,0,1526.45502646,1526.45502646,1526.45502646,-1526.45502646,1526.45502646,-1526.45502646,-1526.45502646,1526.45502646,-1526.45502646,1526.45502646,-1526.45502646,-1526.45502646,-1526.45502646,1526.45502646,1526.45502646,-1526.45502646,1526.45502646,-1526.45502646,1526.45502646,1526.45502646,-1526.45502646,-1526.45502646,-1526.45502646,-1526.45502646,0.0
NIY,@NKDU6,16505.0,239.25,-0.00211608222491,-1.0,1.0,1.0,-1.0,1.0,-27.0,2016-07-19,1189.35175979,2.0,1.0,1.0,82049.1151322,16505.0,1.0,index,1.0,-27.0,1.0,1.0,-26.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,-1,1,-1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,0,-347.245348202,347.245348202,-347.245348202,347.245348202,-347.245348202,347.245348202,347.245348202,-347.245348202,-347.245348202,347.245348202,-347.245348202,347.245348202,-347.245348202,347.245348202,347.245348202,-347.245348202,347.245348202,347.245348202,347.245348202,347.245348202,-347.245348202,347.245348202,347.245348202,-347.245348202,-0.0
NQ,@NQU6,4782.25,33.7,-0.000835727343954,-1.0,-1.0,-1.0,-1.0,1.0,11.0,2016-08-10,674.0,3.0,1.0,1.0,95645.0,4782.25,1.0,index,1.0,11.0,-1.0,1.0,10.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,1,0,-239.799425437,239.799425437,239.799425437,-239.799425437,-239.799425437,239.799425437,239.799425437,239.799425437,239.799425437,239.799425437,-239.799425437,-239.799425437,-239.799425437,239.799425437,-239.799425437,239.799425437,239.799425437,-239.799425437,239.799425437,239.799425437,239.799425437,239.799425437,239.799425437,-239.799425437,-0.0
O,@OZ6,189.0,4.3625,0.0230040595399,1.0,-1.0,-1.0,1.0,1.0,-14.0,2016-08-05,218.125,10.0,2.0,2.0,9450.0,189.0,1.0,grain,1.0,-14.0,-1.0,1.0,-13.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,1.0,10.0,1.0,-1,-1,1,-1,1,-1.0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,2173.88362652,2173.88362652,-2173.88362652,2173.88362652,2173.88362652,-2173.88362652,-2173.88362652,-2173.88362652,-2173.88362652,2173.88362652,-2173.88362652,2173.88362652,2173.88362652,-2173.88362652,-2173.88362652,2173.88362652,-2173.88362652,-2173.88362652,-2173.88362652,-2173.88362652,-2173.88362652,-2173.88362652,-2173.88362652,2173.88362652,-2173.88362652
OJ,@OJX6,185.25,6.3755262025,-0.01305274374,-1.0,1.0,-1.0,1.0,-1.0,12.0,2016-08-09,956.328930375,3.0,1.0,1.0,27787.5,185.25,1.0,soft,-1.0,12.0,1.0,-1.0,11.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,-1,-1.0,1,1,-1,1,1,1,-1,-1,-1,0,-1088.10935003,1088.10935003,-1088.10935003,1088.10935003,-1088.10935003,1088.10935003,1088.10935003,-1088.10935003,1088.10935003,-1088.10935003,1088.10935003,1088.10935003,1088.10935003,-1088.10935003,1088.10935003,-1088.10935003,-1088.10935003,1088.10935003,-1088.10935003,-1088.10935003,-1088.10935003,1088.10935003,1088.10935003,1088.10935003,-0.0
PA,QPAZ6,687.4,18.4628204385,0.00366300365701,1.0,-1.0,1.0,-1.0,-1.0,-18.0,2016-08-01,1846.28204385,2.0,1.0,1.0,68740.0,687.4,1.0,metal,-1.0,-18.0,-1.0,-1.0,-17.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,1,1,1,503.589742766,503.589742766,-503.589742766,503.589742766,503.589742766,-503.589742766,503.589742766,-503.589742766,503.589742766,-503.589742766,503.589742766,503.589742766,-503.589742766,503.589742766,503.589742766,-503.589742766,-503.589742766,503.589742766,503.589742766,503.589742766,-503.589742766,503.589742766,503.589742766,503.589742766,503.589742766
PL,QPLV6,1077.0,22.475,-0.00480502679726,-1.0,-1.0,1.0,-1.0,-1.0,11.0,2016-08-10,1123.75,2.0,1.0,1.0,53850.0,1077.0,-1.0,metal,-1.0,11.0,-1.0,-1.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1,1,-517.501386065,517.501386065,517.501386065,-517.501386065,517.501386065,-517.501386065,-517.501386065,517.501386065,-517.501386065,517.501386065,-517.501386065,-517.501386065,517.501386065,-517.501386065,517.501386065,-517.501386065,517.501386065,-517.501386065,-517.501386065,-517.501386065,-517.501386065,-517.501386065,-517.501386065,-517.501386065,-517.501386065
RB,QRBV6,1.4237,0.0444735855,0.00636177281402,1.0,1.0,-1.0,1.0,1.0,20.0,2016-07-28,1867.890591,2.0,1.0,1.0,59795.4,1.4237,1.0,energy,1.0,20.0,-1.0,1.0,19.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1,-1,760.809500247,760.809500247,-760.809500247,760.809500247,760.809500247,-760.809500247,-760.809500247,760.809500247,-760.809500247,760.809500247,-760.809500247,-760.809500247,760.809500247,-760.809500247,760.809500247,-760.809500247,-760.809500247,760.809500247,760.809500247,760.809500247,-760.809500247,-760.809500247,-760.809500247,760.809500247,-760.809500247
RR,@RRX6,9.9,0.286696002,-0.0183440753594,-1.0,1.0,1.0,1.0,1.0,-3.0,2016-08-08,573.392004,4.0,1.0,1.0,19800.0,9.9,1.0,grain,1.0,-3.0,-1.0,1.0,12.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,1,1,1,-1,-1452.85076847,1452.85076847,1452.85076847,-1452.85076847,-1452.85076847,1452.85076847,-1452.85076847,-1452.85076847,-1452.85076847,-1452.85076847,1452.85076847,1452.85076847,-1452.85076847,1452.85076847,-1452.85076847,1452.85076847,1452.85076847,-1452.85076847,-1452.85076847,-1452.85076847,1452.85076847,-1452.85076847,-1452.85076847,-1452.85076847,1452.85076847
RS,@RSX6,459.6,7.13,-0.0196245733788,-1.0,1.0,-1.0,1.0,-1.0,20.0,2016-07-27,110.345894916,19.0,3.0,3.0,7112.89948154,459.6,1.0,grain,-1.0,20.0,-1.0,-1.0,19.0,1.0,1.0,19.0,1.0,1.0,19.0,-1.0,2.0,19.0,1.0,2.0,19.0,1.0,-1,-1,-1,1,1,-1.0,1,1,-1,1,1,-1,1,-1,1,0,-2652.16473843,2652.16473843,2652.16473843,-2652.16473843,-2652.16473843,2652.16473843,-2652.16473843,-2652.16473843,2652.16473843,-2652.16473843,2652.16473843,2652.16473843,2652.16473843,-2652.16473843,2652.16473843,-2652.16473843,-2652.16473843,2652.16473843,-2652.16473843,-2652.16473843,2652.16473843,-2652.16473843,2652.16473843,-2652.16473843,-0.0
S,@SX6,975.5,20.6875,-0.0295946282019,-1.0,1.0,1.0,1.0,1.0,14.0,2016-08-05,1034.375,2.0,1.0,1.0,48775.0,975.5,1.0,grain,1.0,14.0,-1.0,1.0,13.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,1,1,1,-1,-2886.9559811,2886.9559811,2886.9559811,-2886.9559811,-2886.9559811,2886.9559811,-2886.9559811,-2886.9559811,-2886.9559811,-2886.9559811,2886.9559811,2886.9559811,-2886.9559811,2886.9559811,-2886.9559811,2886.9559811,2886.9559811,-2886.9559811,-2886.9559811,-2886.9559811,2886.9559811,-2886.9559811,-2886.9559811,-2886.9559811,2886.9559811
SB,@SBV6,20.55,0.5915,0.0163204747774,1.0,-1.0,1.0,-1.0,1.0,-20.0,2016-07-28,662.48,4.0,1.0,1.0,23016.0,20.55,1.0,soft,1.0,-20.0,-1.0,1.0,-19.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,0,1502.52818991,1502.52818991,-1502.52818991,1502.52818991,1502.52818991,-1502.52818991,1502.52818991,-1502.52818991,1502.52818991,-1502.52818991,1502.52818991,1502.52818991,1502.52818991,-1502.52818991,-1502.52818991,1502.52818991,-1502.52818991,1502.52818991,-1502.52818991,-1502.52818991,1502.52818991,1502.52818991,1502.52818991,1502.52818991,0.0
SF,@SFU6,1.0343,0.00649,-0.000869397217929,-1.0,-1.0,1.0,-1.0,1.0,22.0,2016-07-26,811.25,3.0,1.0,1.0,129287.5,1.0343,1.0,currency,1.0,22.0,-1.0,1.0,21.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,0,-337.206578439,337.206578439,337.206578439,-337.206578439,-337.206578439,337.206578439,-337.206578439,337.206578439,-337.206578439,337.206578439,-337.206578439,-337.206578439,-337.206578439,337.206578439,-337.206578439,337.206578439,337.206578439,-337.206578439,337.206578439,337.206578439,337.206578439,-337.206578439,-337.206578439,-337.206578439,-0.0
SI,QSIZ6,1861.5,42.7442315835,-0.00390625,-1.0,-1.0,-1.0,-1.0,1.0,42.0,2016-08-02,2137.21157917,1.0,1.0,1.0,93075.0,1861.5,-1.0,metal,1.0,42.0,-1.0,1.0,41.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,1,-1,0,-363.57421875,363.57421875,363.57421875,-363.57421875,363.57421875,-363.57421875,363.57421875,363.57421875,363.57421875,363.57421875,-363.57421875,-363.57421875,-363.57421875,363.57421875,-363.57421875,363.57421875,363.57421875,-363.57421875,363.57421875,363.57421875,363.57421875,363.57421875,-363.57421875,363.57421875,-0.0
SIN,INU6,8641.5,91.468588513,-0.00727902946267,-1.0,1.0,-1.0,1.0,1.0,13.0,2016-08-08,182.937177026,11.0,2.0,2.0,17283.0,8641.5,1.0,index,1.0,13.0,1.0,1.0,-24.0,-1.0,1.0,11.0,-1.0,1.0,11.0,-1.0,1.0,11.0,1.0,1.0,11.0,1.0,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1383.83812824,1383.83812824,-1383.83812824,1383.83812824,-1383.83812824,1383.83812824,1383.83812824,-1383.83812824,1383.83812824,-1383.83812824,1383.83812824,1383.83812824,-1383.83812824,1383.83812824,1383.83812824,-1383.83812824,-1383.83812824,1383.83812824,1383.83812824,1383.83812824,-1383.83812824,1383.83812824,1383.83812824,1383.83812824,1383.83812824
SJB,BBU6,151.55,0.3935,0.000924641701341,1.0,-1.0,1.0,-1.0,1.0,-21.0,2016-07-27,391.230861006,6.0,1.0,1.0,150676.078743,151.55,-1.0,rates,1.0,-21.0,-1.0,1.0,-20.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,0,835.928314803,835.928314803,-835.928314803,835.928314803,-835.928314803,835.928314803,835.928314803,-835.928314803,835.928314803,-835.928314803,835.928314803,835.928314803,835.928314803,-835.928314803,-835.928314803,835.928314803,-835.928314803,835.928314803,-835.928314803,-835.928314803,835.928314803,835.928314803,835.928314803,835.928314803,0.0
SM,@SMZ6,318.8,8.06,-0.024778219639,-1.0,1.0,-1.0,1.0,1.0,-13.0,2016-08-08,806.0,3.0,1.0,1.0,31880.0,318.8,1.0,grain,1.0,-13.0,-1.0,1.0,-12.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1,-1,-2369.78892628,2369.78892628,2369.78892628,-2369.78892628,-2369.78892628,2369.78892628,2369.78892628,-2369.78892628,2369.78892628,-2369.78892628,2369.78892628,2369.78892628,-2369.78892628,2369.78892628,2369.78892628,-2369.78892628,2369.78892628,2369.78892628,-2369.78892628,2369.78892628,2369.78892628,2369.78892628,2369.78892628,-2369.78892628,2369.78892628
SMI,SWU6,8136.0,79.65,-0.00537897310513,-1.0,1.0,1.0,-1.0,1.0,-7.0,2016-08-16,822.745584134,3.0,1.0,1.0,84040.9048652,8136.0,1.0,index,1.0,-7.0,-1.0,1.0,-6.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,-1,1,-1,-1,1,-1.0,1,-1,1,1,1,1,1,1,1,0,-1356.161301,1356.161301,1356.161301,-1356.161301,-1356.161301,1356.161301,-1356.161301,-1356.161301,-1356.161301,1356.161301,-1356.161301,1356.161301,-1356.161301,1356.161301,1356.161301,-1356.161301,1356.161301,-1356.161301,-1356.161301,-1356.161301,-1356.161301,-1356.161301,-1356.161301,-1356.161301,-0.0
SSG,SSQ6,318.1,3.555,0.00473783954517,1.0,1.0,1.0,1.0,-1.0,-24.0,2016-07-21,530.597014925,4.0,1.0,1.0,47477.6119403,318.1,1.0,index,-1.0,-24.0,1.0,-1.0,-23.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,1,-1,1.0,-1,1,1,1,1,-1,1,-1,1,0,899.765229443,899.765229443,899.765229443,-899.765229443,899.765229443,-899.765229443,899.765229443,899.765229443,899.765229443,899.765229443,-899.765229443,-899.765229443,-899.765229443,899.765229443,899.765229443,-899.765229443,899.765229443,899.765229443,899.765229443,899.765229443,-899.765229443,899.765229443,-899.765229443,899.765229443,0.0
STW,TWQ6,340.6,3.975,0.0136904761905,1.0,1.0,-1.0,1.0,1.0,10.0,2016-08-11,397.5,6.0,1.0,1.0,34060.0,340.6,1.0,index,1.0,10.0,-1.0,1.0,-29.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1.0,6.0,1.0,1.0,6.0,1.0,-1,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1,-1,2797.78571429,2797.78571429,-2797.78571429,2797.78571429,2797.78571429,-2797.78571429,-2797.78571429,2797.78571429,-2797.78571429,2797.78571429,-2797.78571429,-2797.78571429,2797.78571429,-2797.78571429,-2797.78571429,2797.78571429,-2797.78571429,-2797.78571429,2797.78571429,-2797.78571429,-2797.78571429,-2797.78571429,-2797.78571429,2797.78571429,-2797.78571429
