2016-10-13 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-13 00:00:00,Close2016-10-13 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-13 00:00:00,LastSRUN,SRUN2016-10-13 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-12 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-12 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-12 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-12 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FV,@FVZ6,120.9375,0.2484375,0.00194174757282,1.0,1.0,1.0,1.0,-1.0,6.0,2016-10-04,248.4375,9.0,2.0,2.0,120937.5,0.00194174757282,120.9375,rates,-1.0,-1.0,2016-10-04,-1.0,-1.0,7.0,7.0,-1.0,-1.0,1.0,9.0,-1.0,1.0,9.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,0,1,1,-1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1.0,1.0,0.0,0.0,-1.0,-1,1,0,1.0,1,2113.47087379,2113.47087379,-2113.47087379,2113.47087379,-2113.47087379,2113.47087379,-2113.47087379,2113.47087379,-2113.47087379,2113.47087379,2113.47087379,2113.47087379,-2113.47087379,-2113.47087379,-2113.47087379,2113.47087379,-2113.47087379,2113.47087379,-2113.47087379,2113.47087379,2113.47087379,0.0,2113.47087379,2113.47087379,-2113.47087379,-2113.47087379,2113.47087379,2113.47087379,0.0,0.0,-2113.47087379,-2113.47087379,2113.47087379
GC,QGCZ6,1257.6,14.73,0.00303078640932,1.0,1.0,1.0,-1.0,-1.0,-14.0,2016-09-22,1473.0,2.0,1.0,1.0,125760.0,0.00303078640932,1257.6,metal,-1.0,-1.0,2016-09-22,-1.0,-1.0,-15.0,-15.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,0,1,1,1,-1,1,1,1.0,-1,-1,1,1,-1,-1,1.0,1.0,0.0,0.0,-1.0,-1,1,0,1.0,1,762.303397671,762.303397671,-762.303397671,762.303397671,-762.303397671,762.303397671,-762.303397671,762.303397671,762.303397671,762.303397671,762.303397671,-762.303397671,762.303397671,-762.303397671,-762.303397671,762.303397671,762.303397671,-762.303397671,-762.303397671,762.303397671,762.303397671,0.0,762.303397671,762.303397671,-762.303397671,-762.303397671,762.303397671,762.303397671,0.0,0.0,-762.303397671,-762.303397671,762.303397671
HCM,HHIV6,9472.0,186.59275837,-0.0192586456823,-1.0,-1.0,-1.0,1.0,1.0,-14.0,2016-09-21,1202.70689405,2.0,1.0,1.0,61052.9572526,-0.0192586456823,9472.0,index,1.0,-1.0,2016-10-06,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,0,-1,1,-1,1,-1,1,-1.0,1,-1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,0.0,0,-2351.59454317,2351.59454317,2351.59454317,-2351.59454317,-2351.59454317,2351.59454317,2351.59454317,-2351.59454317,2351.59454317,2351.59454317,2351.59454317,-2351.59454317,2351.59454317,-2351.59454317,-2351.59454317,2351.59454317,2351.59454317,-2351.59454317,2351.59454317,-2351.59454317,-2351.59454317,-2351.59454317,-0.0,-0.0,-2351.59454317,-2351.59454317,2351.59454317,-0.0,-2351.59454317,-0.0,2351.59454317,2351.59454317,2351.59454317
HG,QHGZ6,212.2,3.055,-0.0250402021594,-1.0,1.0,1.0,-1.0,1.0,-25.0,2016-09-07,763.75,3.0,1.0,1.0,53050.0,-0.0250402021594,212.2,metal,1.0,-1.0,2016-09-30,1.0,1.0,9.0,9.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,0,-1,1,1,-1,-1,1,-1.0,1,1,1,-1,-1,1,0.0,1.0,0.0,1.0,-1.0,-1,-1,1,1.0,0,-3985.14817367,3985.14817367,3985.14817367,-3985.14817367,-3985.14817367,3985.14817367,3985.14817367,-3985.14817367,-3985.14817367,-3985.14817367,-3985.14817367,3985.14817367,-3985.14817367,3985.14817367,-3985.14817367,3985.14817367,3985.14817367,-3985.14817367,-3985.14817367,-3985.14817367,3985.14817367,-3985.14817367,-3985.14817367,-0.0,3985.14817367,-3985.14817367,-0.0,-3985.14817367,-0.0,-3985.14817367,3985.14817367,3985.14817367,3985.14817367
HIC,HSIV6,22941.0,346.283624276,-0.0202852750256,-1.0,-1.0,-1.0,-1.0,1.0,-8.0,2016-09-29,2232.01428529,1.0,1.0,1.0,147869.076471,-0.0202852750256,22941.0,index,1.0,-1.0,2016-09-29,1.0,1.0,-9.0,-9.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,1.0,-1.0,-1,-1,1,1.0,1,-2999.564884,2999.564884,2999.564884,-2999.564884,-2999.564884,2999.564884,2999.564884,-2999.564884,-2999.564884,2999.564884,2999.564884,2999.564884,-2999.564884,-2999.564884,-2999.564884,2999.564884,2999.564884,-2999.564884,-2999.564884,-2999.564884,-2999.564884,-2999.564884,-2999.564884,-2999.564884,-2999.564884,-2999.564884,2999.564884,-0.0,-2999.564884,-2999.564884,2999.564884,2999.564884,2999.564884
HO,QHOX6,1.5796,0.04337,0.00816951748787,1.0,1.0,-1.0,1.0,-1.0,-20.0,2016-09-14,1821.54,2.0,1.0,1.0,66343.2,0.00816951748787,1.5796,energy,1.0,1.0,2016-09-14,-1.0,-1.0,-21.0,-21.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,-1,0,0.0,-1,1083.9838652,1083.9838652,-1083.9838652,1083.9838652,1083.9838652,-1083.9838652,1083.9838652,-1083.9838652,-1083.9838652,1083.9838652,-1083.9838652,1083.9838652,-1083.9838652,-1083.9838652,-1083.9838652,1083.9838652,1083.9838652,-1083.9838652,-1083.9838652,-1083.9838652,1083.9838652,0.0,0.0,-1083.9838652,1083.9838652,1083.9838652,1083.9838652,1083.9838652,1083.9838652,0.0,0.0,-1083.9838652,-1083.9838652
JY,@JYZ6,0.96735,0.0092825,0.00666007596649,1.0,-1.0,-1.0,-1.0,1.0,-6.0,2016-10-04,1160.3125,2.0,1.0,1.0,120918.75,0.00666007596649,0.96735,currency,-1.0,-1.0,2016-10-04,1.0,1.0,-7.0,-7.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,0,1,1,1,1,-1,1,-1.0,1,1,1,1,-1,1,-1.0,-1.0,0.0,1.0,-1.0,-1,1,1,1.0,1,1610.65612155,1610.65612155,-1610.65612155,1610.65612155,-1610.65612155,1610.65612155,-1610.65612155,1610.65612155,1610.65612155,-1610.65612155,-1610.65612155,-1610.65612155,1610.65612155,1610.65612155,1610.65612155,-1610.65612155,-1610.65612155,1610.65612155,1610.65612155,1610.65612155,1610.65612155,1610.65612155,1610.65612155,1610.65612155,-1610.65612155,1610.65612155,-1610.65612155,-1610.65612155,0.0,1610.65612155,-1610.65612155,-1610.65612155,1610.65612155
KC,@KCZ6,152.7,3.6725,0.00394477317554,1.0,-1.0,1.0,-1.0,-1.0,-8.0,2016-09-30,1377.1875,2.0,1.0,1.0,57262.5,0.00394477317554,152.7,soft,1.0,1.0,2016-09-30,-1.0,-1.0,-9.0,-9.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1.0,1.0,1.0,0.0,1.0,1,1,1,1.0,1,451.775147929,451.775147929,451.775147929,-451.775147929,451.775147929,-451.775147929,451.775147929,-451.775147929,451.775147929,-451.775147929,451.775147929,-451.775147929,451.775147929,451.775147929,-451.775147929,451.775147929,451.775147929,-451.775147929,451.775147929,-451.775147929,451.775147929,451.775147929,451.775147929,451.775147929,451.775147929,451.775147929,451.775147929,451.775147929,451.775147929,0.0,451.775147929,451.775147929,451.775147929
KW,@KWZ6,414.0,9.5,0.038895859473,1.0,-1.0,-1.0,-1.0,-1.0,-22.0,2016-09-12,475.0,5.0,1.0,1.0,20700.0,0.038895859473,414.0,grain,1.0,-1.0,2016-09-12,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,0,-1,1,1,1,1,1,1.0,-1,-1,-1,1,1,1,0.0,1.0,1.0,0.0,0.0,-1,1,0,-1.0,0,4025.72145546,4025.72145546,-4025.72145546,4025.72145546,4025.72145546,-4025.72145546,-4025.72145546,4025.72145546,4025.72145546,-4025.72145546,-4025.72145546,-4025.72145546,4025.72145546,4025.72145546,-4025.72145546,4025.72145546,4025.72145546,-4025.72145546,-4025.72145546,-4025.72145546,4025.72145546,0.0,-4025.72145546,0.0,4025.72145546,4025.72145546,0.0,4025.72145546,4025.72145546,0.0,0.0,-4025.72145546,4025.72145546
LB,@LBX6,328.0,6.9,-0.0197250448296,-1.0,1.0,1.0,1.0,1.0,11.0,2016-09-27,759.0,3.0,1.0,1.0,36080.0,-0.0197250448296,328.0,soft,1.0,1.0,2016-10-07,1.0,1.0,-4.0,-4.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,0.0,0.0,-1.0,-1.0,0.0,1,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
LC,@LEZ6,96.175,2.2,-0.0186224489796,-1.0,-1.0,1.0,-1.0,1.0,15.0,2016-09-21,880.0,3.0,1.0,1.0,38470.0,-0.0186224489796,96.175,meat,1.0,-1.0,2016-09-21,1.0,1.0,16.0,16.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,1,1.0,-1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1.0,1,-2149.21683673,2149.21683673,2149.21683673,-2149.21683673,-2149.21683673,2149.21683673,2149.21683673,-2149.21683673,-2149.21683673,2149.21683673,-2149.21683673,2149.21683673,-2149.21683673,-2149.21683673,-2149.21683673,2149.21683673,-2149.21683673,2149.21683673,-2149.21683673,-2149.21683673,-2149.21683673,-2149.21683673,-2149.21683673,-2149.21683673,-2149.21683673,-2149.21683673,-0.0,-2149.21683673,-2149.21683673,-0.0,2149.21683673,2149.21683673,2149.21683673
LCO,EBZ6,52.03,1.5095,0.00424628450106,1.0,-1.0,-1.0,-1.0,-1.0,-18.0,2016-09-16,1509.5,2.0,1.0,1.0,52030.0,0.00424628450106,52.03,energy,1.0,1.0,2016-09-16,-1.0,-1.0,-19.0,-19.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,0,0.0,0,441.86836518,441.86836518,-441.86836518,441.86836518,441.86836518,-441.86836518,441.86836518,-441.86836518,441.86836518,-441.86836518,-441.86836518,-441.86836518,441.86836518,441.86836518,-441.86836518,441.86836518,441.86836518,-441.86836518,-441.86836518,-441.86836518,441.86836518,0.0,0.0,0.0,441.86836518,441.86836518,441.86836518,441.86836518,441.86836518,441.86836518,441.86836518,441.86836518,441.86836518
LGO,GASZ6,467.0,13.9125,0.00376141859215,1.0,1.0,-1.0,1.0,-1.0,-11.0,2016-09-27,1391.25,2.0,1.0,1.0,46700.0,0.00376141859215,467.0,energy,1.0,1.0,2016-09-27,-1.0,-1.0,-12.0,-12.0,-1.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,1,1,1.0,-1,-1,-1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,-1,0,0.0,-1,351.316496507,351.316496507,-351.316496507,351.316496507,351.316496507,-351.316496507,351.316496507,-351.316496507,-351.316496507,351.316496507,-351.316496507,351.316496507,-351.316496507,-351.316496507,-351.316496507,351.316496507,351.316496507,-351.316496507,-351.316496507,-351.316496507,351.316496507,0.0,0.0,-351.316496507,351.316496507,351.316496507,351.316496507,351.316496507,351.316496507,0.0,0.0,-351.316496507,-351.316496507
LH,@HEZ6,44.175,1.7125,0.00283768444949,1.0,-1.0,-1.0,-1.0,-1.0,5.0,2016-10-05,685.0,3.0,1.0,1.0,17670.0,0.00283768444949,44.175,meat,1.0,1.0,2016-10-05,-1.0,-1.0,6.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,1,1,1.0,1,150.425652667,150.425652667,150.425652667,-150.425652667,150.425652667,-150.425652667,150.425652667,-150.425652667,150.425652667,-150.425652667,-150.425652667,-150.425652667,150.425652667,150.425652667,-150.425652667,150.425652667,-150.425652667,150.425652667,150.425652667,-150.425652667,150.425652667,150.425652667,150.425652667,150.425652667,150.425652667,150.425652667,0.0,0.0,150.425652667,150.425652667,150.425652667,150.425652667,150.425652667
LRC,LRCF7,2070.0,25.740427098,-0.000490677132249,-1.0,1.0,-1.0,1.0,1.0,4.0,2016-10-06,257.40427098,8.0,1.0,1.0,20700.0,-0.000490677132249,2070.0,soft,1.0,1.0,2016-10-06,1.0,1.0,5.0,5.0,1.0,-1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,2.0,8.0,1.0,2.0,8.0,1.0,0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,1,-1,-1,-1.0,-1,-81.2561331005,81.2561331005,-81.2561331005,81.2561331005,-81.2561331005,81.2561331005,-81.2561331005,81.2561331005,81.2561331005,-81.2561331005,81.2561331005,-81.2561331005,81.2561331005,81.2561331005,-81.2561331005,81.2561331005,-81.2561331005,81.2561331005,-81.2561331005,81.2561331005,81.2561331005,81.2561331005,81.2561331005,81.2561331005,81.2561331005,81.2561331005,81.2561331005,81.2561331005,81.2561331005,81.2561331005,-0.0,-81.2561331005,81.2561331005
LSU,QWZ6,592.7,12.94,-0.00218855218855,-1.0,-1.0,-1.0,1.0,1.0,16.0,2016-09-28,647.0,4.0,1.0,1.0,29635.0,-0.00218855218855,592.7,soft,1.0,1.0,2016-09-28,1.0,1.0,17.0,17.0,-1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,0,-1,-1,-1,1,-1,1,1.0,-1,-1,-1,1,1,1,0.0,0.0,1.0,0.0,0.0,1,-1,0,-1.0,-1,-259.430976431,259.430976431,259.430976431,-259.430976431,-259.430976431,259.430976431,-259.430976431,259.430976431,259.430976431,259.430976431,259.430976431,-259.430976431,259.430976431,-259.430976431,-259.430976431,259.430976431,-259.430976431,259.430976431,259.430976431,259.430976431,-259.430976431,-0.0,259.430976431,259.430976431,-259.430976431,-259.430976431,-0.0,-0.0,-259.430976431,-0.0,-0.0,-259.430976431,259.430976431
MEM,@MMEZ6,895.8,14.625,-0.00907079646018,-1.0,-1.0,-1.0,-1.0,1.0,11.0,2016-09-27,731.25,3.0,1.0,1.0,44790.0,-0.00907079646018,895.8,index,1.0,-1.0,2016-09-27,1.0,1.0,-12.0,-12.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,1,1.0,-1,1,-1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,0.0,0,-1218.84292035,1218.84292035,1218.84292035,-1218.84292035,-1218.84292035,1218.84292035,1218.84292035,-1218.84292035,-1218.84292035,1218.84292035,1218.84292035,1218.84292035,-1218.84292035,-1218.84292035,-1218.84292035,1218.84292035,-1218.84292035,1218.84292035,-1218.84292035,1218.84292035,-1218.84292035,-1218.84292035,-0.0,-0.0,-1218.84292035,-1218.84292035,1218.84292035,-0.0,-1218.84292035,-0.0,1218.84292035,1218.84292035,1218.84292035
MFX,IBV6,8592.8,137.99,-0.00941841028301,-1.0,1.0,-1.0,1.0,1.0,-24.0,2016-09-08,1525.75543,2.0,1.0,1.0,95010.5896,-0.00941841028301,8592.8,index,1.0,-1.0,2016-09-08,1.0,1.0,-25.0,-25.0,1.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,-1789.69742817,1789.69742817,-1789.69742817,1789.69742817,-1789.69742817,1789.69742817,1789.69742817,-1789.69742817,1789.69742817,-1789.69742817,1789.69742817,-1789.69742817,1789.69742817,1789.69742817,-1789.69742817,1789.69742817,1789.69742817,-1789.69742817,-1789.69742817,1789.69742817,1789.69742817,1789.69742817,1789.69742817,1789.69742817,1789.69742817,1789.69742817,1789.69742817,1789.69742817,1789.69742817,1789.69742817,1789.69742817,1789.69742817,1789.69742817
MP,@PXZ6,0.05254,0.000654,0.00133409567372,1.0,1.0,-1.0,1.0,1.0,12.0,2016-09-26,327.0,7.0,1.0,1.0,26270.0,0.00133409567372,0.05254,currency,1.0,-1.0,2016-09-26,1.0,1.0,13.0,13.0,1.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,2.0,7.0,1.0,2.0,7.0,1.0,0,-1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,245.32685344,245.32685344,245.32685344,-245.32685344,245.32685344,-245.32685344,-245.32685344,245.32685344,-245.32685344,245.32685344,-245.32685344,245.32685344,-245.32685344,-245.32685344,245.32685344,-245.32685344,245.32685344,-245.32685344,245.32685344,-245.32685344,-245.32685344,-245.32685344,-245.32685344,-245.32685344,-245.32685344,-245.32685344,-245.32685344,-245.32685344,-245.32685344,-245.32685344,-245.32685344,-245.32685344,-245.32685344
MW,@MWZ6,532.0,9.2875,0.0196454240537,1.0,1.0,-1.0,1.0,-1.0,29.0,2016-08-31,464.375,5.0,1.0,1.0,26600.0,0.0196454240537,532.0,grain,1.0,1.0,2016-08-31,-1.0,-1.0,30.0,30.0,-1.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,0,-1,-1,-1,-1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1,-1,1,1.0,0,2612.84139914,2612.84139914,-2612.84139914,2612.84139914,2612.84139914,-2612.84139914,2612.84139914,-2612.84139914,-2612.84139914,2612.84139914,-2612.84139914,2612.84139914,-2612.84139914,-2612.84139914,-2612.84139914,2612.84139914,-2612.84139914,2612.84139914,-2612.84139914,2612.84139914,2612.84139914,2612.84139914,2612.84139914,0.0,2612.84139914,2612.84139914,2612.84139914,2612.84139914,2612.84139914,2612.84139914,0.0,-2612.84139914,-2612.84139914
NE,@NEZ6,0.708,0.006775,0.0041128917884,1.0,-1.0,1.0,-1.0,1.0,-25.0,2016-09-07,677.5,3.0,1.0,1.0,70800.0,0.0041128917884,0.708,currency,1.0,-1.0,2016-09-07,1.0,1.0,-26.0,-26.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1.0,0.0,0.0,0.0,0.0,1,-1,1,0.0,0,873.578215856,873.578215856,873.578215856,-873.578215856,873.578215856,-873.578215856,-873.578215856,873.578215856,873.578215856,-873.578215856,873.578215856,-873.578215856,873.578215856,873.578215856,873.578215856,-873.578215856,-873.578215856,873.578215856,873.578215856,873.578215856,-873.578215856,873.578215856,0.0,0.0,873.578215856,873.578215856,-873.578215856,0.0,0.0,0.0,0.0,873.578215856,-873.578215856
NG,QNGX6,3.341,0.09895,0.0408099688474,1.0,1.0,1.0,1.0,-1.0,8.0,2016-09-30,989.5,3.0,1.0,1.0,33410.0,0.0408099688474,3.341,energy,1.0,1.0,2016-09-30,-1.0,-1.0,9.0,9.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,-1,-1,-1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1,-1,1,1.0,0,4090.38317757,4090.38317757,-4090.38317757,4090.38317757,4090.38317757,-4090.38317757,4090.38317757,-4090.38317757,-4090.38317757,4090.38317757,4090.38317757,4090.38317757,-4090.38317757,-4090.38317757,-4090.38317757,4090.38317757,-4090.38317757,4090.38317757,-4090.38317757,4090.38317757,4090.38317757,4090.38317757,4090.38317757,0.0,4090.38317757,4090.38317757,4090.38317757,4090.38317757,4090.38317757,4090.38317757,0.0,-4090.38317757,-4090.38317757
NIY,@NKDZ6,16775.0,249.25,-0.0111995284409,-1.0,-1.0,-1.0,1.0,-1.0,-11.0,2016-09-27,1202.24773297,2.0,1.0,1.0,80913.5635732,-0.0111995284409,16775.0,index,1.0,-1.0,2016-09-27,-1.0,-1.0,-12.0,-12.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,0,-1,1,-1,1,1,-1,1.0,-1,-1,-1,1,1,1,-1.0,0.0,1.0,-1.0,1.0,1,1,0,-1.0,0,-1812.38751299,1812.38751299,-1812.38751299,1812.38751299,-1812.38751299,1812.38751299,1812.38751299,-1812.38751299,1812.38751299,1812.38751299,1812.38751299,-1812.38751299,1812.38751299,-1812.38751299,1812.38751299,-1812.38751299,-1812.38751299,1812.38751299,1812.38751299,1812.38751299,-1812.38751299,-0.0,1812.38751299,-0.0,-1812.38751299,-1812.38751299,1812.38751299,-0.0,-1812.38751299,1812.38751299,-1812.38751299,-1812.38751299,-1812.38751299
NQ,@NQZ6,4796.0,49.175,-0.00363560818531,-1.0,-1.0,1.0,-1.0,1.0,-16.0,2016-09-20,983.5,3.0,1.0,1.0,95920.0,-0.00363560818531,4796.0,index,1.0,-1.0,2016-09-20,1.0,1.0,-17.0,-17.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,1.0,1.0,1.0,-1.0,-1,-1,1,1.0,1,-1046.18261141,1046.18261141,1046.18261141,-1046.18261141,-1046.18261141,1046.18261141,1046.18261141,-1046.18261141,-1046.18261141,1046.18261141,-1046.18261141,1046.18261141,-1046.18261141,-1046.18261141,-1046.18261141,1046.18261141,1046.18261141,-1046.18261141,-1046.18261141,-1046.18261141,-1046.18261141,-1046.18261141,-1046.18261141,-1046.18261141,-1046.18261141,-1046.18261141,-0.0,-1046.18261141,-1046.18261141,-1046.18261141,1046.18261141,1046.18261141,1046.18261141
O,@OZ6,195.75,4.275,-0.0113636363636,-1.0,1.0,-1.0,1.0,1.0,19.0,2016-09-15,213.75,10.0,2.0,2.0,9787.5,-0.0113636363636,195.75,grain,1.0,1.0,2016-09-15,1.0,1.0,20.0,20.0,-1.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,2.0,10.0,1.0,2.0,10.0,1.0,0,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,0.0,0.0,0.0,0.0,-1.0,-1,-1,-1,-1.0,-1,-1112.21590909,1112.21590909,1112.21590909,-1112.21590909,-1112.21590909,1112.21590909,-1112.21590909,1112.21590909,1112.21590909,-1112.21590909,1112.21590909,-1112.21590909,1112.21590909,1112.21590909,-1112.21590909,1112.21590909,-1112.21590909,1112.21590909,1112.21590909,1112.21590909,1112.21590909,1112.21590909,1112.21590909,1112.21590909,1112.21590909,-1112.21590909,-0.0,-0.0,-0.0,-0.0,1112.21590909,1112.21590909,1112.21590909
OJ,@OJX6,191.45,6.7525,-0.0367295597484,-1.0,-1.0,-1.0,-1.0,1.0,-11.0,2016-09-27,1012.875,2.0,1.0,1.0,28717.5,-0.0367295597484,191.45,soft,1.0,1.0,2016-09-27,1.0,1.0,-12.0,-12.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,-1,1,1.0,1,-2109.56226415,2109.56226415,2109.56226415,-2109.56226415,-2109.56226415,2109.56226415,-2109.56226415,2109.56226415,-2109.56226415,2109.56226415,2109.56226415,2109.56226415,-2109.56226415,-2109.56226415,-2109.56226415,2109.56226415,2109.56226415,-2109.56226415,-2109.56226415,-2109.56226415,-2109.56226415,-2109.56226415,-2109.56226415,-2109.56226415,-2109.56226415,-2109.56226415,-0.0,-0.0,-2109.56226415,-2109.56226415,-0.0,-2109.56226415,2109.56226415
