2016-09-07 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-07 00:00:00,Close2016-09-07 00:00:00,group,RiskOn,Excess,SEA2016-09-07 00:00:00,SRUN2016-09-07 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-06 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-06 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-06 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-06 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13
HCM,HHIU6,9938.0,146.868087801,0.00343295638126,1.0,-1.0,-1.0,1.0,1.0,13.0,2016-08-19,945.097090097,3.0,1.0,1.0,63951.0939511,0.00343295638126,9938.0,index,1.0,1.0,1.0,13.0,1.0,1.0,12.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,-1,-1,-1,1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,1,1,-1,658.623948204,658.623948204,658.623948204,-658.623948204,658.623948204,-658.623948204,658.623948204,-658.623948204,-658.623948204,-658.623948204,-658.623948204,658.623948204,-658.623948204,658.623948204,658.623948204,-658.623948204,658.623948204,-658.623948204,658.623948204,-658.623948204,-658.623948204,-658.623948204,-658.623948204,-658.623948204,-658.623948204,-658.623948204,-658.623948204,-658.623948204,-658.623948204,658.623948204,658.623948204
HG,QHGZ6,209.75,2.69564486,0.00406893250359,1.0,-1.0,1.0,-1.0,-1.0,-14.0,2016-08-17,673.911215,3.0,1.0,1.0,52437.5,0.00406893250359,209.75,metal,1.0,1.0,-1.0,-14.0,1.0,-1.0,-13.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,-1,1,1.0,0,0.0,1,-1,1,640.093944471,640.093944471,640.093944471,-640.093944471,640.093944471,-640.093944471,640.093944471,-640.093944471,640.093944471,-640.093944471,640.093944471,-640.093944471,640.093944471,640.093944471,-640.093944471,640.093944471,640.093944471,-640.093944471,640.093944471,-640.093944471,640.093944471,640.093944471,640.093944471,640.093944471,-640.093944471,640.093944471,640.093944471,0.0,0.0,640.093944471,-640.093944471
HIC,HSIU6,23659.0,275.86459412,-0.00231930505187,-1.0,1.0,-1.0,1.0,1.0,6.0,2016-08-30,1775.19043835,2.0,1.0,1.0,152245.817246,-0.00231930505187,23659.0,index,1.0,1.0,1.0,6.0,1.0,1.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,-706.208986128,706.208986128,-706.208986128,706.208986128,-706.208986128,706.208986128,-706.208986128,706.208986128,706.208986128,-706.208986128,706.208986128,-706.208986128,706.208986128,706.208986128,-706.208986128,706.208986128,706.208986128,-706.208986128,-706.208986128,706.208986128,706.208986128,706.208986128,-706.208986128,706.208986128,706.208986128,706.208986128,706.208986128,706.208986128,706.208986128,706.208986128,-706.208986128
HO,QHOV6,1.4265,0.04368404,0.0127795527157,1.0,-1.0,1.0,-1.0,-1.0,-13.0,2016-08-18,1834.72968,2.0,1.0,1.0,59913.0,0.0127795527157,1.4265,energy,1.0,1.0,-1.0,-13.0,-1.0,-1.0,-12.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,0.0,1,-1,1,1531.32268371,1531.32268371,-1531.32268371,1531.32268371,1531.32268371,-1531.32268371,1531.32268371,-1531.32268371,1531.32268371,-1531.32268371,1531.32268371,-1531.32268371,1531.32268371,1531.32268371,-1531.32268371,1531.32268371,1531.32268371,-1531.32268371,-1531.32268371,1531.32268371,1531.32268371,1531.32268371,-1531.32268371,1531.32268371,1531.32268371,1531.32268371,1531.32268371,1531.32268371,0.0,1531.32268371,-1531.32268371
JY,@JYU6,0.9829,0.009555,0.00301035767131,1.0,-1.0,1.0,-1.0,1.0,-13.0,2016-08-18,1194.375,2.0,1.0,1.0,122862.5,0.00301035767131,0.9829,currency,-1.0,1.0,1.0,-13.0,1.0,1.0,-12.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,1,-1,0.0,-1,1.0,-1,1,0,739.720138783,739.720138783,739.720138783,-739.720138783,-739.720138783,739.720138783,739.720138783,-739.720138783,-739.720138783,-739.720138783,739.720138783,-739.720138783,739.720138783,739.720138783,739.720138783,-739.720138783,-739.720138783,739.720138783,739.720138783,739.720138783,-739.720138783,0.0,739.720138783,-739.720138783,739.720138783,-739.720138783,0.0,-739.720138783,739.720138783,-739.720138783,739.720138783
KC,@KCZ6,155.1,3.205,0.00878048780488,1.0,-1.0,-1.0,-1.0,-1.0,14.0,2016-08-17,1201.875,2.0,1.0,1.0,58162.5,0.00878048780488,155.1,soft,1.0,1.0,-1.0,14.0,1.0,-1.0,13.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,-1,-1,0.0,0,-1.0,1,-1,0,1021.3902439,1021.3902439,1021.3902439,-1021.3902439,1021.3902439,-1021.3902439,1021.3902439,-1021.3902439,-1021.3902439,-1021.3902439,-1021.3902439,-1021.3902439,1021.3902439,1021.3902439,-1021.3902439,1021.3902439,-1021.3902439,1021.3902439,1021.3902439,-1021.3902439,1021.3902439,0.0,1021.3902439,-1021.3902439,-1021.3902439,-1021.3902439,0.0,0.0,-1021.3902439,1021.3902439,-1021.3902439
KW,@KWZ6,411.0,8.9521667675,0.0018281535649,1.0,1.0,1.0,-1.0,1.0,-27.0,2016-07-29,447.608338375,5.0,1.0,1.0,20550.0,0.0018281535649,411.0,grain,1.0,1.0,1.0,-27.0,-1.0,1.0,-26.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,-1,-1,1,-1,-1,1,-1.0,1,1,1,-1,1,1,1,1,1.0,0,0.0,1,-1,1,187.842778793,187.842778793,-187.842778793,187.842778793,187.842778793,-187.842778793,187.842778793,-187.842778793,187.842778793,187.842778793,187.842778793,-187.842778793,187.842778793,-187.842778793,187.842778793,-187.842778793,-187.842778793,187.842778793,187.842778793,187.842778793,-187.842778793,187.842778793,187.842778793,187.842778793,187.842778793,187.842778793,187.842778793,0.0,0.0,187.842778793,-187.842778793
LB,@LBX6,311.4,6.2034585035,-0.00701530612245,-1.0,1.0,1.0,1.0,-1.0,-29.0,2016-07-27,682.380435385,3.0,1.0,1.0,34254.0,-0.00701530612245,311.4,soft,1.0,-1.0,-1.0,-29.0,1.0,-1.0,-28.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,-1,1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,-1,1,0.0,0,0.0,-1,1,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
LC,@LEV6,102.425,2.08625,0.0239940014996,1.0,-1.0,1.0,-1.0,1.0,-4.0,2016-08-31,834.5,3.0,1.0,1.0,40970.0,0.0239940014996,102.425,meat,1.0,-1.0,1.0,-4.0,-1.0,1.0,-3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,0.0,0,0.0,1,-1,1,2949.10272432,2949.10272432,-2949.10272432,2949.10272432,2949.10272432,-2949.10272432,-2949.10272432,2949.10272432,2949.10272432,-2949.10272432,2949.10272432,-2949.10272432,2949.10272432,2949.10272432,2949.10272432,-2949.10272432,-2949.10272432,2949.10272432,2949.10272432,2949.10272432,2949.10272432,2949.10272432,2949.10272432,2949.10272432,2949.10272432,2949.10272432,0.0,0.0,0.0,2949.10272432,-2949.10272432
LCO,EBZ6,48.39,1.503,0.0155299055614,1.0,1.0,-1.0,1.0,-1.0,7.0,2016-08-29,1503.0,2.0,1.0,1.0,48390.0,0.0155299055614,48.39,energy,1.0,1.0,-1.0,7.0,-1.0,-1.0,-12.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,1,1.0,-1,-1,-1,1,-1,1,-1,1,1.0,1,-1.0,1,-1,0,1502.98426023,1502.98426023,-1502.98426023,1502.98426023,1502.98426023,-1502.98426023,1502.98426023,-1502.98426023,1502.98426023,1502.98426023,-1502.98426023,1502.98426023,-1502.98426023,-1502.98426023,-1502.98426023,1502.98426023,1502.98426023,-1502.98426023,-1502.98426023,-1502.98426023,1502.98426023,0.0,-1502.98426023,1502.98426023,-1502.98426023,1502.98426023,1502.98426023,1502.98426023,-1502.98426023,1502.98426023,-1502.98426023
LGO,GASZ6,423.0,12.5475197845,0.00894454382826,1.0,-1.0,-1.0,-1.0,-1.0,27.0,2016-08-01,1254.75197845,2.0,1.0,1.0,42300.0,0.00894454382826,423.0,energy,1.0,1.0,-1.0,27.0,-1.0,-1.0,26.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,-1,1,1.0,1,-1.0,1,-1,1,756.708407871,756.708407871,-756.708407871,756.708407871,756.708407871,-756.708407871,756.708407871,-756.708407871,756.708407871,-756.708407871,-756.708407871,-756.708407871,756.708407871,756.708407871,-756.708407871,756.708407871,-756.708407871,756.708407871,-756.708407871,756.708407871,756.708407871,756.708407871,756.708407871,756.708407871,-756.708407871,756.708407871,756.708407871,756.708407871,-756.708407871,756.708407871,-756.708407871
LH,@HEV6,60.875,2.0025,0.0330929147221,1.0,-1.0,1.0,-1.0,1.0,-3.0,2016-08-29,801.0,3.0,1.0,1.0,24350.0,0.0330929147221,60.875,meat,1.0,-1.0,1.0,-3.0,-1.0,1.0,-2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,0.0,0,0.0,1,-1,1,2417.43742045,2417.43742045,-2417.43742045,2417.43742045,2417.43742045,-2417.43742045,-2417.43742045,2417.43742045,2417.43742045,-2417.43742045,2417.43742045,-2417.43742045,2417.43742045,2417.43742045,2417.43742045,-2417.43742045,-2417.43742045,2417.43742045,2417.43742045,2417.43742045,2417.43742045,2417.43742045,2417.43742045,2417.43742045,2417.43742045,2417.43742045,0.0,0.0,0.0,2417.43742045,-2417.43742045
LRC,LRCX6,1912.0,24.8202795205,0.0121757543674,1.0,1.0,-1.0,1.0,-1.0,14.0,2016-08-17,248.202795205,9.0,2.0,2.0,19120.0,0.0121757543674,1912.0,soft,1.0,1.0,-1.0,14.0,1.0,-1.0,13.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,2.0,9.0,1.0,2.0,9.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,-1,-1,0.0,0,-1.0,-1,1,-1,2095.20381154,2095.20381154,2095.20381154,-2095.20381154,2095.20381154,-2095.20381154,2095.20381154,-2095.20381154,-2095.20381154,2095.20381154,-2095.20381154,2095.20381154,-2095.20381154,-2095.20381154,-2095.20381154,2095.20381154,-2095.20381154,2095.20381154,-2095.20381154,-2095.20381154,-2095.20381154,-2095.20381154,2095.20381154,-2095.20381154,-2095.20381154,-2095.20381154,0.0,0.0,-2095.20381154,-2095.20381154,2095.20381154
LSU,QWV6,538.1,10.825,-0.00204005934718,-1.0,1.0,1.0,-1.0,-1.0,-28.0,2016-07-28,541.25,4.0,1.0,1.0,26905.0,-0.00204005934718,538.1,soft,1.0,1.0,-1.0,-28.0,-1.0,-1.0,-27.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,-1,-1,1,-1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,0.0,1,-1,1,-219.551186944,219.551186944,219.551186944,-219.551186944,-219.551186944,219.551186944,-219.551186944,219.551186944,-219.551186944,-219.551186944,-219.551186944,219.551186944,-219.551186944,219.551186944,219.551186944,-219.551186944,-219.551186944,219.551186944,219.551186944,-219.551186944,-219.551186944,-219.551186944,219.551186944,-219.551186944,-219.551186944,-219.551186944,-219.551186944,-219.551186944,-0.0,-219.551186944,219.551186944
MEM,@MMEU6,924.9,12.425,-0.00344790432066,-1.0,1.0,1.0,1.0,-1.0,-3.0,2016-08-25,621.25,4.0,1.0,1.0,46245.0,-0.00344790432066,924.9,index,1.0,1.0,-1.0,-3.0,1.0,-1.0,-2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,-1,1,1.0,0,0.0,-1,1,-1,-637.793341235,637.793341235,-637.793341235,637.793341235,-637.793341235,637.793341235,-637.793341235,637.793341235,-637.793341235,-637.793341235,-637.793341235,-637.793341235,637.793341235,637.793341235,637.793341235,-637.793341235,-637.793341235,637.793341235,637.793341235,637.793341235,637.793341235,637.793341235,637.793341235,-637.793341235,637.793341235,-637.793341235,-637.793341235,-0.0,-0.0,637.793341235,-637.793341235
MFX,IBU6,9005.0,114.568766739,0.0129928567411,1.0,-1.0,-1.0,-1.0,1.0,25.0,2016-08-03,1287.86750691,2.0,1.0,1.0,101225.205,0.0129928567411,9005.0,index,1.0,1.0,1.0,25.0,-1.0,1.0,24.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,1,-1,1,-1,-1,-1,1,0.0,0,-1.0,1,-1,1,2630.40917431,2630.40917431,-2630.40917431,2630.40917431,2630.40917431,-2630.40917431,2630.40917431,-2630.40917431,2630.40917431,-2630.40917431,-2630.40917431,-2630.40917431,2630.40917431,2630.40917431,2630.40917431,-2630.40917431,2630.40917431,-2630.40917431,2630.40917431,-2630.40917431,2630.40917431,2630.40917431,-2630.40917431,-2630.40917431,-2630.40917431,2630.40917431,0.0,0.0,-2630.40917431,2630.40917431,-2630.40917431
MP,@PXU6,0.0543,0.000682,-0.00622254758419,-1.0,1.0,-1.0,1.0,1.0,-4.0,2016-08-31,341.0,6.0,1.0,1.0,27150.0,-0.00622254758419,0.0543,currency,1.0,1.0,1.0,-4.0,1.0,-1.0,-3.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0,-1.0,-1,1,-1,-1013.65300146,1013.65300146,-1013.65300146,1013.65300146,-1013.65300146,1013.65300146,-1013.65300146,1013.65300146,1013.65300146,-1013.65300146,1013.65300146,-1013.65300146,1013.65300146,1013.65300146,1013.65300146,-1013.65300146,-1013.65300146,1013.65300146,1013.65300146,1013.65300146,1013.65300146,1013.65300146,1013.65300146,1013.65300146,1013.65300146,1013.65300146,-0.0,-0.0,1013.65300146,1013.65300146,-1013.65300146
MW,@MWZ6,488.0,7.866363416,0.00411522633745,1.0,1.0,1.0,-1.0,1.0,-12.0,2016-08-19,393.3181708,6.0,1.0,1.0,24400.0,0.00411522633745,488.0,grain,1.0,1.0,1.0,-12.0,-1.0,1.0,-11.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,6.0,-1.0,-1,-1,1,-1,-1,1,-1.0,1,1,1,-1,1,1,1,1,1.0,0,0.0,1,-1,1,602.469135802,602.469135802,-602.469135802,602.469135802,602.469135802,-602.469135802,602.469135802,-602.469135802,602.469135802,602.469135802,602.469135802,-602.469135802,602.469135802,-602.469135802,602.469135802,-602.469135802,-602.469135802,602.469135802,602.469135802,602.469135802,-602.469135802,602.469135802,602.469135802,602.469135802,602.469135802,602.469135802,602.469135802,0.0,0.0,602.469135802,-602.469135802
NE,@NEU6,0.7442,0.007885,0.00404749055586,1.0,1.0,-1.0,1.0,1.0,7.0,2016-08-26,788.5,3.0,1.0,1.0,74420.0,0.00404749055586,0.7442,currency,1.0,1.0,1.0,7.0,1.0,1.0,6.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,903.6427415,903.6427415,903.6427415,-903.6427415,903.6427415,-903.6427415,903.6427415,-903.6427415,-903.6427415,903.6427415,-903.6427415,903.6427415,-903.6427415,-903.6427415,903.6427415,-903.6427415,903.6427415,-903.6427415,903.6427415,-903.6427415,-903.6427415,-903.6427415,-903.6427415,-903.6427415,-903.6427415,-903.6427415,-903.6427415,-903.6427415,-903.6427415,-903.6427415,903.6427415
NG,QNGV6,2.676,0.084258778,-0.0150901729849,-1.0,-1.0,-1.0,-1.0,1.0,-18.0,2016-08-11,842.58778,3.0,1.0,1.0,26760.0,-0.0150901729849,2.676,energy,1.0,1.0,1.0,-18.0,-1.0,1.0,-17.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,-1,-1,1,0.0,0,-1.0,1,-1,1,-1211.43908723,1211.43908723,1211.43908723,-1211.43908723,-1211.43908723,1211.43908723,-1211.43908723,1211.43908723,-1211.43908723,1211.43908723,1211.43908723,1211.43908723,-1211.43908723,-1211.43908723,-1211.43908723,1211.43908723,1211.43908723,-1211.43908723,-1211.43908723,-1211.43908723,-1211.43908723,-1211.43908723,-1211.43908723,1211.43908723,1211.43908723,-1211.43908723,-0.0,-0.0,1211.43908723,-1211.43908723,1211.43908723
NIY,@NKDZ6,16840.0,197.870979639,0.00148676776687,1.0,-1.0,-1.0,-1.0,1.0,8.0,2016-08-25,972.434537249,3.0,1.0,1.0,82759.9764105,0.00148676776687,16840.0,index,1.0,-1.0,1.0,8.0,-1.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,-1,1,1.0,-1,1,-1,1,-1,-1,-1,1,-1.0,0,-1.0,1,-1,1,369.134595943,369.134595943,-369.134595943,369.134595943,369.134595943,-369.134595943,-369.134595943,369.134595943,369.134595943,-369.134595943,-369.134595943,-369.134595943,369.134595943,369.134595943,369.134595943,-369.134595943,369.134595943,-369.134595943,369.134595943,-369.134595943,369.134595943,369.134595943,-369.134595943,-369.134595943,-369.134595943,369.134595943,-369.134595943,0.0,-369.134595943,369.134595943,-369.134595943
NQ,@NQU6,4828.75,33.2375,0.000258933195236,1.0,1.0,-1.0,1.0,1.0,19.0,2016-08-10,664.75,4.0,1.0,1.0,96575.0,0.000258933195236,4828.75,index,1.0,1.0,1.0,19.0,1.0,1.0,18.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,100.02589332,100.02589332,100.02589332,-100.02589332,100.02589332,-100.02589332,100.02589332,-100.02589332,-100.02589332,100.02589332,-100.02589332,100.02589332,-100.02589332,-100.02589332,100.02589332,-100.02589332,100.02589332,-100.02589332,100.02589332,-100.02589332,-100.02589332,-100.02589332,-100.02589332,-100.02589332,-100.02589332,-100.02589332,-100.02589332,-100.02589332,-100.02589332,-100.02589332,100.02589332
O,@OZ6,174.75,4.6125,0.00720461095101,1.0,-1.0,1.0,-1.0,1.0,-22.0,2016-08-05,230.625,9.0,2.0,2.0,8737.5,0.00720461095101,174.75,grain,1.0,-1.0,1.0,-22.0,-1.0,1.0,-21.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,0.0,0,0.0,1,-1,1,566.55259366,566.55259366,-566.55259366,566.55259366,566.55259366,-566.55259366,-566.55259366,566.55259366,566.55259366,-566.55259366,566.55259366,-566.55259366,566.55259366,566.55259366,566.55259366,-566.55259366,-566.55259366,566.55259366,566.55259366,566.55259366,566.55259366,566.55259366,566.55259366,566.55259366,566.55259366,566.55259366,0.0,0.0,0.0,566.55259366,-566.55259366
OJ,@OJX6,191.3,5.2343895175,-0.00312662845232,-1.0,1.0,1.0,1.0,-1.0,20.0,2016-08-09,785.158427625,3.0,1.0,1.0,28695.0,-0.00312662845232,191.3,soft,1.0,1.0,-1.0,20.0,1.0,-1.0,19.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,-1,1,1.0,0,0.0,-1,1,0,-269.155810318,269.155810318,-269.155810318,269.155810318,-269.155810318,269.155810318,-269.155810318,269.155810318,-269.155810318,-269.155810318,-269.155810318,-269.155810318,269.155810318,269.155810318,269.155810318,-269.155810318,269.155810318,-269.155810318,269.155810318,-269.155810318,269.155810318,-0.0,-269.155810318,-269.155810318,269.155810318,-269.155810318,-269.155810318,-0.0,-0.0,269.155810318,-269.155810318
PA,QPAZ6,688.35,19.721008759,-0.0175551273817,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,2016-08-10,1972.1008759,2.0,1.0,1.0,68835.0,-0.0175551273817,688.35,metal,1.0,1.0,-1.0,19.0,1.0,-1.0,18.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,-1,-1,0.0,0,-1.0,1,-1,0,-2416.81438664,2416.81438664,-2416.81438664,2416.81438664,-2416.81438664,2416.81438664,-2416.81438664,2416.81438664,2416.81438664,2416.81438664,2416.81438664,2416.81438664,-2416.81438664,-2416.81438664,2416.81438664,-2416.81438664,2416.81438664,-2416.81438664,-2416.81438664,2416.81438664,-2416.81438664,-0.0,-2416.81438664,2416.81438664,2416.81438664,2416.81438664,-0.0,-0.0,2416.81438664,-2416.81438664,2416.81438664
PL,QPLV6,1092.8,23.75,-0.00897796318128,-1.0,-1.0,1.0,-1.0,-1.0,19.0,2016-08-10,1187.5,2.0,1.0,1.0,54640.0,-0.00897796318128,1092.8,metal,-1.0,1.0,-1.0,19.0,1.0,-1.0,18.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,-1,1,1,1,-1,-1.0,1,1,1,1,1,1,1,-1,1.0,0,1.0,-1,-1,1,-981.111816451,981.111816451,-981.111816451,981.111816451,981.111816451,-981.111816451,-981.111816451,981.111816451,981.111816451,981.111816451,-981.111816451,981.111816451,-981.111816451,-981.111816451,981.111816451,-981.111816451,981.111816451,-981.111816451,-981.111816451,-981.111816451,-981.111816451,-981.111816451,-981.111816451,-981.111816451,-981.111816451,981.111816451,-981.111816451,-0.0,-981.111816451,981.111816451,981.111816451
RB,QRBV6,1.3464,0.0466271775,0.0227894257065,1.0,-1.0,1.0,-1.0,-1.0,-12.0,2016-08-19,1958.341455,2.0,1.0,1.0,56548.8,0.0227894257065,1.3464,energy,1.0,1.0,-1.0,-12.0,1.0,-1.0,-11.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,-1,1,1.0,0,0.0,1,-1,1,2577.42935278,2577.42935278,2577.42935278,-2577.42935278,2577.42935278,-2577.42935278,2577.42935278,-2577.42935278,2577.42935278,-2577.42935278,2577.42935278,-2577.42935278,2577.42935278,2577.42935278,-2577.42935278,2577.42935278,2577.42935278,-2577.42935278,2577.42935278,-2577.42935278,2577.42935278,2577.42935278,2577.42935278,2577.42935278,-2577.42935278,2577.42935278,2577.42935278,0.0,0.0,2577.42935278,-2577.42935278
RR,@RRX6,9.56,0.295400292,0.00420168067227,1.0,-1.0,-1.0,-1.0,1.0,-11.0,2016-08-22,590.800584,4.0,1.0,1.0,19120.0,0.00420168067227,9.56,grain,1.0,-1.0,1.0,-11.0,-1.0,1.0,-10.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,-1,-1,1,-1.0,0,-1.0,1,-1,1,321.344537815,321.344537815,-321.344537815,321.344537815,321.344537815,-321.344537815,-321.344537815,321.344537815,321.344537815,-321.344537815,-321.344537815,-321.344537815,321.344537815,321.344537815,321.344537815,-321.344537815,-321.344537815,321.344537815,321.344537815,321.344537815,321.344537815,321.344537815,321.344537815,-321.344537815,-321.344537815,321.344537815,-321.344537815,0.0,-321.344537815,321.344537815,-321.344537815
RS,@RSX6,459.4,7.265,-0.00303819444444,-1.0,-1.0,-1.0,-1.0,1.0,8.0,2016-08-25,112.714296796,18.0,3.0,3.0,7127.45326197,-0.00303819444444,459.4,grain,1.0,-1.0,1.0,8.0,-1.0,1.0,7.0,1.0,1.0,18.0,1.0,1.0,18.0,-1.0,2.0,18.0,-1.0,2.0,18.0,-1.0,-1,1,1,1,-1,1,1.0,-1,1,-1,1,-1,-1,-1,1,-1.0,0,-1.0,1,-1,1,-389.782600264,389.782600264,389.782600264,-389.782600264,-389.782600264,389.782600264,389.782600264,-389.782600264,-389.782600264,389.782600264,389.782600264,389.782600264,-389.782600264,-389.782600264,-389.782600264,389.782600264,-389.782600264,389.782600264,-389.782600264,389.782600264,-389.782600264,-389.782600264,389.782600264,389.782600264,389.782600264,-389.782600264,389.782600264,-0.0,389.782600264,-389.782600264,389.782600264
