2016-09-08 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-08 00:00:00,Close2016-09-08 00:00:00,group,RiskOn,Excess,SEA2016-09-08 00:00:00,SRUN2016-09-08 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-07 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-07 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-07 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-07 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13
HCM,HHIU6,9996.0,143.021718025,0.00583618434293,1.0,-1.0,-1.0,1.0,1.0,-1.0,2016-08-19,920.345675833,3.0,1.0,1.0,64324.3243243,0.00583618434293,9996.0,index,1.0,1.0,1.0,-1.0,1.0,1.0,13.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,-1,-1,-1,1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,1,1,-1,1126.22584347,1126.22584347,1126.22584347,-1126.22584347,1126.22584347,-1126.22584347,1126.22584347,-1126.22584347,-1126.22584347,-1126.22584347,-1126.22584347,1126.22584347,-1126.22584347,1126.22584347,1126.22584347,-1126.22584347,1126.22584347,-1126.22584347,1126.22584347,-1126.22584347,-1126.22584347,-1126.22584347,-1126.22584347,-1126.22584347,-1126.22584347,-1126.22584347,-1126.22584347,-1126.22584347,-1126.22584347,1126.22584347,1126.22584347
HG,QHGZ6,210.0,2.6875,0.00119189511323,1.0,-1.0,1.0,-1.0,-1.0,-15.0,2016-08-17,671.875,3.0,1.0,1.0,52500.0,0.00119189511323,210.0,metal,1.0,1.0,-1.0,-15.0,1.0,-1.0,-14.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,-1,1,1.0,0,0.0,1,-1,1,187.723480334,187.723480334,187.723480334,-187.723480334,187.723480334,-187.723480334,187.723480334,-187.723480334,187.723480334,-187.723480334,187.723480334,-187.723480334,187.723480334,187.723480334,-187.723480334,187.723480334,187.723480334,-187.723480334,187.723480334,-187.723480334,187.723480334,187.723480334,187.723480334,187.723480334,-187.723480334,187.723480334,187.723480334,0.0,0.0,187.723480334,-187.723480334
HIC,HSIU6,23884.0,275.940530934,0.00951012299759,1.0,-1.0,-1.0,1.0,1.0,-1.0,2016-08-30,1775.67909224,2.0,1.0,1.0,153693.693694,0.00951012299759,23884.0,index,1.0,1.0,1.0,-1.0,-1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,-1,-1,-1,1,-1,1,1.0,-1,-1,-1,1,-1,-1,-1,1,0.0,0,-1.0,1,1,0,2923.29186196,2923.29186196,-2923.29186196,2923.29186196,2923.29186196,-2923.29186196,2923.29186196,-2923.29186196,2923.29186196,-2923.29186196,-2923.29186196,2923.29186196,-2923.29186196,2923.29186196,2923.29186196,-2923.29186196,2923.29186196,-2923.29186196,-2923.29186196,-2923.29186196,2923.29186196,0.0,-2923.29186196,-2923.29186196,-2923.29186196,2923.29186196,0.0,0.0,-2923.29186196,2923.29186196,2923.29186196
HO,QHOV6,1.4822,0.0422823765,0.0390466175955,1.0,-1.0,1.0,-1.0,-1.0,-14.0,2016-08-18,1775.859813,2.0,1.0,1.0,62252.4,0.0390466175955,1.4822,energy,1.0,1.0,-1.0,-14.0,1.0,-1.0,-13.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,-1,1,1.0,0,0.0,1,-1,1,4861.49131441,4861.49131441,4861.49131441,-4861.49131441,4861.49131441,-4861.49131441,4861.49131441,-4861.49131441,4861.49131441,-4861.49131441,4861.49131441,-4861.49131441,4861.49131441,4861.49131441,-4861.49131441,4861.49131441,4861.49131441,-4861.49131441,4861.49131441,-4861.49131441,4861.49131441,4861.49131441,4861.49131441,4861.49131441,-4861.49131441,4861.49131441,4861.49131441,0.0,0.0,4861.49131441,-4861.49131441
JY,@JYU6,0.97595,0.0096225,-0.00707091260556,-1.0,-1.0,1.0,-1.0,1.0,-14.0,2016-08-18,1202.8125,2.0,1.0,1.0,121993.75,-0.00707091260556,0.97595,currency,-1.0,1.0,1.0,-14.0,1.0,1.0,-13.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,1,-1,0.0,-1,1.0,-1,1,0,-1725.21428935,1725.21428935,-1725.21428935,1725.21428935,1725.21428935,-1725.21428935,-1725.21428935,1725.21428935,1725.21428935,1725.21428935,-1725.21428935,1725.21428935,-1725.21428935,-1725.21428935,-1725.21428935,1725.21428935,1725.21428935,-1725.21428935,-1725.21428935,-1725.21428935,1725.21428935,-0.0,-1725.21428935,1725.21428935,-1725.21428935,1725.21428935,-0.0,1725.21428935,-1725.21428935,1725.21428935,-1725.21428935
KC,@KCZ6,154.9,3.23,-0.00128949065119,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,2016-08-17,1211.25,2.0,1.0,1.0,58087.5,-0.00128949065119,154.9,soft,1.0,1.0,-1.0,15.0,1.0,-1.0,14.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,-1,-1,0.0,0,-1.0,1,-1,0,-149.806576402,149.806576402,-149.806576402,149.806576402,-149.806576402,149.806576402,-149.806576402,149.806576402,149.806576402,149.806576402,149.806576402,149.806576402,-149.806576402,-149.806576402,149.806576402,-149.806576402,149.806576402,-149.806576402,-149.806576402,149.806576402,-149.806576402,-0.0,-149.806576402,149.806576402,149.806576402,149.806576402,-0.0,-0.0,149.806576402,-149.806576402,149.806576402
KW,@KWZ6,418.0,8.99311865,0.0170316301703,1.0,-1.0,-1.0,1.0,1.0,6.0,2016-08-30,449.6559325,5.0,1.0,1.0,20900.0,0.0170316301703,418.0,grain,1.0,1.0,1.0,6.0,1.0,1.0,-27.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,-1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,1,1,-1,1779.8053528,1779.8053528,1779.8053528,-1779.8053528,1779.8053528,-1779.8053528,1779.8053528,-1779.8053528,-1779.8053528,-1779.8053528,-1779.8053528,1779.8053528,-1779.8053528,1779.8053528,1779.8053528,-1779.8053528,-1779.8053528,1779.8053528,1779.8053528,-1779.8053528,-1779.8053528,-1779.8053528,1779.8053528,-1779.8053528,-1779.8053528,-1779.8053528,-1779.8053528,-1779.8053528,-1779.8053528,1779.8053528,1779.8053528
LB,@LBX6,308.2,5.7884316815,-0.0102761721259,-1.0,1.0,1.0,-1.0,-1.0,-30.0,2016-07-27,636.727484965,4.0,1.0,1.0,33902.0,-0.0102761721259,308.2,soft,1.0,-1.0,-1.0,-30.0,-1.0,-1.0,-29.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1,1,1,-1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,0.0,1,-1,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
LC,@LEV6,101.4,2.12,-0.010007322431,-1.0,1.0,-1.0,1.0,1.0,-5.0,2016-08-31,848.0,3.0,1.0,1.0,40560.0,-0.010007322431,101.4,meat,1.0,-1.0,1.0,-5.0,1.0,1.0,-4.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,-1217.69099341,1217.69099341,-1217.69099341,1217.69099341,-1217.69099341,1217.69099341,1217.69099341,-1217.69099341,1217.69099341,-1217.69099341,1217.69099341,-1217.69099341,1217.69099341,1217.69099341,-1217.69099341,1217.69099341,1217.69099341,-1217.69099341,-1217.69099341,1217.69099341,1217.69099341,1217.69099341,-1217.69099341,1217.69099341,1217.69099341,1217.69099341,1217.69099341,1217.69099341,1217.69099341,1217.69099341,-1217.69099341
LCO,EBZ6,50.43,1.5375,0.0421574705518,1.0,1.0,-1.0,1.0,-1.0,8.0,2016-08-29,1537.5,2.0,1.0,1.0,50430.0,0.0421574705518,50.43,energy,1.0,1.0,-1.0,8.0,1.0,-1.0,7.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,-1,-1,0.0,0,-1.0,-1,1,-1,4252.00247985,4252.00247985,4252.00247985,-4252.00247985,4252.00247985,-4252.00247985,4252.00247985,-4252.00247985,-4252.00247985,4252.00247985,-4252.00247985,4252.00247985,-4252.00247985,-4252.00247985,-4252.00247985,4252.00247985,-4252.00247985,4252.00247985,-4252.00247985,-4252.00247985,-4252.00247985,-4252.00247985,4252.00247985,-4252.00247985,-4252.00247985,-4252.00247985,0.0,0.0,-4252.00247985,-4252.00247985,4252.00247985
LGO,GASZ6,441.0,12.9545859235,0.0425531914894,1.0,1.0,-1.0,1.0,-1.0,-8.0,2016-08-29,1295.45859235,2.0,1.0,1.0,44100.0,0.0425531914894,441.0,energy,1.0,1.0,-1.0,-8.0,1.0,-1.0,27.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,-1,-1,0.0,0,-1.0,-1,1,-1,3753.19148936,3753.19148936,3753.19148936,-3753.19148936,3753.19148936,-3753.19148936,3753.19148936,-3753.19148936,-3753.19148936,3753.19148936,-3753.19148936,3753.19148936,-3753.19148936,-3753.19148936,-3753.19148936,3753.19148936,-3753.19148936,3753.19148936,-3753.19148936,-3753.19148936,-3753.19148936,-3753.19148936,3753.19148936,-3753.19148936,-3753.19148936,-3753.19148936,0.0,0.0,-3753.19148936,-3753.19148936,3753.19148936
LH,@HEV6,61.0,1.9025,0.00205338809035,1.0,1.0,-1.0,1.0,1.0,-4.0,2016-09-01,761.0,3.0,1.0,1.0,24400.0,0.00205338809035,61.0,meat,1.0,-1.0,1.0,-4.0,1.0,1.0,-3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,150.308008214,150.308008214,150.308008214,-150.308008214,150.308008214,-150.308008214,-150.308008214,150.308008214,-150.308008214,150.308008214,-150.308008214,150.308008214,-150.308008214,-150.308008214,150.308008214,-150.308008214,-150.308008214,150.308008214,150.308008214,-150.308008214,-150.308008214,-150.308008214,150.308008214,-150.308008214,-150.308008214,-150.308008214,-150.308008214,-150.308008214,-150.308008214,-150.308008214,150.308008214
LRC,LRCX6,1927.0,24.855675984,0.00784518828452,1.0,-1.0,-1.0,-1.0,-1.0,15.0,2016-08-17,248.55675984,9.0,2.0,2.0,19270.0,0.00784518828452,1927.0,soft,1.0,1.0,-1.0,15.0,1.0,-1.0,14.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,-1,-1,0.0,0,-1.0,1,-1,0,1360.59100418,1360.59100418,1360.59100418,-1360.59100418,1360.59100418,-1360.59100418,1360.59100418,-1360.59100418,-1360.59100418,-1360.59100418,-1360.59100418,-1360.59100418,1360.59100418,1360.59100418,-1360.59100418,1360.59100418,-1360.59100418,1360.59100418,1360.59100418,-1360.59100418,1360.59100418,0.0,1360.59100418,-1360.59100418,-1360.59100418,-1360.59100418,0.0,0.0,-1360.59100418,1360.59100418,-1360.59100418
LSU,QWV6,541.4,10.86,0.00613268909125,1.0,-1.0,-1.0,-1.0,-1.0,-29.0,2016-07-28,543.0,4.0,1.0,1.0,27070.0,0.00613268909125,541.4,soft,1.0,1.0,-1.0,-29.0,-1.0,-1.0,-28.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,-1,1,-1,1,-1,1,1.0,1,-1.0,1,-1,0,664.0475748,664.0475748,-664.0475748,664.0475748,664.0475748,-664.0475748,664.0475748,-664.0475748,664.0475748,-664.0475748,-664.0475748,-664.0475748,664.0475748,664.0475748,-664.0475748,664.0475748,664.0475748,-664.0475748,-664.0475748,-664.0475748,664.0475748,0.0,-664.0475748,664.0475748,-664.0475748,664.0475748,664.0475748,664.0475748,-664.0475748,664.0475748,-664.0475748
MEM,@MMEU6,922.5,12.63,-0.00259487512163,-1.0,1.0,1.0,1.0,-1.0,-4.0,2016-09-02,631.5,4.0,1.0,1.0,46125.0,-0.00259487512163,922.5,index,1.0,1.0,-1.0,-4.0,-1.0,-1.0,-3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,0.0,1,-1,1,-478.754459942,478.754459942,478.754459942,-478.754459942,-478.754459942,478.754459942,-478.754459942,478.754459942,-478.754459942,-478.754459942,-478.754459942,-478.754459942,478.754459942,478.754459942,478.754459942,-478.754459942,-478.754459942,478.754459942,478.754459942,-478.754459942,-478.754459942,-478.754459942,478.754459942,-478.754459942,-478.754459942,-478.754459942,-478.754459942,-478.754459942,-0.0,-478.754459942,478.754459942
MFX,IBU6,9101.9,118.720626093,0.0107606885064,1.0,-1.0,-1.0,1.0,1.0,26.0,2016-08-03,1336.55680855,2.0,1.0,1.0,102469.1902,0.0107606885064,9101.9,index,1.0,1.0,1.0,26.0,1.0,1.0,25.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,-1,-1,-1,1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,1,1,-1,2205.27807449,2205.27807449,2205.27807449,-2205.27807449,2205.27807449,-2205.27807449,2205.27807449,-2205.27807449,-2205.27807449,-2205.27807449,-2205.27807449,2205.27807449,-2205.27807449,2205.27807449,2205.27807449,-2205.27807449,2205.27807449,-2205.27807449,2205.27807449,-2205.27807449,-2205.27807449,-2205.27807449,-2205.27807449,-2205.27807449,-2205.27807449,-2205.27807449,-2205.27807449,-2205.27807449,-2205.27807449,2205.27807449,2205.27807449
MP,@PXU6,0.0536,0.0007,-0.0128913443831,-1.0,-1.0,1.0,-1.0,1.0,-5.0,2016-08-31,350.0,6.0,1.0,1.0,26800.0,-0.0128913443831,0.0536,currency,1.0,1.0,1.0,-5.0,-1.0,1.0,-4.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,6.0,-1.0,2.0,6.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,1.0,0,0.0,1,-1,1,-2072.9281768,2072.9281768,2072.9281768,-2072.9281768,-2072.9281768,2072.9281768,-2072.9281768,2072.9281768,-2072.9281768,2072.9281768,-2072.9281768,2072.9281768,-2072.9281768,-2072.9281768,-2072.9281768,2072.9281768,2072.9281768,-2072.9281768,-2072.9281768,-2072.9281768,-2072.9281768,-2072.9281768,-2072.9281768,-2072.9281768,-2072.9281768,-2072.9281768,-2072.9281768,-0.0,-0.0,-2072.9281768,2072.9281768
MW,@MWZ6,492.0,7.689580301,0.00819672131148,1.0,1.0,1.0,-1.0,1.0,-13.0,2016-08-19,384.47901505,6.0,1.0,1.0,24600.0,0.00819672131148,492.0,grain,1.0,1.0,1.0,-13.0,1.0,1.0,-12.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,-1,-1,1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,1,0.0,-1,0.0,-1,1,1,1209.83606557,1209.83606557,1209.83606557,-1209.83606557,1209.83606557,-1209.83606557,1209.83606557,-1209.83606557,1209.83606557,1209.83606557,1209.83606557,-1209.83606557,1209.83606557,-1209.83606557,1209.83606557,-1209.83606557,-1209.83606557,1209.83606557,1209.83606557,1209.83606557,-1209.83606557,1209.83606557,1209.83606557,-1209.83606557,-1209.83606557,1209.83606557,0.0,-1209.83606557,0.0,-1209.83606557,1209.83606557
NE,@NEU6,0.7386,0.007865,-0.0075248589089,-1.0,1.0,-1.0,1.0,1.0,8.0,2016-08-26,786.5,3.0,1.0,1.0,73860.0,-0.0075248589089,0.7386,currency,1.0,1.0,1.0,8.0,1.0,1.0,7.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,-1667.35823703,1667.35823703,-1667.35823703,1667.35823703,-1667.35823703,1667.35823703,-1667.35823703,1667.35823703,1667.35823703,-1667.35823703,1667.35823703,-1667.35823703,1667.35823703,1667.35823703,-1667.35823703,1667.35823703,-1667.35823703,1667.35823703,-1667.35823703,1667.35823703,1667.35823703,1667.35823703,1667.35823703,1667.35823703,1667.35823703,1667.35823703,1667.35823703,1667.35823703,1667.35823703,1667.35823703,-1667.35823703
NG,QNGV6,2.806,0.08765,0.0485799701046,1.0,-1.0,-1.0,-1.0,1.0,-19.0,2016-08-11,876.5,3.0,1.0,1.0,28060.0,0.0485799701046,2.806,energy,1.0,1.0,1.0,-19.0,-1.0,1.0,-18.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,-1,-1,1,0.0,0,-1.0,1,-1,1,4089.46188341,4089.46188341,-4089.46188341,4089.46188341,4089.46188341,-4089.46188341,4089.46188341,-4089.46188341,4089.46188341,-4089.46188341,-4089.46188341,-4089.46188341,4089.46188341,4089.46188341,4089.46188341,-4089.46188341,-4089.46188341,4089.46188341,4089.46188341,4089.46188341,4089.46188341,4089.46188341,4089.46188341,-4089.46188341,-4089.46188341,4089.46188341,0.0,0.0,-4089.46188341,4089.46188341,-4089.46188341
NIY,@NKDZ6,16870.0,190.993729713,0.00178147268409,1.0,1.0,-1.0,1.0,1.0,9.0,2016-08-25,931.767634467,3.0,1.0,1.0,82300.7122646,0.00178147268409,16870.0,index,1.0,-1.0,1.0,9.0,1.0,1.0,8.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,439.849412341,439.849412341,439.849412341,-439.849412341,439.849412341,-439.849412341,-439.849412341,439.849412341,-439.849412341,439.849412341,-439.849412341,439.849412341,-439.849412341,-439.849412341,439.849412341,-439.849412341,439.849412341,-439.849412341,439.849412341,-439.849412341,-439.849412341,-439.849412341,-439.849412341,-439.849412341,-439.849412341,-439.849412341,-439.849412341,-439.849412341,-439.849412341,-439.849412341,439.849412341
NQ,@NQU6,4796.0,33.85,-0.00678229355423,-1.0,1.0,-1.0,1.0,1.0,20.0,2016-08-10,677.0,3.0,1.0,1.0,95920.0,-0.00678229355423,4796.0,index,1.0,1.0,1.0,20.0,1.0,1.0,19.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,-1951.67279317,1951.67279317,-1951.67279317,1951.67279317,-1951.67279317,1951.67279317,-1951.67279317,1951.67279317,1951.67279317,-1951.67279317,1951.67279317,-1951.67279317,1951.67279317,1951.67279317,-1951.67279317,1951.67279317,-1951.67279317,1951.67279317,-1951.67279317,1951.67279317,1951.67279317,1951.67279317,1951.67279317,1951.67279317,1951.67279317,1951.67279317,1951.67279317,1951.67279317,1951.67279317,1951.67279317,-1951.67279317
O,@OZ6,177.75,4.5125,0.0171673819742,1.0,-1.0,1.0,-1.0,1.0,-23.0,2016-08-05,225.625,9.0,2.0,2.0,8887.5,0.0171673819742,177.75,grain,1.0,-1.0,1.0,-23.0,1.0,1.0,-22.0,1.0,1.0,9.0,1.0,2.0,9.0,1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,1,-1.0,-1,0.0,1,1,1,1373.17596567,1373.17596567,1373.17596567,-1373.17596567,1373.17596567,-1373.17596567,-1373.17596567,1373.17596567,1373.17596567,-1373.17596567,1373.17596567,-1373.17596567,1373.17596567,1373.17596567,1373.17596567,-1373.17596567,-1373.17596567,1373.17596567,1373.17596567,1373.17596567,-1373.17596567,1373.17596567,1373.17596567,-1373.17596567,-1373.17596567,1373.17596567,-1373.17596567,-1373.17596567,0.0,1373.17596567,1373.17596567
OJ,@OJX6,195.75,5.2855304525,0.0232618923157,1.0,1.0,-1.0,1.0,-1.0,21.0,2016-08-09,792.829567875,3.0,1.0,1.0,29362.5,0.0232618923157,195.75,soft,1.0,1.0,-1.0,21.0,-1.0,-1.0,20.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,1,-1,1,1.0,1,-1.0,1,-1,1,2049.08193936,2049.08193936,-2049.08193936,2049.08193936,2049.08193936,-2049.08193936,2049.08193936,-2049.08193936,2049.08193936,2049.08193936,-2049.08193936,2049.08193936,-2049.08193936,-2049.08193936,-2049.08193936,2049.08193936,-2049.08193936,2049.08193936,-2049.08193936,2049.08193936,2049.08193936,2049.08193936,-2049.08193936,2049.08193936,-2049.08193936,2049.08193936,2049.08193936,2049.08193936,-2049.08193936,2049.08193936,-2049.08193936
PA,QPAZ6,687.85,18.5166240875,-0.000726374664052,-1.0,-1.0,1.0,-1.0,-1.0,20.0,2016-08-10,1851.66240875,2.0,1.0,1.0,68785.0,-0.000726374664052,687.85,metal,1.0,1.0,-1.0,20.0,-1.0,-1.0,19.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1,0.0,1,-1,1,-99.9273625336,99.9273625336,99.9273625336,-99.9273625336,-99.9273625336,99.9273625336,-99.9273625336,99.9273625336,-99.9273625336,99.9273625336,-99.9273625336,99.9273625336,-99.9273625336,-99.9273625336,99.9273625336,-99.9273625336,99.9273625336,-99.9273625336,99.9273625336,-99.9273625336,-99.9273625336,-99.9273625336,-99.9273625336,-99.9273625336,-99.9273625336,-99.9273625336,-99.9273625336,-99.9273625336,-0.0,-99.9273625336,99.9273625336
PL,QPLV6,1084.7,22.55,-0.0074121522694,-1.0,-1.0,1.0,-1.0,-1.0,20.0,2016-08-10,1127.5,2.0,1.0,1.0,54235.0,-0.0074121522694,1084.7,metal,-1.0,1.0,-1.0,20.0,-1.0,-1.0,19.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1,1.0,1,-1,1,-803.996156662,803.996156662,803.996156662,-803.996156662,803.996156662,-803.996156662,-803.996156662,803.996156662,-803.996156662,803.996156662,-803.996156662,803.996156662,-803.996156662,-803.996156662,803.996156662,-803.996156662,803.996156662,-803.996156662,803.996156662,-803.996156662,-803.996156662,-803.996156662,-803.996156662,-803.996156662,-803.996156662,-803.996156662,-803.996156662,-803.996156662,-803.996156662,-803.996156662,803.996156662
RB,QRBV6,1.4165,0.0463861515,0.0520647653001,1.0,-1.0,1.0,-1.0,-1.0,4.0,2016-09-01,1948.218363,2.0,1.0,1.0,59493.0,0.0520647653001,1.4165,energy,1.0,1.0,-1.0,4.0,1.0,-1.0,-12.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,-1,1,1.0,0,0.0,1,-1,1,6194.97816399,6194.97816399,6194.97816399,-6194.97816399,6194.97816399,-6194.97816399,6194.97816399,-6194.97816399,6194.97816399,-6194.97816399,6194.97816399,-6194.97816399,6194.97816399,6194.97816399,-6194.97816399,6194.97816399,6194.97816399,-6194.97816399,6194.97816399,-6194.97816399,6194.97816399,6194.97816399,6194.97816399,6194.97816399,-6194.97816399,6194.97816399,6194.97816399,0.0,0.0,6194.97816399,-6194.97816399
RR,@RRX6,9.54,0.290585933,-0.00209205020921,-1.0,-1.0,1.0,-1.0,1.0,-12.0,2016-08-22,581.171866,4.0,1.0,1.0,19080.0,-0.00209205020921,9.54,grain,1.0,-1.0,1.0,-12.0,1.0,1.0,-11.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,1,-1.0,-1,0.0,1,1,1,-159.665271967,159.665271967,-159.665271967,159.665271967,-159.665271967,159.665271967,159.665271967,-159.665271967,-159.665271967,159.665271967,-159.665271967,159.665271967,-159.665271967,-159.665271967,-159.665271967,159.665271967,159.665271967,-159.665271967,-159.665271967,-159.665271967,159.665271967,-159.665271967,-159.665271967,159.665271967,159.665271967,-159.665271967,159.665271967,159.665271967,-0.0,-159.665271967,-159.665271967
