2016-09-02 00:00:00,Contract,LastClose,ATR20,PC2016-09-02 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-09-02 00:00:00,group,RiskOn,Excess,SEA2016-09-02 00:00:00,SRUN2016-09-02 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-01 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-01 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-01 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-01 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13
HCM,HHIU6,9674.0,144.060025327,0.00634557370228,1.0,1.0,-1.0,1.0,1.0,10.0,2016-08-19,927.027190006,3.0,1.0,1.0,62252.2522523,9674.0,index,1.0,1.0,1.0,10.0,1.0,1.0,-22.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,1185.0787644,1185.0787644,1185.0787644,-1185.0787644,1185.0787644,-1185.0787644,1185.0787644,-1185.0787644,-1185.0787644,1185.0787644,-1185.0787644,1185.0787644,-1185.0787644,-1185.0787644,1185.0787644,-1185.0787644,-1185.0787644,1185.0787644,-1185.0787644,-1185.0787644,-1185.0787644,-1185.0787644,1185.0787644,-1185.0787644,-1185.0787644,-1185.0787644,-1185.0787644,-1185.0787644,-1185.0787644,-1185.0787644,-1185.0787644
HG,QHGZ6,207.8,2.8629287385,0.00120452902915,1.0,-1.0,1.0,-1.0,1.0,-12.0,2016-08-17,715.732184625,3.0,1.0,1.0,51950.0,207.8,metal,1.0,1.0,1.0,-12.0,-1.0,1.0,-11.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,-1,1,1,1,1,1,1,1,1.0,0,0.0,1,1,187.725849193,187.725849193,-187.725849193,187.725849193,187.725849193,-187.725849193,187.725849193,-187.725849193,187.725849193,-187.725849193,187.725849193,-187.725849193,187.725849193,187.725849193,187.725849193,-187.725849193,-187.725849193,187.725849193,-187.725849193,187.725849193,187.725849193,187.725849193,187.725849193,187.725849193,187.725849193,187.725849193,187.725849193,0.0,0.0,187.725849193,187.725849193
HIC,HSIU6,23210.0,272.89193067,0.00142382534409,1.0,1.0,-1.0,1.0,1.0,-23.0,2016-08-01,1756.06132993,2.0,1.0,1.0,149356.499356,23210.0,index,1.0,1.0,1.0,-23.0,1.0,1.0,-22.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,425.315138177,425.315138177,425.315138177,-425.315138177,425.315138177,-425.315138177,425.315138177,-425.315138177,-425.315138177,425.315138177,-425.315138177,425.315138177,-425.315138177,-425.315138177,425.315138177,-425.315138177,-425.315138177,425.315138177,-425.315138177,-425.315138177,-425.315138177,-425.315138177,425.315138177,-425.315138177,-425.315138177,-425.315138177,-425.315138177,-425.315138177,-425.315138177,-425.315138177,-425.315138177
HO,QHOV6,1.4096,0.041358183,0.0200448657645,1.0,-1.0,1.0,-1.0,-1.0,-11.0,2016-08-18,1737.043686,2.0,1.0,1.0,59203.2,1.4096,energy,1.0,1.0,-1.0,-11.0,-1.0,-1.0,-10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,1,1.0,-1,1,1,1,1,-1,1,1,1,1.0,1,0.0,1,1,2373.44039366,2373.44039366,-2373.44039366,2373.44039366,2373.44039366,-2373.44039366,2373.44039366,-2373.44039366,2373.44039366,-2373.44039366,2373.44039366,-2373.44039366,2373.44039366,2373.44039366,-2373.44039366,2373.44039366,2373.44039366,-2373.44039366,2373.44039366,2373.44039366,2373.44039366,2373.44039366,-2373.44039366,2373.44039366,2373.44039366,2373.44039366,2373.44039366,2373.44039366,0.0,2373.44039366,2373.44039366
JY,@JYU6,0.9625,0.00888,-0.00588721338566,-1.0,-1.0,1.0,-1.0,1.0,-11.0,2016-08-18,1110.0,2.0,1.0,1.0,120312.5,0.9625,currency,-1.0,1.0,1.0,-11.0,1.0,1.0,-10.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1,1,-1,0.0,-1,1.0,-1,1,-1416.61072093,1416.61072093,-1416.61072093,1416.61072093,1416.61072093,-1416.61072093,-1416.61072093,1416.61072093,1416.61072093,1416.61072093,-1416.61072093,1416.61072093,-1416.61072093,-1416.61072093,-1416.61072093,1416.61072093,1416.61072093,-1416.61072093,-1416.61072093,-1416.61072093,1416.61072093,-1416.61072093,-1416.61072093,1416.61072093,-1416.61072093,1416.61072093,-0.0,1416.61072093,-1416.61072093,1416.61072093,-1416.61072093
KC,@KCZ6,151.4,3.2775,0.0,1.0,-1.0,-1.0,-1.0,1.0,12.0,2016-08-17,1229.0625,2.0,1.0,1.0,56775.0,151.4,soft,1.0,1.0,1.0,12.0,1.0,1.0,11.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,1,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
KW,@KWZ6,413.25,9.0881500305,0.0166051660517,1.0,-1.0,1.0,-1.0,1.0,-25.0,2016-07-29,454.407501525,5.0,1.0,1.0,20662.5,413.25,grain,1.0,1.0,1.0,-25.0,1.0,1.0,-24.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1,-1,1,0.0,-1,0.0,1,-1,1715.52121771,1715.52121771,1715.52121771,-1715.52121771,1715.52121771,-1715.52121771,1715.52121771,-1715.52121771,1715.52121771,-1715.52121771,1715.52121771,-1715.52121771,1715.52121771,1715.52121771,1715.52121771,-1715.52121771,-1715.52121771,1715.52121771,1715.52121771,1715.52121771,-1715.52121771,1715.52121771,1715.52121771,-1715.52121771,-1715.52121771,1715.52121771,0.0,-1715.52121771,0.0,1715.52121771,-1715.52121771
LB,@LBX6,305.8,6.3018744075,-0.0170363227258,-1.0,1.0,1.0,1.0,-1.0,-27.0,2016-07-27,693.206184825,3.0,1.0,1.0,33638.0,305.8,soft,1.0,-1.0,-1.0,-27.0,-1.0,-1.0,-26.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,-1,1,-1,-1,1,1,1.0,-1,-1,1,1,1,-1,1,1,1,1.0,1,0.0,1,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
LC,@LEV6,101.6,1.91,-0.0190683079894,-1.0,-1.0,1.0,-1.0,1.0,-2.0,2016-08-05,764.0,3.0,1.0,1.0,40640.0,101.6,meat,1.0,-1.0,1.0,-2.0,-1.0,1.0,19.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,-1,1,1.0,-1,-1,1,1,1,-1,1,1,1,0.0,0,0.0,1,1,-2324.80811007,2324.80811007,2324.80811007,-2324.80811007,-2324.80811007,2324.80811007,2324.80811007,-2324.80811007,-2324.80811007,2324.80811007,-2324.80811007,2324.80811007,-2324.80811007,-2324.80811007,-2324.80811007,2324.80811007,-2324.80811007,2324.80811007,2324.80811007,-2324.80811007,-2324.80811007,-2324.80811007,2324.80811007,-2324.80811007,-2324.80811007,-2324.80811007,-0.0,-0.0,-0.0,-2324.80811007,-2324.80811007
LCO,EBZ6,47.21,1.4685,0.0301112808204,1.0,-1.0,-1.0,-1.0,-1.0,-10.0,2016-08-19,1468.5,2.0,1.0,1.0,47210.0,47.21,energy,1.0,1.0,-1.0,-10.0,-1.0,-1.0,-9.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,1,1.0,-1,1,-1,1,1,-1,1,-1,1,1.0,1,-1.0,1,1,2843.10713506,2843.10713506,-2843.10713506,2843.10713506,2843.10713506,-2843.10713506,2843.10713506,-2843.10713506,2843.10713506,-2843.10713506,-2843.10713506,-2843.10713506,2843.10713506,2843.10713506,-2843.10713506,2843.10713506,2843.10713506,-2843.10713506,2843.10713506,-2843.10713506,2843.10713506,2843.10713506,-2843.10713506,2843.10713506,-2843.10713506,2843.10713506,2843.10713506,2843.10713506,-2843.10713506,2843.10713506,2843.10713506
LGO,GASZ6,420.25,12.588609383,0.0163240628779,1.0,-1.0,-1.0,-1.0,-1.0,24.0,2016-08-01,1258.8609383,2.0,1.0,1.0,42025.0,420.25,energy,1.0,1.0,-1.0,24.0,-1.0,-1.0,23.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,1,-1.0,1,1,1,1,1,1,1,-1,1,1.0,1,-1.0,1,1,1372.03748489,1372.03748489,-1372.03748489,1372.03748489,1372.03748489,-1372.03748489,1372.03748489,-1372.03748489,1372.03748489,-1372.03748489,-1372.03748489,-1372.03748489,1372.03748489,1372.03748489,-1372.03748489,1372.03748489,-1372.03748489,1372.03748489,1372.03748489,1372.03748489,1372.03748489,1372.03748489,1372.03748489,1372.03748489,-1372.03748489,1372.03748489,1372.03748489,1372.03748489,-1372.03748489,1372.03748489,1372.03748489
LH,@HEV6,60.75,1.93875,-0.0406632451638,-1.0,1.0,-1.0,1.0,1.0,4.0,2016-08-29,775.5,3.0,1.0,1.0,24300.0,60.75,meat,1.0,-1.0,1.0,4.0,1.0,1.0,-5.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,1,-1,-1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-2964.35057244,2964.35057244,-2964.35057244,2964.35057244,-2964.35057244,2964.35057244,2964.35057244,-2964.35057244,2964.35057244,-2964.35057244,2964.35057244,-2964.35057244,2964.35057244,2964.35057244,-2964.35057244,2964.35057244,2964.35057244,-2964.35057244,2964.35057244,2964.35057244,2964.35057244,2964.35057244,-2964.35057244,2964.35057244,2964.35057244,2964.35057244,2964.35057244,2964.35057244,2964.35057244,2964.35057244,2964.35057244
LRC,LRCX6,1865.0,23.0549629205,0.00701943844492,1.0,-1.0,-1.0,-1.0,1.0,-24.0,2016-07-29,230.549629205,9.0,2.0,2.0,18650.0,1865.0,soft,1.0,1.0,1.0,-24.0,1.0,1.0,-23.0,-1.0,1.0,9.0,-1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,1,-1,1178.21274298,1178.21274298,1178.21274298,-1178.21274298,1178.21274298,-1178.21274298,1178.21274298,-1178.21274298,-1178.21274298,-1178.21274298,-1178.21274298,-1178.21274298,1178.21274298,1178.21274298,1178.21274298,-1178.21274298,-1178.21274298,1178.21274298,1178.21274298,-1178.21274298,-1178.21274298,-1178.21274298,1178.21274298,-1178.21274298,-1178.21274298,-1178.21274298,-1178.21274298,-1178.21274298,-1178.21274298,1178.21274298,-1178.21274298
LSU,QWV6,539.0,11.945,0.0154483798041,1.0,-1.0,-1.0,-1.0,-1.0,-25.0,2016-07-28,597.25,4.0,1.0,1.0,26950.0,539.0,soft,1.0,1.0,-1.0,-25.0,1.0,-1.0,-24.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,-1,-1,-1,0.0,0,-1.0,1,-1,1665.33534288,1665.33534288,1665.33534288,-1665.33534288,1665.33534288,-1665.33534288,1665.33534288,-1665.33534288,-1665.33534288,-1665.33534288,-1665.33534288,-1665.33534288,1665.33534288,1665.33534288,-1665.33534288,1665.33534288,1665.33534288,-1665.33534288,1665.33534288,-1665.33534288,1665.33534288,1665.33534288,1665.33534288,-1665.33534288,-1665.33534288,-1665.33534288,0.0,0.0,-1665.33534288,1665.33534288,-1665.33534288
MEM,@MMEU6,908.8,11.655,0.0165548098434,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2016-08-25,582.75,4.0,1.0,1.0,45440.0,908.8,index,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,-1,1,1.0,0,0.0,1,-1,3009.00223714,3009.00223714,3009.00223714,-3009.00223714,3009.00223714,-3009.00223714,3009.00223714,-3009.00223714,3009.00223714,-3009.00223714,3009.00223714,-3009.00223714,3009.00223714,3009.00223714,-3009.00223714,3009.00223714,3009.00223714,-3009.00223714,3009.00223714,-3009.00223714,3009.00223714,3009.00223714,3009.00223714,3009.00223714,-3009.00223714,3009.00223714,3009.00223714,0.0,0.0,3009.00223714,-3009.00223714
MFX,IBU6,8902.6,116.363555052,0.0182895444199,1.0,1.0,1.0,1.0,1.0,22.0,2016-08-03,1298.15182015,2.0,1.0,1.0,99317.4056,8902.6,index,1.0,1.0,1.0,22.0,1.0,1.0,21.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,0.0,-1,0.0,-1,-1,3632.94020278,3632.94020278,3632.94020278,-3632.94020278,3632.94020278,-3632.94020278,3632.94020278,-3632.94020278,3632.94020278,3632.94020278,3632.94020278,3632.94020278,-3632.94020278,-3632.94020278,3632.94020278,-3632.94020278,3632.94020278,-3632.94020278,-3632.94020278,-3632.94020278,-3632.94020278,-3632.94020278,-3632.94020278,-3632.94020278,-3632.94020278,3632.94020278,0.0,-3632.94020278,0.0,-3632.94020278,-3632.94020278
MP,@PXU6,0.05376,0.000664,0.00919842312746,1.0,-1.0,-1.0,-1.0,-1.0,13.0,2016-08-16,332.0,7.0,1.0,1.0,26880.0,0.05376,currency,1.0,1.0,-1.0,13.0,1.0,-1.0,12.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,1,-1,-1,-1,0.0,0,-1.0,1,-1,1730.77529566,1730.77529566,1730.77529566,-1730.77529566,1730.77529566,-1730.77529566,1730.77529566,-1730.77529566,-1730.77529566,-1730.77529566,-1730.77529566,-1730.77529566,1730.77529566,1730.77529566,-1730.77529566,1730.77529566,-1730.77529566,1730.77529566,1730.77529566,-1730.77529566,1730.77529566,1730.77529566,1730.77529566,-1730.77529566,-1730.77529566,-1730.77529566,0.0,0.0,-1730.77529566,1730.77529566,-1730.77529566
MW,@MWZ6,491.5,7.944207909,0.011316872428,1.0,-1.0,1.0,-1.0,1.0,-10.0,2016-08-19,397.21039545,6.0,1.0,1.0,24575.0,491.5,grain,1.0,1.0,1.0,-10.0,1.0,1.0,-9.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,6.0,-1.0,2.0,6.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1,-1,1,0.0,-1,0.0,1,-1,1668.67283951,1668.67283951,1668.67283951,-1668.67283951,1668.67283951,-1668.67283951,1668.67283951,-1668.67283951,1668.67283951,-1668.67283951,1668.67283951,-1668.67283951,1668.67283951,1668.67283951,1668.67283951,-1668.67283951,-1668.67283951,1668.67283951,1668.67283951,1668.67283951,-1668.67283951,1668.67283951,1668.67283951,-1668.67283951,-1668.67283951,1668.67283951,0.0,-1668.67283951,0.0,1668.67283951,-1668.67283951
NE,@NEU6,0.7288,0.00768,0.00137400384721,1.0,1.0,-1.0,1.0,1.0,-31.0,2016-07-21,768.0,3.0,1.0,1.0,72880.0,0.7288,currency,1.0,1.0,1.0,-31.0,1.0,1.0,-30.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,300.412201154,300.412201154,300.412201154,-300.412201154,300.412201154,-300.412201154,300.412201154,-300.412201154,-300.412201154,300.412201154,-300.412201154,300.412201154,-300.412201154,-300.412201154,300.412201154,-300.412201154,-300.412201154,300.412201154,-300.412201154,-300.412201154,-300.412201154,-300.412201154,300.412201154,-300.412201154,-300.412201154,-300.412201154,-300.412201154,-300.412201154,-300.412201154,-300.412201154,-300.412201154
NG,QNGV6,2.792,0.08844594,0.0,1.0,-1.0,-1.0,-1.0,1.0,-16.0,2016-08-11,884.4594,3.0,1.0,1.0,27920.0,2.792,energy,1.0,1.0,1.0,-16.0,-1.0,1.0,-15.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,-1,1,1,1,1,-1,-1,1,0.0,0,-1.0,1,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
NIY,@NKDU6,17130.0,196.25,0.0103214391035,1.0,1.0,-1.0,1.0,1.0,-1.0,2016-08-25,943.600346187,3.0,1.0,1.0,82363.6888162,17130.0,index,1.0,-1.0,1.0,-1.0,1.0,1.0,5.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,2550.33539537,2550.33539537,2550.33539537,-2550.33539537,2550.33539537,-2550.33539537,-2550.33539537,2550.33539537,-2550.33539537,2550.33539537,-2550.33539537,2550.33539537,-2550.33539537,-2550.33539537,2550.33539537,-2550.33539537,2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537,-2550.33539537
NQ,@NQU6,4795.25,32.5875,0.00371533228676,1.0,1.0,1.0,1.0,1.0,17.0,2016-08-10,651.75,4.0,1.0,1.0,95905.0,4795.25,index,1.0,1.0,1.0,17.0,1.0,1.0,16.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,0.0,-1,0.0,-1,-1,1425.27577185,1425.27577185,1425.27577185,-1425.27577185,1425.27577185,-1425.27577185,1425.27577185,-1425.27577185,1425.27577185,1425.27577185,1425.27577185,1425.27577185,-1425.27577185,-1425.27577185,1425.27577185,-1425.27577185,1425.27577185,-1425.27577185,-1425.27577185,-1425.27577185,-1425.27577185,-1425.27577185,-1425.27577185,-1425.27577185,-1425.27577185,1425.27577185,0.0,-1425.27577185,0.0,-1425.27577185,-1425.27577185
O,@OZ6,178.0,4.4125,-0.015214384509,-1.0,1.0,1.0,1.0,1.0,-20.0,2016-08-05,220.625,10.0,2.0,2.0,8900.0,178.0,grain,1.0,-1.0,1.0,-20.0,1.0,1.0,-19.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,2.0,10.0,1.0,2.0,10.0,1.0,-1,1,-1,-1,-1,-1,-1.0,1,-1,1,-1,-1,1,-1,-1,1,-1.0,-1,0.0,-1,-1,-1354.0802213,1354.0802213,-1354.0802213,1354.0802213,-1354.0802213,1354.0802213,1354.0802213,-1354.0802213,-1354.0802213,-1354.0802213,-1354.0802213,-1354.0802213,1354.0802213,1354.0802213,-1354.0802213,1354.0802213,1354.0802213,-1354.0802213,1354.0802213,-1354.0802213,1354.0802213,1354.0802213,-1354.0802213,1354.0802213,1354.0802213,-1354.0802213,1354.0802213,1354.0802213,-0.0,1354.0802213,1354.0802213
OJ,@OJX6,186.55,5.4082379595,-0.032667876588,-1.0,-1.0,-1.0,1.0,-1.0,18.0,2016-08-09,811.235693925,3.0,1.0,1.0,27982.5,186.55,soft,1.0,1.0,-1.0,18.0,1.0,-1.0,17.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,-1,-1,-1,1,1,-1,-1.0,1,1,-1,1,1,1,-1,-1,-1,0.0,0,-1.0,1,-1,-2742.38656987,2742.38656987,-2742.38656987,2742.38656987,-2742.38656987,2742.38656987,-2742.38656987,2742.38656987,2742.38656987,2742.38656987,2742.38656987,-2742.38656987,2742.38656987,-2742.38656987,2742.38656987,-2742.38656987,2742.38656987,-2742.38656987,-2742.38656987,2742.38656987,-2742.38656987,-2742.38656987,-2742.38656987,2742.38656987,2742.38656987,2742.38656987,-0.0,-0.0,2742.38656987,-2742.38656987,2742.38656987
PA,QPAZ6,673.55,20.304764234,0.017908417712,1.0,-1.0,1.0,-1.0,-1.0,17.0,2016-08-10,2030.4764234,1.0,1.0,1.0,67355.0,673.55,metal,1.0,1.0,-1.0,17.0,-1.0,-1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,-1,-1,1,1,1,1,-1.0,1,1,1,1,1,1,1,1,1,1.0,1,0.0,1,1,1206.22147499,1206.22147499,-1206.22147499,1206.22147499,1206.22147499,-1206.22147499,1206.22147499,-1206.22147499,1206.22147499,-1206.22147499,1206.22147499,-1206.22147499,1206.22147499,1206.22147499,-1206.22147499,1206.22147499,-1206.22147499,1206.22147499,1206.22147499,1206.22147499,1206.22147499,1206.22147499,1206.22147499,1206.22147499,1206.22147499,1206.22147499,1206.22147499,1206.22147499,0.0,1206.22147499,1206.22147499
PL,QPLV6,1062.2,23.445,0.0126799504243,1.0,1.0,1.0,1.0,-1.0,17.0,2016-08-10,1172.25,2.0,1.0,1.0,53110.0,1062.2,metal,-1.0,1.0,-1.0,17.0,-1.0,-1.0,16.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,1,-1,1,1,1,1.0,1,1.0,-1,1,1346.86433406,1346.86433406,-1346.86433406,1346.86433406,-1346.86433406,1346.86433406,1346.86433406,-1346.86433406,1346.86433406,1346.86433406,1346.86433406,1346.86433406,-1346.86433406,-1346.86433406,-1346.86433406,1346.86433406,-1346.86433406,1346.86433406,-1346.86433406,1346.86433406,1346.86433406,1346.86433406,-1346.86433406,1346.86433406,1346.86433406,1346.86433406,1346.86433406,1346.86433406,1346.86433406,-1346.86433406,1346.86433406
RB,QRBV6,1.3016,0.044964211,0.0229487582521,1.0,-1.0,-1.0,-1.0,-1.0,-10.0,2016-08-19,1888.496862,2.0,1.0,1.0,54667.2,1.3016,energy,1.0,1.0,-1.0,-10.0,-1.0,-1.0,-9.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,1,1.0,-1,1,-1,1,1,-1,1,-1,1,1.0,1,-1.0,1,1,2509.08871424,2509.08871424,-2509.08871424,2509.08871424,2509.08871424,-2509.08871424,2509.08871424,-2509.08871424,2509.08871424,-2509.08871424,-2509.08871424,-2509.08871424,2509.08871424,2509.08871424,-2509.08871424,2509.08871424,2509.08871424,-2509.08871424,2509.08871424,-2509.08871424,2509.08871424,2509.08871424,-2509.08871424,2509.08871424,-2509.08871424,2509.08871424,2509.08871424,2509.08871424,-2509.08871424,2509.08871424,2509.08871424
RR,@RRX6,9.69,0.2990035345,0.0286624203822,1.0,-1.0,1.0,-1.0,1.0,-9.0,2016-08-22,598.007069,4.0,1.0,1.0,19380.0,9.69,grain,1.0,-1.0,1.0,-9.0,-1.0,1.0,-8.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,1,-1,1,-1.0,1,-1,1,1,1,1,1,1,1,0.0,0,0.0,1,1,2221.91082803,2221.91082803,-2221.91082803,2221.91082803,2221.91082803,-2221.91082803,-2221.91082803,2221.91082803,2221.91082803,-2221.91082803,2221.91082803,-2221.91082803,2221.91082803,2221.91082803,2221.91082803,-2221.91082803,-2221.91082803,2221.91082803,-2221.91082803,2221.91082803,2221.91082803,2221.91082803,2221.91082803,2221.91082803,2221.91082803,2221.91082803,0.0,0.0,0.0,2221.91082803,2221.91082803
RS,@RSX6,465.3,7.47,0.00670705322371,1.0,1.0,1.0,1.0,1.0,6.0,2016-08-25,115.020401879,18.0,3.0,3.0,7164.52382785,465.3,grain,1.0,-1.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,18.0,1.0,1.0,18.0,1.0,1.0,18.0,1.0,1.0,18.0,1.0,-1,1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1.0,-1,0.0,-1,-1,864.951167448,864.951167448,864.951167448,-864.951167448,864.951167448,-864.951167448,-864.951167448,864.951167448,864.951167448,864.951167448,864.951167448,864.951167448,-864.951167448,-864.951167448,864.951167448,-864.951167448,864.951167448,-864.951167448,-864.951167448,-864.951167448,-864.951167448,-864.951167448,-864.951167448,-864.951167448,-864.951167448,864.951167448,-864.951167448,-864.951167448,0.0,-864.951167448,-864.951167448
