2016-09-16 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-16 00:00:00,Close2016-09-16 00:00:00,group,RiskOn,Excess,PC2016-09-15 00:00:00,Close2016-09-15 00:00:00,PC2016-09-14 00:00:00,Close2016-09-14 00:00:00,SEA2016-09-16 00:00:00,SRUN2016-09-16 00:00:00,SEA2016-09-15 00:00:00,SRUN2016-09-15 00:00:00,SEA2016-09-14 00:00:00,SRUN2016-09-14 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-15 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-15 00:00:00,0.5SIG2016-09-14 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-15 00:00:00,0.75SIG2016-09-14 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-15 00:00:00,1SIG2016-09-14 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FSS,LLZ6,99.7,0.019,0.000100310963988,1.0,-1.0,-1.0,-1.0,1.0,-5.0,2016-09-09,30.886875,65.0,9.0,9.0,162074.8125,0.000100310963988,99.7,rates,-1.0,-1.0,,,,,1.0,-5.0,,,,,1.0,1.0,-4.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1,1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,1,-1,1.0,1,1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
FV,@FVZ6,121.171875,0.325776393,-0.000966183574879,-1.0,-1.0,1.0,-1.0,1.0,-52.0,2016-07-05,325.776393,7.0,1.0,1.0,121171.875,-0.000966183574879,121.171875,rates,-1.0,1.0,,,,,1.0,-52.0,,,,,1.0,1.0,-51.0,-1.0,1.0,7.0,-1.0,2.0,7.0,1.0,,2.0,7.0,-1.0,,2.0,7.0,-1.0,,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,-1.0,1,-1,1.0,1,1,0,-819.519927536,819.519927536,-819.519927536,819.519927536,819.519927536,-819.519927536,-819.519927536,819.519927536,819.519927536,819.519927536,-819.519927536,819.519927536,-819.519927536,-819.519927536,-819.519927536,819.519927536,819.519927536,-819.519927536,-819.519927536,-819.519927536,819.519927536,-0.0,-819.519927536,819.519927536,819.519927536,819.519927536,-0.0,819.519927536,-819.519927536,819.519927536,-819.519927536,-819.519927536,-819.519927536
GC,QGCZ6,1310.2,14.89,-0.00591805766313,-1.0,1.0,-1.0,1.0,1.0,-51.0,2016-07-06,1489.0,2.0,1.0,1.0,131020.0,-0.00591805766313,1310.2,metal,-1.0,1.0,,,,,1.0,-51.0,,,,,-1.0,1.0,-50.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1,-1,0.0,-1.0,-1,-1,-1.0,0,-1,-1,-1550.76783005,1550.76783005,1550.76783005,-1550.76783005,1550.76783005,-1550.76783005,-1550.76783005,1550.76783005,1550.76783005,-1550.76783005,1550.76783005,-1550.76783005,1550.76783005,1550.76783005,-1550.76783005,1550.76783005,1550.76783005,-1550.76783005,1550.76783005,-1550.76783005,1550.76783005,1550.76783005,1550.76783005,1550.76783005,1550.76783005,1550.76783005,-0.0,1550.76783005,1550.76783005,1550.76783005,1550.76783005,-0.0,1550.76783005
HCM,HHIU6,9592.0,160.040692275,,1.0,1.0,1.0,1.0,1.0,19.0,2016-08-19,1029.86288465,2.0,1.0,1.0,61724.5817246,,,index,1.0,1.0,0.00366223710369,9592.0,,,,,1.0,19.0,,,1.0,1.0,19.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,0.0,0.0,-1,-1,-1.0,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG,QHGZ6,216.0,2.7075,0.000231535077564,1.0,1.0,1.0,1.0,-1.0,7.0,2016-09-07,676.875,3.0,1.0,1.0,54000.0,0.000231535077564,216.0,metal,1.0,1.0,,,,,-1.0,7.0,,,,,1.0,-1.0,6.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,1,1,1.0,1.0,1,-1,0.0,-1,-1,0,37.5086825654,37.5086825654,37.5086825654,-37.5086825654,37.5086825654,-37.5086825654,37.5086825654,-37.5086825654,37.5086825654,37.5086825654,37.5086825654,37.5086825654,-37.5086825654,-37.5086825654,-37.5086825654,37.5086825654,-37.5086825654,37.5086825654,-37.5086825654,37.5086825654,-37.5086825654,0.0,37.5086825654,37.5086825654,37.5086825654,37.5086825654,37.5086825654,37.5086825654,37.5086825654,-37.5086825654,0.0,-37.5086825654,-37.5086825654
HIC,HSIU6,23349.0,317.259675296,,1.0,1.0,1.0,1.0,1.0,12.0,2016-08-30,2041.5680521,1.0,1.0,1.0,150250.965251,,,index,1.0,1.0,0.0041716841562,23349.0,,,,,1.0,12.0,,,1.0,1.0,12.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,0.0,0.0,-1,-1,-1.0,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO,QHOX6,1.416,0.0431368405,-0.0104130267664,-1.0,1.0,1.0,1.0,-1.0,-20.0,2016-08-18,1811.747301,2.0,1.0,1.0,59472.0,-0.0104130267664,1.416,energy,1.0,1.0,,,,,-1.0,-20.0,,,,,1.0,-1.0,-19.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,1,1.0,1.0,-1,-1,0.0,-1,-1,-1,-1238.5670557,1238.5670557,-1238.5670557,1238.5670557,-1238.5670557,1238.5670557,-1238.5670557,1238.5670557,-1238.5670557,-1238.5670557,-1238.5670557,-1238.5670557,1238.5670557,1238.5670557,1238.5670557,-1238.5670557,-1238.5670557,1238.5670557,1238.5670557,1238.5670557,1238.5670557,1238.5670557,1238.5670557,-1238.5670557,-1238.5670557,-1238.5670557,-1238.5670557,-1238.5670557,1238.5670557,1238.5670557,-0.0,1238.5670557,1238.5670557
JY,@JYZ6,0.98015,0.0095630235,-0.00254414084364,-1.0,-1.0,1.0,-1.0,-1.0,-20.0,2016-08-18,1195.3779375,2.0,1.0,1.0,122518.75,-0.00254414084364,0.98015,currency,-1.0,1.0,,,,,-1.0,-20.0,,,,,1.0,-1.0,-19.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,-1,1.0,0.0,1,-1,1.0,1,1,0,-623.409911973,623.409911973,-623.409911973,623.409911973,623.409911973,-623.409911973,-623.409911973,623.409911973,-0.0,623.409911973,-623.409911973,623.409911973,-623.409911973,-623.409911973,623.409911973,-623.409911973,-623.409911973,623.409911973,-623.409911973,623.409911973,-623.409911973,-0.0,-623.409911973,-623.409911973,-623.409911973,623.409911973,-623.409911973,-0.0,-623.409911973,623.409911973,-623.409911973,-623.409911973,-623.409911973
KC,@KCZ6,148.4,3.34,-0.00335795836132,-1.0,1.0,-1.0,1.0,-1.0,-7.0,2016-09-07,1252.5,2.0,1.0,1.0,55650.0,-0.00335795836132,148.4,soft,1.0,1.0,,,,,-1.0,-7.0,,,,,1.0,-1.0,-6.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,-1,1,-1,0.0,0.0,-1,-1,0.0,-1,-1,-1,-373.740765615,373.740765615,-373.740765615,373.740765615,-373.740765615,373.740765615,-373.740765615,373.740765615,-0.0,-373.740765615,373.740765615,-373.740765615,373.740765615,373.740765615,373.740765615,-373.740765615,-373.740765615,373.740765615,373.740765615,373.740765615,373.740765615,373.740765615,373.740765615,373.740765615,-373.740765615,373.740765615,-0.0,-0.0,373.740765615,373.740765615,-0.0,373.740765615,373.740765615
KW,@KWZ6,417.25,8.95,0.00300480769231,1.0,1.0,-1.0,1.0,1.0,12.0,2016-08-30,447.5,5.0,1.0,1.0,20862.5,0.00300480769231,417.25,grain,1.0,1.0,,,,,1.0,12.0,,,,,-1.0,1.0,11.0,0.0,1.0,5.0,0.0,2.0,5.0,-1.0,,1.0,5.0,1.0,,1.0,5.0,1.0,,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,-1,-1,1,0.0,0.0,-1,1,-1.0,-1,-1,-1,313.439002404,313.439002404,-313.439002404,313.439002404,313.439002404,-313.439002404,313.439002404,-313.439002404,0.0,313.439002404,-313.439002404,313.439002404,-313.439002404,-313.439002404,313.439002404,-313.439002404,313.439002404,-313.439002404,-313.439002404,-313.439002404,-313.439002404,-313.439002404,-313.439002404,-313.439002404,-313.439002404,313.439002404,0.0,0.0,-313.439002404,313.439002404,-313.439002404,-313.439002404,-313.439002404
LB,@LBX6,303.9,6.4898374875,0.00963455149502,1.0,1.0,1.0,-1.0,-1.0,18.0,2016-08-22,713.882123625,3.0,1.0,1.0,33429.0,0.00963455149502,303.9,soft,1.0,-1.0,,,,,-1.0,18.0,,,,,-1.0,-1.0,17.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,2.0,0.0,-1.0,,-1,1,1,-1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1.0,1,1,-1.0,-1,-1,1,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
LC,@LEZ6,108.05,2.2005434785,0.0100490768871,1.0,-1.0,-1.0,-1.0,-1.0,8.0,2016-09-06,880.2173914,3.0,1.0,1.0,43220.0,0.0100490768871,108.05,meat,1.0,-1.0,,,,,-1.0,8.0,,,,,1.0,-1.0,7.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,1.0,3.0,-1.0,,-1,1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,1,-1,-1.0,0.0,1,1,1.0,0,1,0,1302.96330918,1302.96330918,1302.96330918,-1302.96330918,1302.96330918,-1302.96330918,-1302.96330918,1302.96330918,0.0,-1302.96330918,-1302.96330918,-1302.96330918,1302.96330918,1302.96330918,-1302.96330918,1302.96330918,-1302.96330918,1302.96330918,1302.96330918,-1302.96330918,1302.96330918,0.0,1302.96330918,-1302.96330918,1302.96330918,-1302.96330918,-1302.96330918,0.0,1302.96330918,1302.96330918,1302.96330918,0.0,1302.96330918
LCO,EBZ6,46.24,1.585,-0.0174245643859,-1.0,1.0,1.0,1.0,-1.0,-11.0,2016-09-01,1585.0,2.0,1.0,1.0,46240.0,-0.0174245643859,46.24,energy,1.0,1.0,,,,,-1.0,-11.0,,,,,1.0,-1.0,-10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,1,1.0,1.0,-1,-1,0.0,-1,-1,-1,-1611.42371441,1611.42371441,-1611.42371441,1611.42371441,-1611.42371441,1611.42371441,-1611.42371441,1611.42371441,-1611.42371441,-1611.42371441,-1611.42371441,-1611.42371441,1611.42371441,1611.42371441,1611.42371441,-1611.42371441,-1611.42371441,1611.42371441,1611.42371441,1611.42371441,1611.42371441,1611.42371441,1611.42371441,-1611.42371441,-1611.42371441,-1611.42371441,-1611.42371441,-1611.42371441,1611.42371441,1611.42371441,-0.0,1611.42371441,1611.42371441
LGO,GASZ6,416.5,13.075,-0.00892325996431,-1.0,1.0,-1.0,1.0,-1.0,-14.0,2016-08-29,1307.5,2.0,1.0,1.0,41650.0,-0.00892325996431,416.5,energy,1.0,1.0,,,,,-1.0,-14.0,,,,,1.0,-1.0,33.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,1,-1,0.0,0.0,-1,-1,0.0,-1,-1,-1,-743.307555027,743.307555027,-743.307555027,743.307555027,-743.307555027,743.307555027,-743.307555027,743.307555027,-0.0,-743.307555027,743.307555027,-743.307555027,743.307555027,743.307555027,743.307555027,-743.307555027,743.307555027,-743.307555027,743.307555027,743.307555027,743.307555027,743.307555027,-743.307555027,743.307555027,-743.307555027,743.307555027,-0.0,-0.0,743.307555027,743.307555027,-0.0,743.307555027,743.307555027
LH,@HEZ6,49.95,1.7426993395,0.010111223458,1.0,-1.0,1.0,-1.0,1.0,-10.0,2016-09-01,697.0797358,3.0,1.0,1.0,19980.0,0.010111223458,49.95,meat,1.0,-1.0,,,,,1.0,-10.0,,,,,1.0,1.0,-9.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,1,1,-1.0,0.0,1,1,0.0,0,-1,1,606.066734075,606.066734075,606.066734075,-606.066734075,606.066734075,-606.066734075,-606.066734075,606.066734075,0.0,-606.066734075,606.066734075,-606.066734075,606.066734075,606.066734075,606.066734075,-606.066734075,-606.066734075,606.066734075,606.066734075,606.066734075,-606.066734075,606.066734075,606.066734075,-606.066734075,606.066734075,606.066734075,-606.066734075,0.0,606.066734075,606.066734075,0.0,0.0,-606.066734075
LRC,LRCX6,1937.0,22.1,0.00051652892562,1.0,-1.0,1.0,-1.0,1.0,-6.0,2016-09-08,221.0,10.0,2.0,2.0,19370.0,0.00051652892562,1937.0,soft,1.0,1.0,,,,,1.0,-6.0,,,,,-1.0,1.0,-5.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,,2.0,10.0,-1.0,,2.0,10.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,1.0,1.0,1,1,-1.0,0,-1,1,100.051652893,100.051652893,-100.051652893,100.051652893,100.051652893,-100.051652893,100.051652893,-100.051652893,100.051652893,-100.051652893,100.051652893,-100.051652893,100.051652893,100.051652893,100.051652893,-100.051652893,-100.051652893,100.051652893,100.051652893,100.051652893,100.051652893,100.051652893,100.051652893,100.051652893,100.051652893,100.051652893,100.051652893,100.051652893,100.051652893,100.051652893,-100.051652893,0.0,-100.051652893
LSU,QWZ6,583.4,12.1568791585,0.0492805755396,1.0,-1.0,1.0,-1.0,1.0,-35.0,2016-07-28,607.843957925,4.0,1.0,1.0,29170.0,0.0492805755396,583.4,soft,1.0,1.0,,,,,1.0,-35.0,,,,,1.0,-1.0,-34.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,1,1.0,1.0,1,1,1.0,0,1,1,5750.05755396,5750.05755396,5750.05755396,-5750.05755396,5750.05755396,-5750.05755396,5750.05755396,-5750.05755396,5750.05755396,-5750.05755396,5750.05755396,-5750.05755396,5750.05755396,5750.05755396,-5750.05755396,5750.05755396,5750.05755396,-5750.05755396,5750.05755396,-5750.05755396,5750.05755396,5750.05755396,5750.05755396,5750.05755396,5750.05755396,5750.05755396,5750.05755396,5750.05755396,5750.05755396,5750.05755396,5750.05755396,0.0,5750.05755396
MEM,@MMEZ6,888.5,15.5791465445,-0.00615212527964,-1.0,1.0,-1.0,1.0,-1.0,8.0,2016-09-06,778.957327225,3.0,1.0,1.0,44425.0,-0.00615212527964,888.5,index,1.0,1.0,,,,,-1.0,8.0,,,,,1.0,1.0,7.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,1.0,3.0,1.0,,1.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-819.924496644,819.924496644,-819.924496644,819.924496644,-819.924496644,819.924496644,-819.924496644,819.924496644,819.924496644,-819.924496644,819.924496644,-819.924496644,819.924496644,819.924496644,-819.924496644,819.924496644,-819.924496644,819.924496644,-819.924496644,819.924496644,819.924496644,819.924496644,819.924496644,819.924496644,819.924496644,819.924496644,819.924496644,819.924496644,819.924496644,819.924496644,819.924496644,819.924496644,819.924496644
MFX,IBV6,8604.7,128.978833002,-0.0103852788959,-1.0,1.0,-1.0,1.0,1.0,32.0,2016-08-03,1439.0168398,2.0,1.0,1.0,96002.6379,-0.0103852788959,8604.7,index,1.0,1.0,,,,,1.0,32.0,,,,,1.0,1.0,31.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1994.02833867,1994.02833867,-1994.02833867,1994.02833867,-1994.02833867,1994.02833867,-1994.02833867,1994.02833867,1994.02833867,-1994.02833867,1994.02833867,-1994.02833867,1994.02833867,1994.02833867,-1994.02833867,1994.02833867,-1994.02833867,1994.02833867,-1994.02833867,1994.02833867,1994.02833867,1994.02833867,1994.02833867,1994.02833867,1994.02833867,1994.02833867,1994.02833867,1994.02833867,1994.02833867,1994.02833867,1994.02833867,1994.02833867,1994.02833867
MP,@PXZ6,0.05039,0.0007576985,-0.0215533980583,-1.0,-1.0,1.0,-1.0,-1.0,8.0,2016-09-06,378.84925,6.0,1.0,1.0,25195.0,-0.0215533980583,0.05039,currency,1.0,1.0,,,,,-1.0,8.0,,,,,-1.0,-1.0,7.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,,2.0,6.0,-1.0,,2.0,6.0,-1.0,,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1.0,1,1,0.0,0,1,1,-3258.22718447,3258.22718447,3258.22718447,-3258.22718447,-3258.22718447,3258.22718447,-3258.22718447,3258.22718447,-3258.22718447,3258.22718447,-3258.22718447,3258.22718447,-3258.22718447,-3258.22718447,3258.22718447,-3258.22718447,3258.22718447,-3258.22718447,3258.22718447,-3258.22718447,-3258.22718447,-3258.22718447,-3258.22718447,-3258.22718447,-3258.22718447,-3258.22718447,-3258.22718447,-3258.22718447,-3258.22718447,-3258.22718447,-0.0,-0.0,-3258.22718447
MW,@MWZ6,492.75,7.45,0.0030534351145,1.0,-1.0,1.0,-1.0,1.0,-19.0,2016-08-19,372.5,6.0,1.0,1.0,24637.5,0.0030534351145,492.75,grain,1.0,1.0,,,,,1.0,-19.0,,,,,-1.0,1.0,-18.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,,2.0,6.0,-1.0,,2.0,6.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,1.0,1.0,1,1,-1.0,0,-1,1,451.374045802,451.374045802,-451.374045802,451.374045802,451.374045802,-451.374045802,451.374045802,-451.374045802,451.374045802,-451.374045802,451.374045802,-451.374045802,451.374045802,451.374045802,451.374045802,-451.374045802,-451.374045802,451.374045802,451.374045802,451.374045802,451.374045802,451.374045802,451.374045802,451.374045802,451.374045802,451.374045802,451.374045802,451.374045802,451.374045802,451.374045802,-451.374045802,0.0,-451.374045802
NE,@NEZ6,0.7233,0.0080355,-0.00754665203074,-1.0,1.0,1.0,1.0,1.0,14.0,2016-08-26,803.55,3.0,1.0,1.0,72330.0,-0.00754665203074,0.7233,currency,1.0,1.0,,,,,1.0,14.0,,,,,1.0,1.0,13.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,,1.0,3.0,1.0,,1.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,0.0,0.0,-1,-1,-1.0,-1,-1,0,-1637.54802415,1637.54802415,-1637.54802415,1637.54802415,-1637.54802415,1637.54802415,-1637.54802415,1637.54802415,-0.0,-1637.54802415,-1637.54802415,-1637.54802415,1637.54802415,1637.54802415,-1637.54802415,1637.54802415,-1637.54802415,1637.54802415,-1637.54802415,1637.54802415,1637.54802415,-0.0,1637.54802415,1637.54802415,-1637.54802415,-1637.54802415,-0.0,-0.0,1637.54802415,1637.54802415,1637.54802415,1637.54802415,1637.54802415
NG,QNGX6,3.021,0.0936379695,0.00632911392405,1.0,1.0,1.0,1.0,1.0,8.0,2016-09-06,936.379695,3.0,1.0,1.0,30210.0,0.00632911392405,3.021,energy,1.0,1.0,,,,,1.0,8.0,,,,,1.0,1.0,7.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,0.0,0.0,-1,-1,-1.0,-1,-1,0,573.607594937,573.607594937,573.607594937,-573.607594937,573.607594937,-573.607594937,573.607594937,-573.607594937,0.0,573.607594937,573.607594937,573.607594937,-573.607594937,-573.607594937,573.607594937,-573.607594937,573.607594937,-573.607594937,573.607594937,-573.607594937,-573.607594937,0.0,-573.607594937,-573.607594937,573.607594937,573.607594937,0.0,0.0,-573.607594937,-573.607594937,-573.607594937,-573.607594937,-573.607594937
NIY,@NKDZ6,16240.0,201.498155797,-0.0091519219036,-1.0,1.0,1.0,1.0,1.0,15.0,2016-08-25,985.1283651,3.0,1.0,1.0,79397.6728268,-0.0091519219036,16240.0,index,1.0,-1.0,,,,,1.0,15.0,,,,,1.0,1.0,14.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,,1.0,3.0,1.0,,2.0,3.0,1.0,,-1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,-1.0,0.0,-1,-1,-1.0,-1,-1,0,-2179.92390312,2179.92390312,-2179.92390312,2179.92390312,-2179.92390312,2179.92390312,2179.92390312,-2179.92390312,-0.0,-2179.92390312,-2179.92390312,-2179.92390312,2179.92390312,2179.92390312,-2179.92390312,2179.92390312,-2179.92390312,2179.92390312,-2179.92390312,2179.92390312,2179.92390312,-0.0,2179.92390312,2179.92390312,-2179.92390312,-2179.92390312,2179.92390312,-0.0,2179.92390312,2179.92390312,2179.92390312,2179.92390312,2179.92390312
NQ,@NQZ6,4814.25,51.779880096,0.000103869124903,1.0,-1.0,1.0,-1.0,1.0,26.0,2016-08-10,1035.59760192,2.0,1.0,1.0,96285.0,0.000103869124903,4814.25,index,1.0,1.0,,,,,1.0,26.0,,,,,1.0,1.0,25.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,-1,1,1,0.0,0.0,1,1,0.0,0,-1,0,20.0020773825,20.0020773825,20.0020773825,-20.0020773825,20.0020773825,-20.0020773825,20.0020773825,-20.0020773825,0.0,-20.0020773825,20.0020773825,-20.0020773825,20.0020773825,20.0020773825,20.0020773825,-20.0020773825,20.0020773825,-20.0020773825,20.0020773825,-20.0020773825,-20.0020773825,0.0,20.0020773825,-20.0020773825,20.0020773825,20.0020773825,0.0,0.0,20.0020773825,20.0020773825,0.0,0.0,-20.0020773825
O,@OZ6,175.75,4.6375,0.0158959537572,1.0,1.0,1.0,-1.0,1.0,-29.0,2016-08-05,231.875,9.0,2.0,2.0,8787.5,0.0158959537572,175.75,grain,1.0,-1.0,,,,,1.0,-29.0,,,,,-1.0,1.0,-28.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,,1.0,9.0,1.0,,2.0,9.0,-1.0,,-1,1,1,-1,-1,1,-1.0,1,1,1,-1,1,1,1,1,0.0,1.0,1,1,-1.0,-1,-1,1,1257.17124277,1257.17124277,-1257.17124277,1257.17124277,1257.17124277,-1257.17124277,-1257.17124277,1257.17124277,1257.17124277,1257.17124277,1257.17124277,-1257.17124277,1257.17124277,-1257.17124277,1257.17124277,-1257.17124277,-1257.17124277,1257.17124277,1257.17124277,1257.17124277,-1257.17124277,1257.17124277,1257.17124277,1257.17124277,1257.17124277,1257.17124277,0.0,1257.17124277,1257.17124277,1257.17124277,-1257.17124277,-1257.17124277,-1257.17124277
OJ,@OJX6,196.7,5.3175,0.0107913669065,1.0,1.0,-1.0,1.0,1.0,-21.0,2016-08-17,797.625,3.0,1.0,1.0,29505.0,0.0107913669065,196.7,soft,1.0,1.0,,,,,1.0,-21.0,,,,,-1.0,1.0,-20.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,,1.0,3.0,1.0,,1.0,3.0,1.0,,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1,1,0.0,0.0,-1,1,-1.0,-1,-1,0,955.197841727,955.197841727,-955.197841727,955.197841727,955.197841727,-955.197841727,955.197841727,-955.197841727,0.0,955.197841727,-955.197841727,955.197841727,-955.197841727,-955.197841727,955.197841727,-955.197841727,-955.197841727,955.197841727,-955.197841727,955.197841727,-955.197841727,0.0,-955.197841727,-955.197841727,-955.197841727,955.197841727,0.0,0.0,-955.197841727,955.197841727,-955.197841727,-955.197841727,-955.197841727
