2016-09-27 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-27 00:00:00,Close2016-09-27 00:00:00,group,RiskOn,Excess,PC2016-09-26 00:00:00,Close2016-09-26 00:00:00,SEA2016-09-27 00:00:00,SRUN2016-09-27 00:00:00,SEA2016-09-26 00:00:00,SRUN2016-09-26 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-26 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-26 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-26 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-26 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FV,@FVZ6,121.703125,0.312109375,0.000770910959784,1.0,1.0,1.0,1.0,1.0,10.0,2016-09-13,312.109375,7.0,1.0,1.0,121703.125,0.000770910959784,121.703125,rates,-1.0,1.0,,,1.0,10.0,,,1.0,1.0,9.0,-1.0,1.0,7.0,-1.0,1.0,7.0,1.0,2.0,7.0,1.0,2.0,7.0,1.0,1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,1,-1,-1,0.0,-1.0,-1.0,-1.0,0.0,0,-1,-1,656.755910317,656.755910317,656.755910317,-656.755910317,-656.755910317,656.755910317,656.755910317,-656.755910317,-656.755910317,656.755910317,656.755910317,656.755910317,-656.755910317,-656.755910317,656.755910317,-656.755910317,656.755910317,-656.755910317,656.755910317,-656.755910317,-656.755910317,-656.755910317,-656.755910317,656.755910317,-656.755910317,-656.755910317,0.0,-656.755910317,-656.755910317,-656.755910317,0.0,0.0,-656.755910317
GC,QGCZ6,1330.4,14.67,-0.010192693996,-1.0,-1.0,-1.0,1.0,1.0,7.0,2016-09-16,1467.0,2.0,1.0,1.0,133040.0,-0.010192693996,1330.4,metal,-1.0,1.0,,,1.0,7.0,,,1.0,1.0,6.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1,-1,-1,1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,1,1,-1,-2712.07201845,2712.07201845,-2712.07201845,2712.07201845,2712.07201845,-2712.07201845,-2712.07201845,2712.07201845,2712.07201845,2712.07201845,2712.07201845,-2712.07201845,2712.07201845,-2712.07201845,-2712.07201845,2712.07201845,-2712.07201845,2712.07201845,-2712.07201845,2712.07201845,2712.07201845,2712.07201845,2712.07201845,2712.07201845,2712.07201845,2712.07201845,2712.07201845,2712.07201845,2712.07201845,2712.07201845,-2712.07201845,-2712.07201845,-2712.07201845
HCM,HHIV6,9768.0,183.417066958,0.0148571428571,1.0,1.0,1.0,1.0,1.0,-11.0,2016-09-09,1180.29000616,2.0,1.0,1.0,62857.1428571,0.0148571428571,9768.0,index,1.0,1.0,,,1.0,-11.0,,,-1.0,1.0,-10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,0,1867.75510204,1867.75510204,-1867.75510204,1867.75510204,1867.75510204,-1867.75510204,1867.75510204,-1867.75510204,1867.75510204,1867.75510204,1867.75510204,1867.75510204,-1867.75510204,-1867.75510204,1867.75510204,-1867.75510204,-1867.75510204,1867.75510204,-1867.75510204,1867.75510204,-1867.75510204,0.0,-1867.75510204,-1867.75510204,-1867.75510204,1867.75510204,1867.75510204,1867.75510204,0.0,1867.75510204,-1867.75510204,-1867.75510204,-1867.75510204
HG,QHGZ6,217.1,2.6175,-0.0125085285422,-1.0,-1.0,1.0,-1.0,-1.0,-14.0,2016-09-07,654.375,4.0,1.0,1.0,54275.0,-0.0125085285422,217.1,metal,1.0,1.0,,,-1.0,-14.0,,,-1.0,-1.0,-13.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,-2715.60154651,2715.60154651,2715.60154651,-2715.60154651,-2715.60154651,2715.60154651,-2715.60154651,2715.60154651,-2715.60154651,2715.60154651,-2715.60154651,2715.60154651,-2715.60154651,-2715.60154651,2715.60154651,-2715.60154651,-2715.60154651,2715.60154651,2715.60154651,-2715.60154651,-2715.60154651,-2715.60154651,2715.60154651,-2715.60154651,-2715.60154651,-2715.60154651,-2715.60154651,-2715.60154651,-2715.60154651,-2715.60154651,-0.0,-0.0,-2715.60154651
HIC,HSIV6,23621.0,345.79838516,0.0132984427952,1.0,1.0,1.0,1.0,1.0,11.0,2016-09-09,2225.21483372,1.0,1.0,1.0,152001.287001,0.0132984427952,23621.0,index,1.0,1.0,,,1.0,11.0,,,-1.0,1.0,-11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,0,2021.38041999,2021.38041999,-2021.38041999,2021.38041999,2021.38041999,-2021.38041999,2021.38041999,-2021.38041999,2021.38041999,2021.38041999,2021.38041999,2021.38041999,-2021.38041999,-2021.38041999,2021.38041999,-2021.38041999,-2021.38041999,2021.38041999,-2021.38041999,2021.38041999,-2021.38041999,0.0,-2021.38041999,-2021.38041999,-2021.38041999,2021.38041999,2021.38041999,2021.38041999,0.0,2021.38041999,-2021.38041999,-2021.38041999,-2021.38041999
HO,QHOX6,1.4161,0.046430999,-0.0286713766376,-1.0,1.0,1.0,1.0,-1.0,13.0,2016-09-08,1950.101958,2.0,1.0,1.0,59476.2,-0.0286713766376,1.4161,energy,1.0,1.0,,,-1.0,13.0,,,1.0,-1.0,12.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,1,-1,1.0,1.0,0.0,0.0,0.0,-1,-1,-1,-3410.52906235,3410.52906235,-3410.52906235,3410.52906235,-3410.52906235,3410.52906235,-3410.52906235,3410.52906235,-3410.52906235,-3410.52906235,-3410.52906235,-3410.52906235,3410.52906235,3410.52906235,3410.52906235,-3410.52906235,3410.52906235,-3410.52906235,3410.52906235,-3410.52906235,3410.52906235,3410.52906235,-3410.52906235,-3410.52906235,-3410.52906235,3410.52906235,-3410.52906235,-3410.52906235,-0.0,-0.0,-0.0,3410.52906235,3410.52906235
JY,@JYZ6,1.00075,0.010126386,0.000800040002,1.0,1.0,-1.0,1.0,-1.0,16.0,2016-09-02,1265.79825,2.0,1.0,1.0,125093.75,0.000800040002,1.00075,currency,-1.0,1.0,,,-1.0,16.0,,,1.0,-1.0,15.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,1,-1,-1,0.0,-1.0,-1.0,0.0,1.0,0,1,-1,200.160008,200.160008,200.160008,-200.160008,-200.160008,200.160008,200.160008,-200.160008,-200.160008,200.160008,-200.160008,200.160008,-200.160008,-200.160008,-200.160008,200.160008,-200.160008,200.160008,-200.160008,-200.160008,-200.160008,-200.160008,200.160008,200.160008,-200.160008,-200.160008,0.0,-200.160008,-200.160008,0.0,200.160008,0.0,200.160008
KC,@KCZ6,153.7,3.5175,0.000976880494953,1.0,1.0,1.0,1.0,-1.0,-14.0,2016-09-07,1319.0625,2.0,1.0,1.0,57637.5,0.000976880494953,153.7,soft,1.0,1.0,,,-1.0,-14.0,,,1.0,-1.0,-13.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,-1,1.0,1.0,0.0,-1.0,0.0,-1,-1,-1,112.609899056,112.609899056,112.609899056,-112.609899056,112.609899056,-112.609899056,112.609899056,-112.609899056,112.609899056,112.609899056,112.609899056,112.609899056,-112.609899056,-112.609899056,-112.609899056,112.609899056,112.609899056,-112.609899056,-112.609899056,-112.609899056,-112.609899056,-112.609899056,-112.609899056,112.609899056,112.609899056,-112.609899056,112.609899056,112.609899056,0.0,-112.609899056,0.0,-112.609899056,-112.609899056
KW,@KWZ6,419.25,8.55,0.0126811594203,1.0,-1.0,-1.0,1.0,1.0,19.0,2016-08-30,427.5,5.0,1.0,1.0,20962.5,0.0126811594203,419.25,grain,1.0,1.0,,,1.0,19.0,,,-1.0,1.0,18.0,0.0,1.0,5.0,0.0,1.0,5.0,-1.0,1.0,5.0,-1.0,2.0,5.0,1.0,-1,-1,-1,1,-1,1,1.0,-1,-1,-1,1,-1,-1,1,1,0.0,0.0,1.0,0.0,-1.0,0,-1,0,1329.14402174,1329.14402174,-1329.14402174,1329.14402174,1329.14402174,-1329.14402174,1329.14402174,-1329.14402174,0.0,-1329.14402174,-1329.14402174,1329.14402174,-1329.14402174,1329.14402174,1329.14402174,-1329.14402174,1329.14402174,-1329.14402174,-1329.14402174,-1329.14402174,1329.14402174,0.0,-1329.14402174,-1329.14402174,1329.14402174,1329.14402174,0.0,0.0,1329.14402174,0.0,-1329.14402174,0.0,-1329.14402174
LB,@LBX6,326.2,6.7,-0.0027514521553,-1.0,-1.0,-1.0,-1.0,1.0,-8.0,2016-09-15,737.0,3.0,1.0,1.0,35882.0,-0.0027514521553,326.2,soft,1.0,-1.0,,,1.0,-8.0,,,1.0,1.0,-7.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1,1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
LC,@LEZ6,103.125,2.201528532,-0.0282685512367,-1.0,1.0,1.0,1.0,-1.0,-4.0,2016-09-21,880.6114128,3.0,1.0,1.0,41250.0,-0.0282685512367,103.125,meat,1.0,-1.0,,,-1.0,-4.0,,,-1.0,-1.0,14.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,1,-1,-1,1,1,-1.0,1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,0.0,-1.0,-1,-1,1,-3498.23321555,3498.23321555,3498.23321555,-3498.23321555,-3498.23321555,3498.23321555,3498.23321555,-3498.23321555,-3498.23321555,-3498.23321555,-3498.23321555,-3498.23321555,3498.23321555,3498.23321555,3498.23321555,-3498.23321555,3498.23321555,-3498.23321555,3498.23321555,-3498.23321555,-3498.23321555,-3498.23321555,3498.23321555,-3498.23321555,-3498.23321555,-3498.23321555,-3498.23321555,-3498.23321555,-3498.23321555,-0.0,3498.23321555,3498.23321555,3498.23321555
LCO,EBZ6,46.52,1.616,-0.0294179011058,-1.0,1.0,1.0,1.0,-1.0,13.0,2016-09-08,1616.0,2.0,1.0,1.0,46520.0,-0.0294179011058,46.52,energy,1.0,1.0,,,-1.0,13.0,,,1.0,-1.0,12.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,1,-1,1.0,1.0,0.0,0.0,0.0,-1,-1,-1,-2737.04151888,2737.04151888,-2737.04151888,2737.04151888,-2737.04151888,2737.04151888,-2737.04151888,2737.04151888,-2737.04151888,-2737.04151888,-2737.04151888,-2737.04151888,2737.04151888,2737.04151888,2737.04151888,-2737.04151888,2737.04151888,-2737.04151888,2737.04151888,-2737.04151888,2737.04151888,2737.04151888,-2737.04151888,-2737.04151888,-2737.04151888,2737.04151888,-2737.04151888,-2737.04151888,-0.0,-0.0,-0.0,2737.04151888,2737.04151888
LGO,GASZ6,412.75,13.8625,-0.0373177842566,-1.0,1.0,-1.0,1.0,-1.0,13.0,2016-09-08,1386.25,2.0,1.0,1.0,41275.0,-0.0373177842566,412.75,energy,1.0,1.0,,,-1.0,13.0,,,1.0,-1.0,-17.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,-1,0.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-3080.58309038,3080.58309038,-3080.58309038,3080.58309038,-3080.58309038,3080.58309038,-3080.58309038,3080.58309038,-0.0,-3080.58309038,3080.58309038,-3080.58309038,3080.58309038,3080.58309038,3080.58309038,-3080.58309038,-3080.58309038,3080.58309038,3080.58309038,3080.58309038,3080.58309038,3080.58309038,3080.58309038,-3080.58309038,-3080.58309038,3080.58309038,-0.0,-0.0,-0.0,3080.58309038,-0.0,3080.58309038,3080.58309038
LH,@HEZ6,46.45,1.794636564,-0.0442386831276,-1.0,1.0,1.0,1.0,1.0,-17.0,2016-09-01,717.8546256,3.0,1.0,1.0,18580.0,-0.0442386831276,46.45,meat,1.0,-1.0,,,1.0,-17.0,,,-1.0,1.0,-16.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1,1,0.0,1.0,0.0,0.0,-1.0,-1,-1,0,-2465.86419753,2465.86419753,2465.86419753,-2465.86419753,-2465.86419753,2465.86419753,2465.86419753,-2465.86419753,-2465.86419753,-2465.86419753,-2465.86419753,-2465.86419753,2465.86419753,2465.86419753,-2465.86419753,2465.86419753,2465.86419753,-2465.86419753,2465.86419753,-2465.86419753,2465.86419753,-0.0,2465.86419753,2465.86419753,2465.86419753,-2465.86419753,-0.0,-2465.86419753,-0.0,-0.0,2465.86419753,2465.86419753,2465.86419753
LRC,LRCX6,1995.0,24.75,0.0101265822785,1.0,1.0,-1.0,1.0,-1.0,-1.0,2016-09-19,247.5,9.0,2.0,2.0,19950.0,0.0101265822785,1995.0,soft,1.0,1.0,,,-1.0,-1.0,,,1.0,-1.0,-12.0,0.0,1.0,9.0,0.0,1.0,9.0,-1.0,2.0,9.0,1.0,2.0,9.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,-1,0.0,0.0,0.0,-1.0,0.0,-1,-1,-1,1818.2278481,1818.2278481,1818.2278481,-1818.2278481,1818.2278481,-1818.2278481,1818.2278481,-1818.2278481,0.0,1818.2278481,-1818.2278481,1818.2278481,-1818.2278481,-1818.2278481,-1818.2278481,1818.2278481,1818.2278481,-1818.2278481,-1818.2278481,-1818.2278481,-1818.2278481,-1818.2278481,-1818.2278481,1818.2278481,1818.2278481,-1818.2278481,0.0,0.0,0.0,-1818.2278481,0.0,-1818.2278481,-1818.2278481
LSU,QWZ6,605.2,12.3569068735,0.0105192853565,1.0,-1.0,-1.0,1.0,1.0,-26.0,2016-08-19,617.845343675,4.0,1.0,1.0,30260.0,0.0105192853565,605.2,soft,1.0,1.0,,,1.0,-26.0,,,1.0,1.0,-25.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,-1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,1273.25429955,1273.25429955,1273.25429955,-1273.25429955,1273.25429955,-1273.25429955,1273.25429955,-1273.25429955,-1273.25429955,-1273.25429955,-1273.25429955,1273.25429955,-1273.25429955,1273.25429955,1273.25429955,-1273.25429955,-1273.25429955,1273.25429955,1273.25429955,-1273.25429955,-1273.25429955,0.0,1273.25429955,-1273.25429955,1273.25429955,1273.25429955,-1273.25429955,-1273.25429955,0.0,0.0,0.0,0.0,-1273.25429955
MEM,@MMEZ6,915.4,16.7653054415,0.0137320044297,1.0,1.0,1.0,-1.0,1.0,2.0,2016-09-13,838.265272075,3.0,1.0,1.0,45770.0,0.0137320044297,915.4,index,1.0,1.0,,,1.0,2.0,,,-1.0,1.0,-9.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,-1,-1,1,-1,-1,1,-1.0,1,1,1,-1,1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,1,1885.54152824,1885.54152824,-1885.54152824,1885.54152824,1885.54152824,-1885.54152824,1885.54152824,-1885.54152824,1885.54152824,1885.54152824,1885.54152824,-1885.54152824,1885.54152824,-1885.54152824,1885.54152824,-1885.54152824,-1885.54152824,1885.54152824,1885.54152824,1885.54152824,-1885.54152824,1885.54152824,1885.54152824,-1885.54152824,-1885.54152824,1885.54152824,1885.54152824,1885.54152824,0.0,1885.54152824,-1885.54152824,-1885.54152824,-1885.54152824
MFX,IBV6,8658.7,136.339975658,-0.00363623810455,-1.0,-1.0,-1.0,1.0,1.0,-13.0,2016-09-08,1529.32550696,2.0,1.0,1.0,97124.6379,-0.00363623810455,8658.7,index,1.0,1.0,,,1.0,-13.0,,,-1.0,1.0,-12.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,-1,-1,-1,1,-1,1,-1.0,1,-1,1,1,-1,-1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,-706.336618446,706.336618446,706.336618446,-706.336618446,-706.336618446,706.336618446,-706.336618446,706.336618446,-0.0,706.336618446,706.336618446,-706.336618446,706.336618446,-706.336618446,-706.336618446,706.336618446,706.336618446,-706.336618446,706.336618446,-706.336618446,-706.336618446,-706.336618446,706.336618446,706.336618446,-706.336618446,-706.336618446,-0.0,-0.0,-706.336618446,-706.336618446,706.336618446,-0.0,706.336618446
MP,@PXZ6,0.05094,0.000779102,0.0222757375075,1.0,1.0,1.0,-1.0,1.0,-1.0,2016-09-06,389.551,6.0,1.0,1.0,25470.0,0.0222757375075,0.05094,currency,1.0,1.0,,,1.0,-1.0,,,-1.0,1.0,14.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,6.0,-1.0,-1,-1,1,-1,-1,1,1.0,-1,1,1,-1,-1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,1,3404.1782059,3404.1782059,-3404.1782059,3404.1782059,3404.1782059,-3404.1782059,3404.1782059,-3404.1782059,3404.1782059,3404.1782059,3404.1782059,-3404.1782059,3404.1782059,-3404.1782059,3404.1782059,-3404.1782059,3404.1782059,-3404.1782059,3404.1782059,3404.1782059,-3404.1782059,3404.1782059,-3404.1782059,-3404.1782059,-3404.1782059,3404.1782059,3404.1782059,3404.1782059,0.0,3404.1782059,-3404.1782059,-3404.1782059,-3404.1782059
MW,@MWZ6,502.75,7.7125,0.0166835187058,1.0,-1.0,-1.0,-1.0,1.0,18.0,2016-08-31,385.625,6.0,1.0,1.0,25137.5,0.0166835187058,502.75,grain,1.0,1.0,,,1.0,18.0,,,-1.0,1.0,17.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,1.0,6.0,-1.0,2.0,6.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,1,-1,1,-1,-1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,2516.2917088,2516.2917088,-2516.2917088,2516.2917088,2516.2917088,-2516.2917088,2516.2917088,-2516.2917088,0.0,-2516.2917088,-2516.2917088,-2516.2917088,2516.2917088,2516.2917088,2516.2917088,-2516.2917088,2516.2917088,-2516.2917088,2516.2917088,-2516.2917088,2516.2917088,2516.2917088,-2516.2917088,-2516.2917088,2516.2917088,2516.2917088,0.0,0.0,2516.2917088,2516.2917088,-2516.2917088,0.0,-2516.2917088
NE,@NEZ6,0.7278,0.007975321,0.00413907284768,1.0,-1.0,-1.0,-1.0,1.0,-14.0,2016-09-07,797.5321,3.0,1.0,1.0,72780.0,0.00413907284768,0.7278,currency,1.0,1.0,,,1.0,-14.0,,,1.0,1.0,-13.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,1,1,-1.0,-1.0,0.0,1.0,0.0,0,-1,0,903.725165563,903.725165563,903.725165563,-903.725165563,903.725165563,-903.725165563,903.725165563,-903.725165563,-903.725165563,-903.725165563,-903.725165563,-903.725165563,903.725165563,903.725165563,903.725165563,-903.725165563,-903.725165563,903.725165563,903.725165563,-903.725165563,-903.725165563,0.0,903.725165563,-903.725165563,903.725165563,903.725165563,-903.725165563,-903.725165563,0.0,903.725165563,0.0,0.0,-903.725165563
NG,QNGX6,3.05,0.085429335,-0.00163666121113,-1.0,1.0,-1.0,1.0,-1.0,14.0,2016-09-07,854.29335,3.0,1.0,1.0,30500.0,-0.00163666121113,3.05,energy,1.0,1.0,,,-1.0,14.0,,,1.0,-1.0,13.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,1,1,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-149.754500818,149.754500818,-149.754500818,149.754500818,-149.754500818,149.754500818,-149.754500818,149.754500818,-0.0,-149.754500818,149.754500818,-149.754500818,149.754500818,149.754500818,149.754500818,-149.754500818,149.754500818,-149.754500818,149.754500818,149.754500818,149.754500818,149.754500818,-149.754500818,-149.754500818,-149.754500818,149.754500818,-0.0,-0.0,-0.0,-0.0,-0.0,149.754500818,149.754500818
NIY,@NKDZ6,16465.0,249.754499852,0.0113636363636,1.0,-1.0,-1.0,-1.0,-1.0,-16.0,2016-09-02,1244.16907369,2.0,1.0,1.0,82021.5203746,0.0113636363636,16465.0,index,1.0,-1.0,,,-1.0,-16.0,,,-1.0,-1.0,-15.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1,1,1,1,1.0,-1,-1,-1,1,-1,-1,1,1,0.0,1.0,1.0,0.0,0.0,0,1,0,1864.12546306,1864.12546306,-1864.12546306,1864.12546306,1864.12546306,-1864.12546306,-1864.12546306,1864.12546306,1864.12546306,-1864.12546306,-1864.12546306,-1864.12546306,1864.12546306,1864.12546306,-1864.12546306,1864.12546306,1864.12546306,-1864.12546306,-1864.12546306,-1864.12546306,1864.12546306,0.0,-1864.12546306,-1864.12546306,1864.12546306,1864.12546306,0.0,1864.12546306,1864.12546306,0.0,0.0,0.0,1864.12546306
NQ,@NQZ6,4860.75,56.5779592565,0.0095015576324,1.0,-1.0,1.0,-1.0,-1.0,-5.0,2016-09-20,1131.55918513,2.0,1.0,1.0,97215.0,0.0095015576324,4860.75,index,1.0,1.0,,,-1.0,-5.0,,,-1.0,-1.0,-4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,1847.38785047,1847.38785047,-1847.38785047,1847.38785047,1847.38785047,-1847.38785047,1847.38785047,-1847.38785047,1847.38785047,-1847.38785047,1847.38785047,-1847.38785047,1847.38785047,1847.38785047,-1847.38785047,1847.38785047,1847.38785047,-1847.38785047,-1847.38785047,1847.38785047,1847.38785047,1847.38785047,-1847.38785047,1847.38785047,1847.38785047,1847.38785047,1847.38785047,1847.38785047,1847.38785047,1847.38785047,0.0,0.0,1847.38785047
O,@OZ6,174.5,3.7625,0.00721500721501,1.0,1.0,1.0,-1.0,1.0,-22.0,2016-08-25,188.125,11.0,2.0,2.0,8725.0,0.00721500721501,174.5,grain,1.0,-1.0,,,1.0,-22.0,,,-1.0,1.0,-21.0,1.0,1.0,11.0,1.0,2.0,11.0,1.0,2.0,11.0,1.0,2.0,11.0,-1.0,-1,1,1,-1,-1,1,-1.0,1,1,1,-1,1,-1,-1,1,0.0,1.0,0.0,1.0,-1.0,-1,-1,1,692.46031746,692.46031746,-692.46031746,692.46031746,692.46031746,-692.46031746,-692.46031746,692.46031746,692.46031746,692.46031746,692.46031746,-692.46031746,692.46031746,-692.46031746,692.46031746,-692.46031746,-692.46031746,692.46031746,692.46031746,692.46031746,-692.46031746,692.46031746,692.46031746,-692.46031746,-692.46031746,692.46031746,0.0,692.46031746,0.0,692.46031746,-692.46031746,-692.46031746,-692.46031746
OJ,@OJX6,209.3,5.8475,0.0242231465623,1.0,1.0,1.0,1.0,1.0,-28.0,2016-08-17,877.125,3.0,1.0,1.0,31395.0,0.0242231465623,209.3,soft,1.0,1.0,,,1.0,-28.0,,,1.0,1.0,-27.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,-1,-1,0,2281.45705897,2281.45705897,2281.45705897,-2281.45705897,2281.45705897,-2281.45705897,2281.45705897,-2281.45705897,0.0,2281.45705897,2281.45705897,2281.45705897,-2281.45705897,-2281.45705897,2281.45705897,-2281.45705897,-2281.45705897,2281.45705897,2281.45705897,2281.45705897,-2281.45705897,0.0,2281.45705897,2281.45705897,-2281.45705897,-2281.45705897,0.0,0.0,-2281.45705897,0.0,-2281.45705897,-2281.45705897,-2281.45705897
PA,QPAZ6,701.05,17.9825,0.00703871292107,1.0,1.0,-1.0,1.0,-1.0,-10.0,2016-09-13,1798.25,2.0,1.0,1.0,70105.0,0.00703871292107,701.05,metal,1.0,1.0,,,-1.0,-10.0,,,-1.0,-1.0,-9.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,1,1.0,-1,-1,-1,1,-1,-1,1,1,1.0,1.0,1.0,0.0,-1.0,-1,-1,0,986.897938663,986.897938663,-986.897938663,986.897938663,986.897938663,-986.897938663,986.897938663,-986.897938663,986.897938663,986.897938663,-986.897938663,986.897938663,-986.897938663,-986.897938663,-986.897938663,986.897938663,986.897938663,-986.897938663,-986.897938663,-986.897938663,986.897938663,0.0,-986.897938663,-986.897938663,986.897938663,986.897938663,986.897938663,986.897938663,986.897938663,0.0,-986.897938663,-986.897938663,-986.897938663
