2016-07-25 00:00:00,Contract,LastClose,ATR20,PC2016-07-25 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,prevACT,usdATR,QTY,contractValue,Close2016-07-25 00:00:00,RiskOn,group,SEA2016-07-25 00:00:00,SRUN2016-07-25 00:00:00,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-07-22 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-07-22 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-07-22 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-07-22 00:00:00,AntiSEA,AntiPrevACT,AdjSEA,Voting,Voting2,RiskOff,chgValue,PNL_ACT,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_Voting,PNL_Voting2,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff
NE,@NEU6,0.6975,0.00838,-0.000859475719811,-1.0,1.0,1.0,-1.0,-1.0,-9.0,2016-07-12,1.0,838.0,3.0,69750.0,0.6975,1.0,currency,-1.0,-9.0,-1.0,-8.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,1,-1,1.0,1,1,-1,-59.9484314568,179.84529437,-179.84529437,-179.84529437,-179.84529437,179.84529437,179.84529437,-179.84529437,-179.84529437,-179.84529437,-179.84529437,-179.84529437,179.84529437,-179.84529437,179.84529437
NG,QNGU6,2.712,0.10245,-0.0113014947138,-1.0,1.0,-1.0,1.0,-1.0,15.0,2016-07-01,1.0,1024.5,2.0,27120.0,2.712,1.0,energy,-1.0,15.0,-1.0,14.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,-1.0,-1,-1,-1,-306.496536639,612.993073277,612.993073277,-612.993073277,612.993073277,-612.993073277,612.993073277,-612.993073277,612.993073277,612.993073277,612.993073277,-612.993073277,612.993073277,-612.993073277,612.993073277
NIY,@NKDU6,16560.0,344.25,-0.00301023479831,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2016-07-19,1.0,1626.89035917,2.0,78260.8695652,16560.0,1.0,index,-1.0,-4.0,-1.0,-3.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,-1,1.0,-1,-1,-1,-235.583592912,471.167185823,471.167185823,471.167185823,471.167185823,471.167185823,471.167185823,-471.167185823,-471.167185823,471.167185823,471.167185823,-471.167185823,471.167185823,-471.167185823,471.167185823
NQ,@NQU6,4653.75,53.5,-0.000751516452842,-1.0,1.0,-1.0,1.0,-1.0,-4.0,2016-07-19,1.0,1070.0,2.0,93075.0,4653.75,1.0,index,-1.0,-4.0,-1.0,-3.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,1.0,1,-1,-1,-69.9473938483,139.894787697,139.894787697,-139.894787697,139.894787697,-139.894787697,139.894787697,-139.894787697,-139.894787697,-139.894787697,139.894787697,-139.894787697,139.894787697,-139.894787697,139.894787697
O,@OZ6,199.5,5.675,-0.0220588235294,-1.0,1.0,-1.0,1.0,1.0,8.0,2016-07-13,-1.0,283.75,8.0,9975.0,199.5,1.0,grain,1.0,8.0,1.0,-12.0,-1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,1.0,8.0,1.0,1.0,8.0,1.0,-1,1,-1.0,-1,-1,-1,-220.036764706,1760.29411765,1760.29411765,-1760.29411765,1760.29411765,-1760.29411765,-1760.29411765,1760.29411765,1760.29411765,1760.29411765,1760.29411765,1760.29411765,-1760.29411765,-1760.29411765,1760.29411765
OJ,@OJU6,187.35,5.335,0.0370882922779,1.0,1.0,-1.0,1.0,-1.0,9.0,2016-07-12,-1.0,800.25,3.0,28102.5,187.35,1.0,soft,-1.0,9.0,-1.0,8.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,1,-1.0,-1,-1,-1,1042.27373374,3126.82120122,-3126.82120122,3126.82120122,-3126.82120122,3126.82120122,-3126.82120122,3126.82120122,-3126.82120122,-3126.82120122,-3126.82120122,-3126.82120122,3126.82120122,3126.82120122,-3126.82120122
PA,QPAU6,688.75,17.2,0.00393557320895,1.0,1.0,-1.0,1.0,1.0,19.0,2016-06-27,1.0,1720.0,2.0,68875.0,688.75,1.0,metal,1.0,19.0,1.0,18.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,-1,-1,271.062604766,542.125209533,-542.125209533,542.125209533,-542.125209533,542.125209533,542.125209533,-542.125209533,542.125209533,542.125209533,-542.125209533,542.125209533,-542.125209533,542.125209533,-542.125209533
PL,QPLV6,1088.4,23.69,0.0,1.0,-1.0,-1.0,1.0,-1.0,-7.0,2016-07-14,-1.0,1184.5,2.0,54420.0,1088.4,-1.0,metal,-1.0,-7.0,-1.0,18.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1,1,-1.0,-1,-1,1,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
RB,QRBU6,1.3335,0.0501567295,-0.0205655526992,-1.0,-1.0,-1.0,-1.0,1.0,8.0,2016-07-13,1.0,2106.582639,1.0,56007.0,1.3335,1.0,energy,1.0,8.0,1.0,7.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,-1,-1,1.0,-1,-1,-1,-1151.81491003,1151.81491003,1151.81491003,1151.81491003,1151.81491003,1151.81491003,-1151.81491003,1151.81491003,-1151.81491003,1151.81491003,1151.81491003,-1151.81491003,1151.81491003,-1151.81491003,1151.81491003
RR,@RRU6,10.36,0.245,-0.00432484382508,-1.0,-1.0,-1.0,-1.0,1.0,-12.0,2016-07-07,-1.0,490.0,5.0,20720.0,10.36,1.0,grain,1.0,-12.0,1.0,-11.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,-1,1,-1.0,-1,-1,-1,-89.6107640557,448.053820279,448.053820279,448.053820279,448.053820279,448.053820279,-448.053820279,448.053820279,448.053820279,448.053820279,448.053820279,448.053820279,-448.053820279,-448.053820279,448.053820279
RS,@RSX6,443.9,10.995,-0.0168327796235,-1.0,1.0,1.0,-1.0,1.0,8.0,2016-07-13,-1.0,166.439600363,13.0,6719.64880412,443.9,1.0,grain,1.0,8.0,-1.0,7.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,2.0,13.0,-1.0,1,1,-1.0,-1,1,-1,-113.110367467,1470.43477707,-1470.43477707,-1470.43477707,-1470.43477707,1470.43477707,1470.43477707,-1470.43477707,1470.43477707,1470.43477707,-1470.43477707,1470.43477707,-1470.43477707,-1470.43477707,1470.43477707
S,@SX6,966.25,38.85,-0.0222615734885,-1.0,1.0,1.0,-1.0,1.0,8.0,2016-07-13,-1.0,1942.5,2.0,48312.5,966.25,1.0,grain,1.0,8.0,-1.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,1,1,-1.0,-1,1,-1,-1075.51226916,2151.02453833,-2151.02453833,-2151.02453833,-2151.02453833,2151.02453833,2151.02453833,-2151.02453833,2151.02453833,2151.02453833,-2151.02453833,2151.02453833,-2151.02453833,-2151.02453833,2151.02453833
SB,@SBV6,19.89,0.68,0.0153139356815,1.0,-1.0,-1.0,-1.0,-1.0,-17.0,2016-06-29,1.0,761.6,3.0,22276.8,19.89,1.0,soft,-1.0,-17.0,-1.0,-16.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,-1,1.0,-1,-1,-1,341.145482389,1023.43644717,-1023.43644717,-1023.43644717,-1023.43644717,-1023.43644717,-1023.43644717,1023.43644717,1023.43644717,-1023.43644717,-1023.43644717,1023.43644717,-1023.43644717,1023.43644717,-1023.43644717
SF,@SFU6,1.0168,0.006815,0.00216834220382,1.0,-1.0,1.0,-1.0,1.0,-21.0,2016-06-23,-1.0,851.875,3.0,127100.0,1.0168,1.0,currency,1.0,-21.0,1.0,-20.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,-1.0,-1,1,-1,275.596294106,826.788882318,826.788882318,-826.788882318,826.788882318,-826.788882318,826.788882318,-826.788882318,-826.788882318,-826.788882318,826.788882318,-826.788882318,826.788882318,826.788882318,-826.788882318
SI,QSIU6,1964.7,64.69,-0.00213317080603,-1.0,-1.0,1.0,-1.0,1.0,19.0,2016-07-13,-1.0,3234.5,1.0,98235.0,1964.7,-1.0,metal,1.0,19.0,-1.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,1,1,1.0,1,1,1,-209.552034131,209.552034131,-209.552034131,209.552034131,-209.552034131,209.552034131,209.552034131,-209.552034131,-209.552034131,-209.552034131,-209.552034131,209.552034131,-209.552034131,209.552034131,-209.552034131
SIN,INN6,8637.0,82.9009335785,0.00934907093608,1.0,1.0,1.0,1.0,-1.0,-2.0,2016-06-24,1.0,165.801867157,13.0,17274.0,8637.0,1.0,index,-1.0,-2.0,-1.0,-1.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,1,-1,1.0,1,1,-1,161.49585135,2099.44606755,2099.44606755,2099.44606755,2099.44606755,2099.44606755,-2099.44606755,2099.44606755,2099.44606755,2099.44606755,2099.44606755,2099.44606755,-2099.44606755,2099.44606755,-2099.44606755
SJB,BBU6,153.36,0.298,0.00117508813161,1.0,-1.0,-1.0,1.0,1.0,5.0,2016-07-18,1.0,281.663516068,8.0,144952.741021,153.36,-1.0,rates,1.0,5.0,1.0,4.0,-1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,1.0,8.0,1.0,-1,-1,1.0,1,-1,1,170.332245618,1362.65796494,-1362.65796494,-1362.65796494,-1362.65796494,1362.65796494,1362.65796494,-1362.65796494,1362.65796494,1362.65796494,-1362.65796494,1362.65796494,-1362.65796494,-1362.65796494,1362.65796494
SM,@SMZ6,334.5,14.405,-0.0210711150132,-1.0,1.0,1.0,-1.0,-1.0,8.0,2016-07-13,-1.0,1440.5,2.0,33450.0,334.5,1.0,grain,-1.0,8.0,-1.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,1,1,-1.0,-1,1,-1,-704.828797191,1409.65759438,-1409.65759438,-1409.65759438,-1409.65759438,1409.65759438,1409.65759438,-1409.65759438,1409.65759438,1409.65759438,-1409.65759438,1409.65759438,-1409.65759438,-1409.65759438,1409.65759438
SMI,SWU6,8179.0,95.05,0.000244588479883,1.0,-1.0,-1.0,-1.0,1.0,-16.0,2016-07-01,1.0,963.898184768,3.0,82942.9063989,8179.0,1.0,index,1.0,-16.0,-1.0,-15.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,-1,1.0,-1,-1,-1,20.2868793932,60.8606381795,-60.8606381795,-60.8606381795,-60.8606381795,-60.8606381795,-60.8606381795,60.8606381795,60.8606381795,-60.8606381795,-60.8606381795,60.8606381795,-60.8606381795,60.8606381795,-60.8606381795
SSG,SSN6,324.15,4.5340609955,-0.00475898065705,-1.0,1.0,-1.0,1.0,-1.0,19.0,2016-06-27,1.0,676.725521716,3.0,48380.5970149,324.15,1.0,index,-1.0,19.0,-1.0,18.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,-1,-1.0,-1,-1,-1,-230.24232537,690.726976111,690.726976111,-690.726976111,690.726976111,-690.726976111,690.726976111,-690.726976111,690.726976111,690.726976111,690.726976111,-690.726976111,690.726976111,-690.726976111,690.726976111
STW,TWN6,335.4,4.531997484,-0.00148853825543,-1.0,1.0,-1.0,1.0,-1.0,-7.0,2016-07-14,-1.0,453.1997484,5.0,33540.0,335.4,1.0,index,-1.0,-7.0,-1.0,19.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,1,1,-1.0,-1,-1,-1,-49.9255730872,249.627865436,249.627865436,-249.627865436,249.627865436,-249.627865436,249.627865436,-249.627865436,249.627865436,249.627865436,249.627865436,249.627865436,-249.627865436,-249.627865436,249.627865436
SXE,EXU6,2964.0,52.25,-0.000337268128162,-1.0,1.0,-1.0,1.0,1.0,-13.0,2016-07-06,-1.0,574.38425,4.0,32583.252,2964.0,1.0,index,1.0,-13.0,-1.0,-12.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,1,1.0,1,1,-1,-10.9892924115,43.9571696459,-43.9571696459,-43.9571696459,43.9571696459,-43.9571696459,43.9571696459,-43.9571696459,-43.9571696459,-43.9571696459,-43.9571696459,43.9571696459,-43.9571696459,-43.9571696459,43.9571696459
TF,@TFSU6,1207.1,16.56,-0.00231424084635,-1.0,1.0,-1.0,1.0,1.0,-20.0,2016-06-27,1.0,1656.0,2.0,120710.0,1207.1,1.0,index,1.0,-20.0,-1.0,-19.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,1.0,1,-1,-1,-279.352012563,558.704025126,558.704025126,-558.704025126,558.704025126,-558.704025126,558.704025126,-558.704025126,-558.704025126,-558.704025126,558.704025126,-558.704025126,558.704025126,-558.704025126,558.704025126
TU,@TUU6,109.296875,0.103515625,-0.000500107165821,-1.0,-1.0,-1.0,-1.0,1.0,-14.0,2016-07-05,-1.0,207.03125,10.0,218593.75,109.296875,-1.0,rates,1.0,-14.0,1.0,-13.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,2.0,10.0,-1.0,2.0,10.0,-1.0,-1,1,-1.0,-1,-1,1,-109.320300779,1093.20300779,1093.20300779,1093.20300779,1093.20300779,1093.20300779,-1093.20300779,1093.20300779,1093.20300779,1093.20300779,1093.20300779,1093.20300779,-1093.20300779,1093.20300779,-1093.20300779
TY,@TYU6,132.0625,0.63828125,-0.000473036896878,-1.0,-1.0,1.0,-1.0,1.0,-14.0,2016-07-05,-1.0,638.28125,4.0,132062.5,132.0625,-1.0,rates,1.0,-14.0,1.0,-13.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,1,-1.0,-1,1,1,-62.4704351939,249.881740776,-249.881740776,249.881740776,-249.881740776,249.881740776,-249.881740776,249.881740776,249.881740776,249.881740776,-249.881740776,249.881740776,-249.881740776,249.881740776,-249.881740776
US,@USU6,171.5625,1.796875,-0.000364166059723,-1.0,-1.0,1.0,-1.0,1.0,-11.0,2016-07-08,1.0,1796.875,2.0,171562.5,171.5625,-1.0,rates,1.0,-11.0,1.0,-10.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,-1.0,-1,-1,1,-62.4772396213,124.954479243,124.954479243,124.954479243,-124.954479243,124.954479243,-124.954479243,124.954479243,124.954479243,124.954479243,124.954479243,-124.954479243,124.954479243,124.954479243,-124.954479243
VX,@VXQ6,15.325,1.1606290185,-0.00325203252033,-1.0,-1.0,1.0,-1.0,1.0,-1.0,2016-06-27,-1.0,1160.6290185,2.0,15325.0,15.325,-1.0,index,1.0,-1.0,1.0,18.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1.0,1,1,1,-49.837398374,99.674796748,-99.674796748,99.674796748,-99.674796748,99.674796748,-99.674796748,99.674796748,-99.674796748,-99.674796748,-99.674796748,99.674796748,-99.674796748,99.674796748,-99.674796748
W,@WU6,429.0,14.5875,0.00881834215168,1.0,-1.0,1.0,-1.0,-1.0,3.0,2016-07-13,1.0,729.375,3.0,21450.0,429.0,1.0,grain,-1.0,3.0,-1.0,-7.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,-1,1.0,1,1,-1,189.153439153,567.46031746,567.46031746,-567.46031746,567.46031746,-567.46031746,-567.46031746,567.46031746,567.46031746,567.46031746,567.46031746,567.46031746,-567.46031746,567.46031746,-567.46031746
YA,APU6,5483.0,62.6,0.00292665081397,1.0,1.0,-1.0,1.0,1.0,19.0,2016-06-28,-1.0,1169.055,2.0,102395.025,5483.0,1.0,index,1.0,19.0,-1.0,18.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,-1.0,-1,-1,-1,299.674483263,599.348966526,-599.348966526,599.348966526,-599.348966526,599.348966526,-599.348966526,599.348966526,-599.348966526,-599.348966526,-599.348966526,-599.348966526,599.348966526,599.348966526,-599.348966526
YB,HBSU6,98.17,0.028,0.0,1.0,1.0,1.0,1.0,1.0,15.0,2016-07-04,1.0,50.1984,40.0,175999.176,98.17,-1.0,rates,1.0,15.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1,-1,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
YM,@YMU6,18420.0,175.9,-0.00313886784284,-1.0,1.0,-1.0,1.0,-1.0,-4.0,2016-07-19,1.0,879.5,3.0,92100.0,18420.0,1.0,index,-1.0,-4.0,-1.0,-3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,-1,1.0,1,-1,-1,-289.089728326,867.269184977,867.269184977,-867.269184977,867.269184977,-867.269184977,867.269184977,-867.269184977,-867.269184977,-867.269184977,867.269184977,-867.269184977,867.269184977,-867.269184977,867.269184977
YT2,HTSU6,98.58,0.0565,-0.000101430165331,-1.0,1.0,-1.0,1.0,1.0,22.0,2016-06-23,1.0,118.1754,17.0,206189.928,98.58,-1.0,rates,1.0,22.0,1.0,21.0,-1.0,1.0,17.0,-1.0,1.0,17.0,-1.0,1.0,17.0,1.0,1.0,17.0,1.0,-1,-1,1.0,1,-1,1,-20.9138784867,355.535934274,355.535934274,-355.535934274,355.535934274,-355.535934274,-355.535934274,355.535934274,-355.535934274,-355.535934274,355.535934274,-355.535934274,355.535934274,355.535934274,-355.535934274
YT3,HXSU6,98.075,0.07275,-5.09787928221e-05,-1.0,1.0,-1.0,1.0,1.0,-13.0,2016-07-06,1.0,434.754,5.0,586096.2,98.075,-1.0,rates,1.0,-13.0,1.0,-12.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,-1.0,-1,-1,1,-29.8784767536,149.392383768,149.392383768,-149.392383768,149.392383768,-149.392383768,-149.392383768,149.392383768,149.392383768,149.392383768,149.392383768,-149.392383768,149.392383768,149.392383768,-149.392383768
