permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available
157,Paper,Paper,2.0,USD,IDEALPRO,157.0,,,1.0,1.432,50000.0,50000.0,-2.0,BOT,GBP,USD,20160314  11:42:42,,9765.325,-141807.3575
158,Paper,Paper,2.0,USD,IDEALPRO,158.0,,,1.0,0.7504,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  11:42:47,,9763.325,-179327.3575
159,Paper,Paper,2.0,USD,IDEALPRO,159.0,,,1.0,1.10955,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  11:47:10,,9761.325,-234804.8575
160,Paper,Paper,2.0,USD,IDEALPRO,160.0,,,1.0,1.109525,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  11:47:13,,9759.325,-290279.8575
161,Paper,Paper,2.0,USD,IDEALPRO,161.0,,,1.0,1.432,50000.0,0.0,28.0,SLD,GBP,USD,20160314  11:47:17,,9787.325,-218709.8575
162,Paper,Paper,2.0,USD,IDEALPRO,162.0,,,1.0,113.765,50000.0,0.0,-19.6,BOT,USD,JPY,20160314  11:47:23,,9767.725,-168653.2575
163,Paper,Paper,2.0,USD,IDEALPRO,163.0,,,1.0,0.7504,50000.0,0.0,-9.5,BOT,AUD,USD,20160314  11:47:27,,9758.225,-131133.2575
164,Paper,Paper,2.2194,USD,IDEALPRO,164.0,,,1.0,1.109525,100000.0,0.0,-19.7194,SLD,EUR,USD,20160314  11:50:40,,9738.5056,-20163.2575
165,Paper,Paper,2.2196,USD,IDEALPRO,165.0,,,1.0,1.1098,100000.0,-100000.0,-2.2196,SLD,EUR,USD,20160314  11:50:43,,9736.286,-131143.2575
166,Paper,Paper,2.0,USD,IDEALPRO,166.0,,,1.0,113.715,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  11:50:48,,9734.286,-181177.8575
167,Paper,Paper,3.33225,USD,IDEALPRO,167.0,,,1.0,1.1098,150000.0,50000.0,139.16775,BOT,EUR,USD,20160314  11:57:40,,9873.45375,-14707.8575
168,Paper,Paper,3.3327,USD,IDEALPRO,168.0,,,1.0,1.110625,150000.0,200000.0,-3.3327,BOT,EUR,USD,20160314  11:57:43,,9870.12105,-181342.8575
169,Paper,Paper,4.4422,USD,IDEALPRO,169.0,,,1.0,1.110625,200000.0,0.0,10.5578,SLD,EUR,USD,20160314  12:01:41,,9880.67885,40767.1425
170,Paper,Paper,2.0,USD,IDEALPRO,170.0,,,1.0,0.98585,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  12:06:43,,9878.67885,-9126.726
171,Paper,Paper,2.0,USD,IDEALPRO,171.0,,,1.0,0.98585,50000.0,0.0,-32.366,BOT,USD,CHF,20160314  12:10:54,,9846.31285,40767.1425
172,Paper,Paper,2.0,USD,IDEALPRO,172.0,,,1.0,1.3293,50000.0,0.0,65.266,SLD,USD,CAD,20160314  12:10:59,,9911.57885,90375.8175
173,Paper,Paper,2.0,USD,IDEALPRO,173.0,,,1.0,0.9848,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  12:14:30,,9909.57885,40535.0895
174,Paper,Paper,2.0,USD,IDEALPRO,174.0,,,1.0,1.11145,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  12:17:43,,9907.57885,-15037.4105
175,Paper,Paper,2.0,USD,IDEALPRO,175.0,,,1.0,1.1114,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  12:17:49,,9905.57885,-70604.9105
176,Paper,Paper,2.0,USD,IDEALPRO,176.0,,,1.0,0.9848,50000.0,0.0,25.8355,BOT,USD,CHF,20160314  12:17:56,,9931.41435,-20764.1825
177,Paper,Paper,2.0,USD,IDEALPRO,177.0,,,1.0,1.1114,50000.0,50000.0,-19.5,SLD,EUR,USD,20160314  12:21:42,,9911.91435,34823.3175
178,Paper,Paper,2.0,USD,IDEALPRO,178.0,,,1.0,1.1114,50000.0,0.0,-20.5,SLD,EUR,USD,20160314  12:21:46,,9891.41435,90411.8175
179,Paper,Paper,2.0,USD,IDEALPRO,179.0,,,1.0,0.985,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  12:21:50,,9889.41435,40560.9675
180,Paper,Paper,2.0,USD,IDEALPRO,180.0,,,1.0,113.715,50000.0,0.0,-57.0,BOT,USD,JPY,20160314  12:21:54,,9832.41435,90595.5675
181,Paper,Paper,2.0,USD,IDEALPRO,181.0,,,1.0,0.751,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  12:25:47,,9830.41435,53045.5675
182,Paper,Paper,2.0,USD,IDEALPRO,182.0,,,1.0,0.985,50000.0,0.0,10.6525,BOT,USD,CHF,20160314  12:29:33,,9841.06685,102896.4175
183,Paper,Paper,2.0,USD,IDEALPRO,183.0,,,1.0,113.615,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  12:33:11,,9839.06685,52905.8175
184,Paper,Paper,2.0,USD,IDEALPRO,184.0,,,1.0,1.32825,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  12:33:20,,9837.06685,3269.115
185,Paper,Paper,2.0,USD,IDEALPRO,185.0,,,1.0,0.98585,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  12:38:32,,9835.06685,-46624.7535
186,Paper,Paper,2.0,USD,IDEALPRO,186.0,,,1.0,0.751,50000.0,0.0,-14.5,BOT,AUD,USD,20160314  12:38:37,,9820.56685,-9074.7535
187,Paper,Paper,2.0,USD,IDEALPRO,187.0,,,1.0,1.32825,50000.0,0.0,-3.8685,SLD,USD,CAD,20160314  12:41:34,,9816.69835,40563.8175
188,Paper,Paper,2.0,USD,IDEALPRO,188.0,,,1.0,0.98585,50000.0,0.0,25.8355,BOT,USD,CHF,20160314  12:44:51,,9842.53385,90457.686
189,Paper,Paper,2.0,USD,IDEALPRO,189.0,,,1.0,113.615,50000.0,0.0,4.6,BOT,USD,JPY,20160314  12:44:55,,9847.13385,140448.286
190,Paper,Paper,2.0,USD,IDEALPRO,190.0,,,1.0,1.11,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  12:49:00,,9845.13385,84948.286
191,Paper,Paper,2.0,USD,IDEALPRO,191.0,,,1.0,1.1101,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  12:49:03,,9843.13385,29438.286
192,Paper,Paper,2.0,USD,IDEALPRO,192.0,,,1.0,113.595,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  12:49:08,,9841.13385,-20543.514
193,Paper,Paper,2.0,USD,IDEALPRO,193.0,,,1.0,0.75095,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  12:49:11,,9839.13385,-58091.014
194,Paper,Paper,2.0,USD,IDEALPRO,194.0,,,1.0,1.1101,50000.0,50000.0,-37.0,SLD,EUR,USD,20160314  12:52:26,,9802.13385,-2551.014
195,Paper,Paper,2.0,USD,IDEALPRO,195.0,,,1.0,1.1101,50000.0,0.0,-29.5,SLD,EUR,USD,20160314  12:52:29,,9772.63385,52981.486
196,Paper,Paper,2.0,USD,IDEALPRO,196.0,,,1.0,0.9859,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  12:52:33,,9770.63385,3085.087
197,Paper,Paper,2.0,USD,IDEALPRO,197.0,,,1.0,0.75095,50000.0,0.0,13.0,BOT,AUD,USD,20160314  12:55:51,,9783.63385,40632.587
198,Paper,Paper,2.0,USD,IDEALPRO,198.0,,,1.0,1.11,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  13:00:00,,9781.63385,-14867.413
199,Paper,Paper,2.0,USD,IDEALPRO,199.0,,,1.0,1.11,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  13:00:03,,9779.63385,-70367.413
200,Paper,Paper,2.0,USD,IDEALPRO,200.0,,,1.0,113.595,50000.0,0.0,15.6,BOT,USD,JPY,20160314  13:00:10,,9795.23385,-20385.613
201,Paper,Paper,2.0,USD,IDEALPRO,201.0,,,1.0,0.7512,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  13:00:14,,9793.23385,-57945.613
202,Paper,Paper,2.2206,USD,IDEALPRO,202.0,,,1.0,1.11,100000.0,0.0,-32.2206,SLD,EUR,USD,20160314  13:04:04,,9761.01325,53084.387
203,Paper,Paper,2.2206,USD,IDEALPRO,203.0,,,1.0,1.1103,100000.0,-100000.0,-2.2206,SLD,EUR,USD,20160314  13:04:07,,9758.79265,-57945.613
204,Paper,Paper,2.0,USD,IDEALPRO,204.0,,,1.0,0.9859,50000.0,0.0,5.5915,BOT,USD,CHF,20160314  13:04:11,,9764.38415,-8049.214
205,Paper,Paper,3.33225,USD,IDEALPRO,205.0,,,1.0,1.1103,150000.0,50000.0,64.16775,BOT,EUR,USD,20160314  13:09:26,,9828.5519,158495.786
206,Paper,Paper,2.0,USD,IDEALPRO,206.0,,,1.0,1.11046518987,29000.0,79000.0,-2.0,BOT,EUR,USD,20160314  13:09:32,,9826.5519,126284.036
207,Paper,Paper,2.0,USD,IDEALPRO,207.0,,,1.0,0.9855,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  13:09:39,,9824.5519,76407.881
208,Paper,Paper,2.0,USD,IDEALPRO,208.0,,,1.0,113.635,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  13:09:42,,9822.5519,26408.481
209,Paper,Paper,4.441,USD,IDEALPRO,209.0,,,1.0,1.11046518987,200000.0,-121000.0,38.596974,SLD,EUR,USD,20160314  13:13:57,,9861.148874,248458.481
210,Paper,Paper,2.0,USD,IDEALPRO,210.0,,,1.0,1.4322,50000.0,50000.0,-2.0,BOT,GBP,USD,20160314  13:14:14,,9859.148874,176848.481
211,Paper,Paper,2.0,USD,IDEALPRO,211.0,,,1.0,0.9855,50000.0,0.0,25.8355,BOT,USD,CHF,20160314  13:14:17,,9884.984374,226724.636
212,Paper,Paper,2.0,USD,IDEALPRO,212.0,,,1.0,113.635,50000.0,0.0,9.0,BOT,USD,JPY,20160314  13:14:20,,9893.984374,276724.036
213,Paper,Paper,2.0,USD,IDEALPRO,213.0,,,1.0,0.7512,50000.0,0.0,-22.0,BOT,AUD,USD,20160314  13:14:23,,9871.984374,314284.036
214,Paper,Paper,2.0,USD,IDEALPRO,214.0,,,1.0,1.32725,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  13:14:27,,9869.984374,264684.7035
215,Paper,Paper,2.0,USD,IDEALPRO,215.0,,,1.0,1.11046518987,50000.0,-71000.0,-42.7594935,BOT,EUR,USD,20160314  13:18:38,,9827.2248805,320207.962993
216,Paper,Paper,2.0,USD,IDEALPRO,216.0,,,1.0,1.11046518987,50000.0,-21000.0,-42.7594935,BOT,EUR,USD,20160314  13:18:42,,9784.465387,375731.222486
217,Paper,Paper,2.0,USD,IDEALPRO,217.0,,,1.0,1.4322,50000.0,0.0,38.0,SLD,GBP,USD,20160314  13:18:45,,9822.465387,447301.222486
218,Paper,Paper,2.0,USD,IDEALPRO,218.0,,,1.0,0.9866,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  13:18:49,,9820.465387,397369.396486
219,Paper,Paper,2.0,USD,IDEALPRO,219.0,,,1.0,1.32725,50000.0,0.0,-18.8165,SLD,USD,CAD,20160314  13:18:54,,9801.648887,446985.545486
220,Paper,Paper,2.0,USD,IDEALPRO,220.0,,,1.0,1.10975023441,60000.0,-81000.0,-2.0,SLD,EUR,USD,20160314  13:23:35,,9799.648887,380415.545486
221,Paper,Paper,2.219,USD,IDEALPRO,221.0,,,1.0,1.10961198335,100000.0,-181000.0,-2.219,SLD,EUR,USD,20160314  13:23:42,,9797.429887,269465.545486
222,Paper,Paper,2.0,USD,IDEALPRO,222.0,,,1.0,1.43175,50000.0,50000.0,-2.0,BOT,GBP,USD,20160314  13:23:45,,9795.429887,197878.045486
223,Paper,Paper,2.0,USD,IDEALPRO,223.0,,,1.0,0.9866,50000.0,0.0,13.183,BOT,USD,CHF,20160314  13:23:48,,9808.612887,247809.871486
224,Paper,Paper,2.0,USD,IDEALPRO,224.0,,,1.0,113.685,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  13:23:58,,9806.612887,197788.471486
225,Paper,Paper,2.0,USD,IDEALPRO,225.0,,,1.0,0.7502,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  13:24:01,,9804.612887,160278.471486
226,Paper,Paper,2.2187,USD,IDEALPRO,226.0,,,1.0,1.10961198335,100000.0,-81000.0,-28.417035,BOT,EUR,USD,20160314  13:28:12,,9776.195852,271239.669821
227,Paper,Paper,2.2187,USD,IDEALPRO,227.0,,,1.0,1.10961198335,100000.0,19000.0,-28.417035,BOT,EUR,USD,20160314  13:28:16,,9747.778817,382200.868156
228,Paper,Paper,2.0,USD,IDEALPRO,228.0,,,1.0,1.43175,50000.0,0.0,-2.0,SLD,GBP,USD,20160314  13:28:19,,9745.778817,453788.368156
229,Paper,Paper,2.0,USD,IDEALPRO,229.0,,,1.0,113.685,50000.0,0.0,2.4,BOT,USD,JPY,20160314  13:28:24,,9748.178817,503809.768156
230,Paper,Paper,2.0,USD,IDEALPRO,230.0,,,1.0,1.32685,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  13:28:28,,9746.178817,454225.383656
231,Paper,Paper,2.2193,USD,IDEALPRO,231.0,,,1.0,1.10961198335,100000.0,-81000.0,-6.020965,SLD,EUR,USD,20160314  13:31:42,,9740.157852,565190.383656
232,Paper,Paper,2.2193,USD,IDEALPRO,232.0,,,1.0,1.10963298702,100000.0,-181000.0,-2.2193,SLD,EUR,USD,20160314  13:31:46,,9737.938552,454225.383656
233,Paper,Paper,2.0,USD,IDEALPRO,233.0,,,1.0,0.7502,50000.0,0.0,10.5,BOT,AUD,USD,20160314  13:31:53,,9748.438552,491735.383656
234,Paper,Paper,2.2187,USD,IDEALPRO,234.0,,,1.0,1.10963298702,100000.0,-81000.0,-30.517402,BOT,EUR,USD,20160314  13:38:01,,9717.92115,602698.682358
235,Paper,Paper,2.2188,USD,IDEALPRO,235.0,,,1.0,1.10963298702,100000.0,19000.0,-25.517502,BOT,EUR,USD,20160314  13:38:06,,9692.403648,713661.98106
236,Paper,Paper,2.0,USD,IDEALPRO,236.0,,,1.0,113.69,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  13:38:15,,9690.403648,663638.38106
237,Paper,Paper,2.0,USD,IDEALPRO,237.0,,,1.0,0.7506,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  13:38:18,,9688.403648,626108.38106
238,Paper,Paper,2.0,USD,IDEALPRO,238.0,,,1.0,1.32685,50000.0,0.0,-7.6055,SLD,USD,CAD,20160314  13:38:21,,9680.798148,675698.37106
239,Paper,Paper,2.2196,USD,IDEALPRO,239.0,,,1.0,1.10963298702,100000.0,-81000.0,-18.920898,SLD,EUR,USD,20160314  13:41:34,,9661.87725,786678.37106
240,Paper,Paper,2.2195,USD,IDEALPRO,240.0,,,1.0,1.10969763508,100000.0,-181000.0,-2.2195,SLD,EUR,USD,20160314  13:41:38,,9659.65775,675703.37106
241,Paper,Paper,2.0,USD,IDEALPRO,241.0,,,1.0,0.98665,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  13:41:42,,9657.65775,625769.01456
242,Paper,Paper,2.2189,USD,IDEALPRO,242.0,,,1.0,1.10969763508,100000.0,-81000.0,-26.982408,BOT,EUR,USD,20160314  13:44:14,,9630.675342,736738.778068
243,Paper,Paper,2.2189,USD,IDEALPRO,243.0,,,1.0,1.10969763508,100000.0,19000.0,-26.982408,BOT,EUR,USD,20160314  13:44:17,,9603.692934,847708.541576
244,Paper,Paper,2.0,USD,IDEALPRO,244.0,,,1.0,1.10969763508,50000.0,-31000.0,27.881754,SLD,EUR,USD,20160314  13:47:40,,9631.574688,903163.541576
245,Paper,Paper,2.0,USD,IDEALPRO,245.0,,,1.0,1.10932872454,50000.0,-81000.0,-2.0,SLD,EUR,USD,20160314  13:47:43,,9629.574688,847708.541576
246,Paper,Paper,2.0,USD,IDEALPRO,246.0,,,1.0,0.98665,50000.0,0.0,33.427,BOT,USD,CHF,20160314  13:47:48,,9663.001688,897642.898076
247,Paper,Paper,2.0,USD,IDEALPRO,247.0,,,1.0,1.10932872454,50000.0,-31000.0,-10.936227,BOT,EUR,USD,20160314  13:51:13,,9652.065461,953109.334303
248,Paper,Paper,2.0,USD,IDEALPRO,248.0,,,1.0,1.10932872454,50000.0,19000.0,-13.436227,BOT,EUR,USD,20160314  13:51:17,,9638.629234,1008575.77053
249,Paper,Paper,2.0,USD,IDEALPRO,249.0,,,1.0,1.10932872454,50000.0,-31000.0,39.436227,SLD,EUR,USD,20160314  13:54:42,,9678.065461,1064000.77053
250,Paper,Paper,2.0,USD,IDEALPRO,250.0,,,1.0,1.10881716618,50000.0,-81000.0,-2.0,SLD,EUR,USD,20160314  13:54:46,,9676.065461,1008575.77053
251,Paper,Paper,2.0,USD,IDEALPRO,251.0,,,1.0,0.9876,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  13:54:54,,9674.065461,958593.33453
252,Paper,Paper,2.0,USD,IDEALPRO,252.0,,,1.0,113.69,50000.0,0.0,34.52,BOT,USD,JPY,20160314  13:54:57,,9708.585461,1008616.93453
253,Paper,Paper,2.0,USD,IDEALPRO,253.0,,,1.0,1.10881716618,50000.0,-31000.0,-2.858309,BOT,EUR,USD,20160314  13:58:26,,9705.727152,1064057.79284
254,Paper,Paper,2.0,USD,IDEALPRO,254.0,,,1.0,1.10881716618,50000.0,19000.0,-2.858309,BOT,EUR,USD,20160314  13:58:31,,9702.868843,1119498.65115
255,Paper,Paper,2.0,USD,IDEALPRO,255.0,,,1.0,1.32865,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  13:58:39,,9700.868843,1069847.00065
256,Paper,Paper,2.2172,USD,IDEALPRO,256.0,,,1.0,1.10881716618,100000.0,-81000.0,19.499418,SLD,EUR,USD,20160314  14:01:55,,9720.368261,1180707.00065
257,Paper,Paper,2.0,USD,IDEALPRO,257.0,,,1.0,0.9876,50000.0,0.0,-10.0976,BOT,USD,CHF,20160314  14:02:12,,9710.270661,1230689.43665
258,Paper,Paper,2.0,USD,IDEALPRO,258.0,,,1.0,113.75,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  14:02:15,,9708.270661,1180639.43665
259,Paper,Paper,2.0,USD,IDEALPRO,259.0,,,1.0,0.98715,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  14:07:19,,9706.270661,1130679.77515
260,Paper,Paper,2.0,USD,IDEALPRO,260.0,,,1.0,113.75,50000.0,0.0,-4.2,BOT,USD,JPY,20160314  14:07:23,,9702.070661,1180729.77515
261,Paper,Paper,2.0,USD,IDEALPRO,261.0,,,1.0,0.7506,50000.0,0.0,-59.5,BOT,AUD,USD,20160314  14:07:26,,9642.570661,1218259.77515
262,Paper,Paper,2.0,USD,IDEALPRO,262.0,,,1.0,1.32865,50000.0,0.0,-0.131499999996,SLD,USD,CAD,20160314  14:07:29,,9642.439161,1267909.55715
263,Paper,Paper,2.0,USD,IDEALPRO,263.0,,,1.0,113.76,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  14:10:43,,9640.439161,1217855.15715
264,Paper,Paper,2.0,USD,IDEALPRO,264.0,,,1.0,0.98715,50000.0,0.0,17.7379,BOT,USD,CHF,20160314  14:14:04,,9658.177061,1267814.81865
265,Paper,Paper,2.0,USD,IDEALPRO,265.0,,,1.0,0.7492,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  14:17:48,,9656.177061,1230354.81865
266,Paper,Paper,2.0,USD,IDEALPRO,266.0,,,1.0,1.3283,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  14:17:51,,9654.177061,1180716.24765
267,Paper,Paper,2.0,USD,IDEALPRO,267.0,,,1.0,113.76,50000.0,0.0,26.6,BOT,USD,JPY,20160314  14:22:00,,9680.777061,1230770.64765
268,Paper,Paper,2.0,USD,IDEALPRO,268.0,,,1.0,1.3283,50000.0,0.0,22.2905,SLD,USD,CAD,20160314  14:22:04,,9703.067561,1280384.92815
269,Paper,Paper,2.0,USD,IDEALPRO,269.0,,,1.0,1.10881716618,50000.0,-31000.0,-12.858309,BOT,EUR,USD,20160314  14:25:54,,9690.209252,1335825.78646
270,Paper,Paper,2.0,USD,IDEALPRO,270.0,,,1.0,1.10881716618,50000.0,19000.0,-12.858309,BOT,EUR,USD,20160314  14:25:57,,9677.350943,1391266.64477
271,Paper,Paper,2.0,USD,IDEALPRO,271.0,,,1.0,1.3272,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  14:26:05,,9675.350943,1341669.18077
272,Paper,Paper,2.2169,USD,IDEALPRO,272.0,,,1.0,1.10881716618,100000.0,-81000.0,34.499718,SLD,EUR,USD,20160314  14:29:58,,9709.850661,1452514.18077
273,Paper,Paper,2.2169,USD,IDEALPRO,273.0,,,1.0,1.10861431194,100000.0,-181000.0,-2.2169,SLD,EUR,USD,20160314  14:30:01,,9707.633761,1341669.18077
274,Paper,Paper,2.0,USD,IDEALPRO,274.0,,,1.0,113.804,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  14:30:10,,9705.633761,1291595.42077
275,Paper,Paper,3.32505,USD,IDEALPRO,275.0,,,1.0,1.10861431194,150000.0,-31000.0,-42.971841,BOT,EUR,USD,20160314  14:34:22,,9662.66192,1457887.56756
276,Paper,Paper,3.32505,USD,IDEALPRO,276.0,,,1.0,1.10861431194,150000.0,119000.0,-42.971841,BOT,EUR,USD,20160314  14:34:28,,9619.690079,1624179.71435
277,Paper,Paper,2.0,USD,IDEALPRO,277.0,,,1.0,0.7492,50000.0,0.0,13.0,BOT,AUD,USD,20160314  14:34:34,,9632.690079,1661639.71435
278,Paper,Paper,3.32475,USD,IDEALPRO,278.0,,,1.0,1.10861431194,150000.0,-31000.0,51.322041,SLD,EUR,USD,20160314  14:38:40,,9684.01212,1827877.21435
279,Paper,Paper,3.32475,USD,IDEALPRO,279.0,,,1.0,1.10831239597,150000.0,-181000.0,-3.32475,SLD,EUR,USD,20160314  14:38:43,,9680.68737,1661639.71435
280,Paper,Paper,2.0,USD,IDEALPRO,280.0,,,1.0,113.804,50000.0,0.0,7.24,BOT,USD,JPY,20160314  14:38:51,,9687.92737,1711713.47435
281,Paper,Paper,2.0,USD,IDEALPRO,281.0,,,1.0,0.7496,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  14:38:54,,9685.92737,1674233.47435
282,Paper,Paper,2.0,USD,IDEALPRO,282.0,,,1.0,1.3272,50000.0,0.0,12.948,SLD,USD,CAD,20160314  14:38:57,,9698.87537,1723815.99035
283,Paper,Paper,2.2169,USD,IDEALPRO,283.0,,,1.0,1.10831239597,100000.0,-81000.0,11.543503,BOT,EUR,USD,20160314  14:43:22,,9710.418873,1834647.22995
284,Paper,Paper,2.0,USD,IDEALPRO,284.0,,,1.0,1.10831239597,79000.0,-2000.0,8.87071836999,BOT,EUR,USD,20160314  14:43:26,,9719.28959137,1922203.90923
285,Paper,Paper,2.0,USD,IDEALPRO,285.0,,,1.0,0.98785,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  14:43:32,,9717.28959137,1872208.82073
286,Paper,Paper,2.0,USD,IDEALPRO,286.0,,,1.0,1.3267,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  14:43:37,,9715.28959137,1822630.04173
287,Paper,Paper,2.217,USD,IDEALPRO,287.0,,,1.0,1.10849632149,100000.0,-102000.0,-2.217,SLD,EUR,USD,20160314  14:46:42,,9713.07259137,1711780.04173
288,Paper,Paper,2.0,USD,IDEALPRO,288.0,,,1.0,1.3267,50000.0,0.0,5.474,SLD,USD,CAD,20160314  14:47:02,,9718.54659137,1761351.34673
289,Paper,Paper,2.0,USD,IDEALPRO,289.0,,,1.0,113.825,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  14:50:41,,9716.54659137,1711268.34673
290,Paper,Paper,2.0,USD,IDEALPRO,290.0,,,1.0,0.98785,50000.0,0.0,-22.244,BOT,USD,CHF,20160314  14:53:50,,9694.30259137,1761263.43523
291,Paper,Paper,2.0,USD,IDEALPRO,291.0,,,1.0,1.3272,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  14:53:55,,9692.30259137,1711665.97123
292,Paper,Paper,2.0,USD,IDEALPRO,292.0,,,1.0,1.10849632149,50000.0,-52000.0,28.1839255,BOT,EUR,USD,20160314  14:58:28,,9720.48651687,1767090.7873
293,Paper,Paper,2.0,USD,IDEALPRO,293.0,,,1.0,1.10849632149,50000.0,-2000.0,28.1839255,BOT,EUR,USD,20160314  14:58:36,,9748.67044237,1822515.60337
294,Paper,Paper,2.0,USD,IDEALPRO,294.0,,,1.0,113.825,50000.0,0.0,0.199999999998,BOT,USD,JPY,20160314  14:58:41,,9748.87044237,1872598.60337
295,Paper,Paper,2.0,USD,IDEALPRO,295.0,,,1.0,0.7496,50000.0,0.0,25.5,BOT,AUD,USD,20160314  14:58:44,,9774.37044237,1910078.60337
296,Paper,Paper,2.0,USD,IDEALPRO,296.0,,,1.0,1.3272,50000.0,0.0,7.34249999999,SLD,USD,CAD,20160314  14:58:48,,9781.71294237,1959666.72487
297,Paper,Paper,2.0,USD,IDEALPRO,297.0,,,1.0,1.10955755083,50000.0,-52000.0,-2.0,SLD,EUR,USD,20160314  15:03:27,,9779.71294237,1904186.72487
298,Paper,Paper,2.0,USD,IDEALPRO,298.0,,,1.0,1.10960286905,50000.0,-102000.0,-2.0,SLD,EUR,USD,20160314  15:03:42,,9777.71294237,1848704.22487
299,Paper,Paper,2.0,USD,IDEALPRO,299.0,,,1.0,0.98717,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  15:03:45,,9775.71294237,1798743.55117
300,Paper,Paper,2.0,USD,IDEALPRO,300.0,,,1.0,113.795,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  15:03:48,,9773.71294237,1748673.75117
301,Paper,Paper,2.0,USD,IDEALPRO,301.0,,,1.0,0.75045,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  15:03:51,,9771.71294237,1711151.25117
302,Paper,Paper,2.0,USD,IDEALPRO,302.0,,,1.0,1.32675,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  15:03:54,,9769.71294237,1661570.60367
303,Paper,Paper,2.0,USD,IDEALPRO,303.0,,,1.0,1.10960286905,50000.0,-52000.0,2.8565475,BOT,EUR,USD,20160314  15:09:27,,9772.56948987,1717050.74712
304,Paper,Paper,2.0,USD,IDEALPRO,304.0,,,1.0,1.10960286905,50000.0,-2000.0,5.3565475,BOT,EUR,USD,20160314  15:10:07,,9777.92603737,1772530.89057
305,Paper,Paper,2.0,USD,IDEALPRO,305.0,,,1.0,1.10969626419,50000.0,-52000.0,-2.0,SLD,EUR,USD,20160314  15:12:35,,9775.92603737,1717045.89057
306,Paper,Paper,2.0,USD,IDEALPRO,306.0,,,1.0,1.10969809547,50000.0,-102000.0,-2.0,SLD,EUR,USD,20160314  15:12:42,,9773.92603737,1661560.89057
307,Paper,Paper,2.0,USD,IDEALPRO,307.0,,,1.0,0.98717,50000.0,0.0,-3.01220000001,BOT,USD,CHF,20160314  15:12:47,,9770.91383737,1711521.56427
308,Paper,Paper,2.0,USD,IDEALPRO,308.0,,,1.0,0.9871,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  15:17:55,,9768.91383737,1661564.43327
309,Paper,Paper,2.0,USD,IDEALPRO,309.0,,,1.0,0.75045,50000.0,0.0,18.0,BOT,AUD,USD,20160314  15:17:55,,9786.91383737,1699086.93327
