permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available,openprice
286,Paper,Paper,2.0,USD,IDEALPRO,286.0,,,1.0,0.76193,20000.0,-10000.0,-7.7,SLD,AUD,USD,20160318 10:08:35 EST,,9371.12048,2781069.00584,0.7625
287,Paper,Paper,2.0,USD,IDEALPRO,287.0,,,1.0,1.12838,20000.0,10000.0,-12.9,BOT,EUR,USD,20160318 10:08:46 EST,,9358.22048,2792352.80584,1.12729
288,Paper,Paper,2.0,USD,IDEALPRO,288.0,,,1.0,0.9672,20000.0,-10000.0,-30.13916,SLD,USD,CHF,20160318 10:09:30 EST,,9328.08132,2802142.80424,0.96998
289,Paper,Paper,2.0,USD,IDEALPRO,289.0,,,1.0,111.452,20000.0,10000.0,-9.656,BOT,USD,JPY,20160318 10:09:42 EST,,9318.42532,2811950.58024,111.365
290,Paper,Paper,2.0,USD,IDEALPRO,290.0,,,1.0,125.819,20000.0,10000.0,-26.64,BOT,EUR,JPY,20160318 10:09:54 EST,,9291.78532,2823022.65224,125.539
291,Paper,Paper,2.0,USD,IDEALPRO,291.0,,,1.0,1.12855,20000.0,-10000.0,10.6,SLD,EUR,USD,20160318 10:10:48 EST,,9302.38532,2834308.15224,1.12729
292,Paper,Paper,2.0,USD,IDEALPRO,292.0,,,1.0,111.51,20000.0,-10000.0,10.76,SLD,USD,JPY,20160318 10:11:42 EST,,9313.14532,2844121.03224,111.365
293,Paper,Paper,2.0,USD,IDEALPRO,293.0,,,1.0,1.1283,20000.0,10000.0,-12.1,BOT,EUR,USD,20160318 10:12:25 EST,,9301.04532,2855404.03224,1.12729
294,Paper,Paper,2.0,USD,IDEALPRO,294.0,,,1.0,111.512,20000.0,10000.0,-14.936,BOT,USD,JPY,20160318 10:13:08 EST,,9286.10932,2865217.08824,111.365
295,Paper,Paper,2.0,USD,IDEALPRO,295.0,,,1.0,0.76216,20000.0,10000.0,1.4,BOT,AUD,USD,20160318 10:14:24 EST,,9287.50932,2872838.68824,0.7625
296,Paper,Paper,2.0,USD,IDEALPRO,296.0,,,1.0,1.12867,20000.0,-10000.0,11.8,SLD,EUR,USD,20160318 10:14:57 EST,,9299.30932,2884125.38824,1.12729
297,Paper,Paper,2.0,USD,IDEALPRO,297.0,,,1.0,111.494,20000.0,-10000.0,9.352,SLD,USD,JPY,20160318 10:16:13 EST,,9308.66132,2893936.86024,111.365
298,Paper,Paper,2.0,USD,IDEALPRO,298.0,,,1.0,1.12889,20000.0,10000.0,-18.0,BOT,EUR,USD,20160318 10:17:49 EST,,9290.66132,2905225.76024,1.12729
299,Paper,Paper,2.0,USD,IDEALPRO,299.0,,,1.0,0.96721,20000.0,10000.0,26.03794,BOT,USD,CHF,20160318 10:18:23 EST,,9316.69926,2915015.85986,0.96998
300,Paper,Paper,2.0,USD,IDEALPRO,300.0,,,1.0,111.479,20000.0,10000.0,-12.032,BOT,USD,JPY,20160318 10:18:24 EST,,9304.66726,2924826.01186,111.365
301,Paper,Paper,2.0,USD,IDEALPRO,301.0,,,1.0,1.12886,20000.0,-10000.0,13.7,SLD,EUR,USD,20160318 10:19:20 EST,,9318.36726,2936114.61186,1.12729
302,Paper,Paper,2.0,USD,IDEALPRO,302.0,,,1.0,0.76192,20000.0,-10000.0,-7.8,SLD,AUD,USD,20160318 10:19:20 EST,,9310.56726,2943733.81186,0.7625
303,Paper,Paper,2.0,USD,IDEALPRO,303.0,,,1.0,111.485,20000.0,-10000.0,8.56,SLD,USD,JPY,20160318 10:19:42 EST,,9319.12726,2953544.49186,111.365
304,Paper,Paper,2.0,USD,IDEALPRO,304.0,,,1.0,0.76185,20000.0,10000.0,4.5,BOT,AUD,USD,20160318 10:20:15 EST,,9323.62726,2961162.99186,0.7625
305,Paper,Paper,2.0,USD,IDEALPRO,305.0,,,1.0,1.12888,20000.0,10000.0,-17.9,BOT,EUR,USD,20160318 10:20:27 EST,,9305.72726,2972451.79186,1.12729
306,Paper,Paper,2.0,USD,IDEALPRO,306.0,,,1.0,0.76172,20000.0,-10000.0,-9.8,SLD,AUD,USD,20160318 10:22:26 EST,,9295.92726,2980068.99186,0.7625
307,Paper,Paper,2.0,USD,IDEALPRO,307.0,,,1.0,1.12886,20000.0,-10000.0,13.7,SLD,EUR,USD,20160318 10:22:49 EST,,9309.62726,2991357.59186,1.12729
308,Paper,Paper,2.0,USD,IDEALPRO,308.0,,,1.0,111.499,20000.0,10000.0,-13.792,BOT,USD,JPY,20160318 10:23:32 EST,,9295.83526,3001169.50386,111.365
309,Paper,Paper,2.0,USD,IDEALPRO,309.0,,,1.0,0.7618,20000.0,10000.0,5.0,BOT,AUD,USD,20160318 10:24:16 EST,,9300.83526,3008787.50386,0.7625
310,Paper,Paper,2.0,USD,IDEALPRO,310.0,,,1.0,0.96717,20000.0,-10000.0,-30.44282,SLD,USD,CHF,20160318 10:24:38 EST,,9270.39244,3018577.1986,0.96998
311,Paper,Paper,2.0,USD,IDEALPRO,311.0,,,1.0,111.462,20000.0,-10000.0,6.536,SLD,USD,JPY,20160318 10:24:50 EST,,9276.92844,3028385.8546,111.365
312,Paper,Paper,2.0,USD,IDEALPRO,312.0,,,1.0,0.9674,20000.0,10000.0,24.11476,BOT,USD,CHF,20160318 10:25:55 EST,,9301.0432,3038177.8774,0.96998
313,Paper,Paper,2.0,USD,IDEALPRO,313.0,,,1.0,111.495,20000.0,10000.0,-13.44,BOT,USD,JPY,20160318 10:25:55 EST,,9287.6032,3047989.4374,111.365
314,Paper,Paper,2.0,USD,IDEALPRO,314.0,,,1.0,0.76124,20000.0,-10000.0,-14.6,SLD,AUD,USD,20160318 10:26:19 EST,,9273.0032,3055601.8374,0.7625
315,Paper,Paper,2.0,USD,IDEALPRO,315.0,,,1.0,0.76126,20000.0,10000.0,10.4,BOT,AUD,USD,20160318 10:27:14 EST,,9283.4032,3063214.4374,0.7625
316,Paper,Paper,2.0,USD,IDEALPRO,316.0,,,1.0,0.96732,20000.0,-10000.0,-28.92452,SLD,USD,CHF,20160318 10:27:37 EST,,9254.47868,3073005.65044,0.96998
317,Paper,Paper,2.0,USD,IDEALPRO,317.0,,,1.0,111.501,20000.0,-10000.0,9.968,SLD,USD,JPY,20160318 10:27:37 EST,,9264.44668,3082817.73844,111.365
318,Paper,Paper,2.0,USD,IDEALPRO,318.0,,,1.0,1.12882,20000.0,10000.0,-17.3,BOT,EUR,USD,20160318 10:28:21 EST,,9247.14668,3094105.93844,1.12729
319,Paper,Paper,2.0,USD,IDEALPRO,319.0,,,1.0,0.76146,20000.0,-10000.0,-12.4,SLD,AUD,USD,20160318 10:29:26 EST,,9234.74668,3101720.53844,0.7625
320,Paper,Paper,2.0,USD,IDEALPRO,320.0,,,1.0,1.12898,20000.0,-10000.0,14.9,SLD,EUR,USD,20160318 10:29:37 EST,,9249.64668,3113010.33844,1.12729
321,Paper,Paper,2.0,USD,IDEALPRO,321.0,,,1.0,0.9672,20000.0,10000.0,26.13916,BOT,USD,CHF,20160318 10:29:49 EST,,9275.78584,3122800.33684,0.96998
322,Paper,Paper,2.0,USD,IDEALPRO,322.0,,,1.0,111.507,20000.0,10000.0,-14.496,BOT,USD,JPY,20160318 10:30:00 EST,,9261.28984,3132612.95284,111.365
323,Paper,Paper,2.0,USD,IDEALPRO,323.0,,,1.0,111.476,20000.0,-10000.0,7.768,SLD,USD,JPY,20160318 10:31:28 EST,,9269.05784,3142422.84084,111.365
324,Paper,Paper,2.0,USD,IDEALPRO,324.0,,,1.0,0.96751,20000.0,-10000.0,-27.00134,SLD,USD,CHF,20160318 10:32:45 EST,,9242.0565,3152215.97706,0.96998
325,Paper,Paper,2.0,USD,IDEALPRO,325.0,,,1.0,125.882,20000.0,-10000.0,28.184,SLD,EUR,JPY,20160318 10:32:57 EST,,9270.2405,3163293.59306,125.539
326,Paper,Paper,2.0,USD,IDEALPRO,326.0,,,1.0,111.484,20000.0,10000.0,-12.472,BOT,USD,JPY,20160318 10:32:57 EST,,9257.7685,3173104.18506,111.365
327,Paper,Paper,2.0,USD,IDEALPRO,327.0,,,1.0,1.12912,20000.0,10000.0,-20.3,BOT,EUR,USD,20160318 10:33:20 EST,,9237.4685,3184395.38506,1.12729
328,Paper,Paper,2.0,USD,IDEALPRO,328.0,,,1.0,125.9,20000.0,10000.0,-33.768,BOT,EUR,JPY,20160318 10:33:32 EST,,9203.7005,3195474.58506,125.539
329,Paper,Paper,2.0,USD,IDEALPRO,329.0,,,1.0,111.479,20000.0,-10000.0,8.032,SLD,USD,JPY,20160318 10:33:32 EST,,9211.7325,3205284.73706,111.365
330,Paper,Paper,2.0,USD,IDEALPRO,330.0,,,1.0,1.12947,20000.0,-10000.0,19.8,SLD,EUR,USD,20160318 10:34:16 EST,,9231.5325,3216579.43706,1.12729
331,Paper,Paper,2.0,USD,IDEALPRO,331.0,,,1.0,0.96777,20000.0,10000.0,20.36962,BOT,USD,CHF,20160318 10:34:27 EST,,9251.90212,3226375.205,0.96998
332,Paper,Paper,2.0,USD,IDEALPRO,332.0,,,1.0,1.12947,20000.0,10000.0,-23.8,BOT,EUR,USD,20160318 10:35:11 EST,,9228.10212,3237669.905,1.12729
333,Paper,Paper,2.0,USD,IDEALPRO,333.0,,,1.0,0.96753,20000.0,-10000.0,-26.7989,SLD,USD,CHF,20160318 10:35:23 EST,,9201.30322,3247463.24366,0.96998
334,Paper,Paper,2.0,USD,IDEALPRO,334.0,,,1.0,125.892,20000.0,-10000.0,29.064,SLD,EUR,JPY,20160318 10:35:35 EST,,9230.36722,3258541.73966,125.539
335,Paper,Paper,2.0,USD,IDEALPRO,335.0,,,1.0,125.93,20000.0,10000.0,-36.408,BOT,EUR,JPY,20160318 10:36:31 EST,,9193.95922,3269623.57966,125.539
336,Paper,Paper,2.0,USD,IDEALPRO,336.0,,,1.0,111.49,20000.0,10000.0,-13.0,BOT,USD,JPY,20160318 10:36:31 EST,,9180.95922,3279434.69966,111.365
337,Paper,Paper,2.0,USD,IDEALPRO,337.0,,,1.0,0.9676,20000.0,10000.0,22.09036,BOT,USD,CHF,20160318 10:37:27 EST,,9203.04958,3289228.74686,0.96998
338,Paper,Paper,2.0,USD,IDEALPRO,338.0,,,1.0,1.1301,20000.0,-10000.0,26.1,SLD,EUR,USD,20160318 10:38:11 EST,,9229.14958,3300529.74686,1.12729
339,Paper,Paper,2.0,USD,IDEALPRO,339.0,,,1.0,111.446,20000.0,-10000.0,5.128,SLD,USD,JPY,20160318 10:38:34 EST,,9234.27758,3310336.99486,111.365
340,Paper,Paper,2.0,USD,IDEALPRO,340.0,,,1.0,0.76207,20000.0,10000.0,2.3,BOT,AUD,USD,20160318 10:39:07 EST,,9236.57758,3317957.69486,0.7625
341,Paper,Paper,2.0,USD,IDEALPRO,341.0,,,1.0,1.13065,20000.0,10000.0,-35.6,BOT,EUR,USD,20160318 10:39:19 EST,,9200.97758,3329264.19486,1.12729
342,Paper,Paper,2.0,USD,IDEALPRO,342.0,,,1.0,125.955,20000.0,-10000.0,34.608,SLD,EUR,JPY,20160318 10:39:32 EST,,9235.58558,3340348.23486,125.539
343,Paper,Paper,2.0,USD,IDEALPRO,343.0,,,1.0,0.96702,20000.0,-10000.0,-31.96112,SLD,USD,CHF,20160318 10:39:32 EST,,9203.62446,3350136.4113,0.96998
344,Paper,Paper,2.0,USD,IDEALPRO,344.0,,,1.0,111.405,20000.0,10000.0,-5.52,BOT,USD,JPY,20160318 10:39:32 EST,,9198.10446,3359940.0513,111.365
345,Paper,Paper,2.0,USD,IDEALPRO,345.0,,,1.0,0.76215,20000.0,-10000.0,-5.5,SLD,AUD,USD,20160318 10:40:07 EST,,9192.60446,3367561.5513,0.7625
346,Paper,Paper,2.0,USD,IDEALPRO,346.0,,,1.0,111.381,20000.0,-10000.0,-0.592,SLD,USD,JPY,20160318 10:40:29 EST,,9192.01246,3377363.0793,111.365
347,Paper,Paper,2.0,USD,IDEALPRO,347.0,,,1.0,1.13068,20000.0,-10000.0,31.9,SLD,EUR,USD,20160318 10:41:12 EST,,9223.91246,3388669.8793,1.12729
348,Paper,Paper,2.0,USD,IDEALPRO,348.0,,,1.0,0.96693,20000.0,10000.0,28.8721,BOT,USD,CHF,20160318 10:41:24 EST,,9252.78456,3398457.14476,0.96998
349,Paper,Paper,2.0,USD,IDEALPRO,349.0,,,1.0,125.925,20000.0,10000.0,-35.968,BOT,EUR,JPY,20160318 10:42:43 EST,,9216.81656,3409538.54476,125.539
350,Paper,Paper,2.0,USD,IDEALPRO,350.0,,,1.0,111.384,20000.0,10000.0,-3.672,BOT,USD,JPY,20160318 10:42:43 EST,,9213.14456,3419340.33676,111.365
351,Paper,Paper,2.0,USD,IDEALPRO,351.0,,,1.0,125.928,20000.0,-10000.0,32.232,SLD,EUR,JPY,20160318 10:43:41 EST,,9245.37656,3430422.00076,125.539
352,Paper,Paper,2.0,USD,IDEALPRO,352.0,,,1.0,0.76137,20000.0,10000.0,9.3,BOT,AUD,USD,20160318 10:44:15 EST,,9254.67656,3438035.70076,0.7625
353,Paper,Paper,2.0,USD,IDEALPRO,353.0,,,1.0,0.96731,20000.0,-10000.0,-29.02574,SLD,USD,CHF,20160318 10:44:28 EST,,9225.65082,3447826.81258,0.96998
354,Paper,Paper,2.0,USD,IDEALPRO,354.0,,,1.0,1.29757,20000.0,10000.0,21.84206,BOT,USD,CAD,20160318 10:44:28 EST,,9247.49288,3457524.85076,1.30076
355,Paper,Paper,2.0,USD,IDEALPRO,355.0,,,1.0,111.4,20000.0,-10000.0,1.08,SLD,USD,JPY,20160318 10:44:42 EST,,9248.57288,3467328.05076,111.365
356,Paper,Paper,2.0,USD,IDEALPRO,356.0,,,1.0,1.13035,20000.0,10000.0,-32.6,BOT,EUR,USD,20160318 10:45:16 EST,,9215.97288,3478631.55076,1.12729
357,Paper,Paper,2.0,USD,IDEALPRO,357.0,,,1.0,0.96709,20000.0,10000.0,27.25258,BOT,USD,CHF,20160318 10:45:30 EST,,9243.22546,3488420.43574,0.96998
358,Paper,Paper,2.0,USD,IDEALPRO,358.0,,,1.0,125.915,20000.0,10000.0,-35.088,BOT,EUR,JPY,20160318 10:45:44 EST,,9208.13746,3499500.95574,125.539
359,Paper,Paper,2.0,USD,IDEALPRO,359.0,,,1.0,111.395,20000.0,10000.0,-4.64,BOT,USD,JPY,20160318 10:45:44 EST,,9203.49746,3509303.71574,111.365
360,Paper,Paper,2.0,USD,IDEALPRO,360.0,,,1.0,1.13026,20000.0,-10000.0,27.7,SLD,EUR,USD,20160318 10:46:21 EST,,9231.19746,3520606.31574,1.12729
361,Paper,Paper,2.0,USD,IDEALPRO,361.0,,,1.0,0.76183,20000.0,-10000.0,-8.7,SLD,AUD,USD,20160318 10:46:21 EST,,9222.49746,3528224.61574,0.7625
362,Paper,Paper,2.0,USD,IDEALPRO,362.0,,,1.0,111.38,20000.0,-10000.0,-0.68,SLD,USD,JPY,20160318 10:46:44 EST,,9221.81746,3538026.05574,111.365
363,Paper,Paper,2.0,USD,IDEALPRO,363.0,,,1.0,125.863,20000.0,-10000.0,26.512,SLD,EUR,JPY,20160318 10:46:57 EST,,9248.32946,3549101.99974,125.539
364,Paper,Paper,2.0,USD,IDEALPRO,364.0,,,1.0,0.76188,20000.0,10000.0,4.2,BOT,AUD,USD,20160318 10:47:09 EST,,9252.52946,3556720.79974,0.7625
365,Paper,Paper,2.0,USD,IDEALPRO,365.0,,,1.0,125.841,20000.0,10000.0,-28.576,BOT,EUR,JPY,20160318 10:47:44 EST,,9223.95346,3567794.80774,125.539
366,Paper,Paper,2.0,USD,IDEALPRO,366.0,,,1.0,0.76181,20000.0,-10000.0,-8.9,SLD,AUD,USD,20160318 10:48:08 EST,,9215.05346,3575412.90774,0.7625
367,Paper,Paper,2.0,USD,IDEALPRO,367.0,,,1.0,1.13004,20000.0,10000.0,-29.5,BOT,EUR,USD,20160318 10:49:16 EST,,9185.55346,3586713.30774,1.12729
368,Paper,Paper,2.0,USD,IDEALPRO,368.0,,,1.0,0.96717,20000.0,-10000.0,-30.44282,SLD,USD,CHF,20160318 10:49:40 EST,,9155.11064,3596503.00248,0.96998
369,Paper,Paper,2.0,USD,IDEALPRO,369.0,,,1.0,111.353,20000.0,10000.0,-0.944,BOT,USD,JPY,20160318 10:49:41 EST,,9154.16664,3606302.06648,111.365
370,Paper,Paper,2.0,USD,IDEALPRO,370.0,,,1.0,111.356,20000.0,-10000.0,-2.792,SLD,USD,JPY,20160318 10:50:39 EST,,9151.37464,3616101.39448,111.365
371,Paper,Paper,2.0,USD,IDEALPRO,371.0,,,1.0,0.76187,20000.0,10000.0,4.3,BOT,AUD,USD,20160318 10:51:12 EST,,9155.67464,3623720.09448,0.7625
372,Paper,Paper,2.0,USD,IDEALPRO,372.0,,,1.0,0.96714,20000.0,10000.0,26.74648,BOT,USD,CHF,20160318 10:51:36 EST,,9182.42112,3633509.48556,0.96998
373,Paper,Paper,2.0,USD,IDEALPRO,373.0,,,1.0,0.76182,20000.0,-10000.0,-8.8,SLD,AUD,USD,20160318 10:52:11 EST,,9173.62112,3641127.68556,0.7625
374,Paper,Paper,2.0,USD,IDEALPRO,374.0,,,1.0,125.827,20000.0,-10000.0,23.344,SLD,EUR,JPY,20160318 10:52:46 EST,,9196.96512,3652200.46156,125.539
375,Paper,Paper,2.0,USD,IDEALPRO,375.0,,,1.0,0.76155,20000.0,10000.0,7.5,BOT,AUD,USD,20160318 10:53:10 EST,,9204.46512,3659815.96156,0.7625
376,Paper,Paper,2.0,USD,IDEALPRO,376.0,,,1.0,0.96719,20000.0,-10000.0,-30.24038,SLD,USD,CHF,20160318 10:53:45 EST,,9174.22474,3669605.85874,0.96998
377,Paper,Paper,2.0,USD,IDEALPRO,377.0,,,1.0,125.838,20000.0,10000.0,-28.312,BOT,EUR,JPY,20160318 10:54:44 EST,,9145.91274,3680679.60274,125.539
378,Paper,Paper,2.0,USD,IDEALPRO,378.0,,,1.0,111.389,20000.0,10000.0,-4.112,BOT,USD,JPY,20160318 10:54:44 EST,,9141.80074,3690481.83474,111.365
379,Paper,Paper,2.0,USD,IDEALPRO,379.0,,,1.0,1.12971,20000.0,-10000.0,22.2,SLD,EUR,USD,20160318 10:55:20 EST,,9164.00074,3701778.93474,1.12729
380,Paper,Paper,2.0,USD,IDEALPRO,380.0,,,1.0,125.836,20000.0,-10000.0,24.136,SLD,EUR,JPY,20160318 10:55:45 EST,,9188.13674,3712852.50274,125.539
381,Paper,Paper,2.0,USD,IDEALPRO,381.0,,,1.0,0.76172,20000.0,-10000.0,-9.8,SLD,AUD,USD,20160318 10:56:19 EST,,9178.33674,3720469.70274,0.7625
382,Paper,Paper,2.0,USD,IDEALPRO,382.0,,,1.0,0.9672,20000.0,10000.0,26.13916,BOT,USD,CHF,20160318 10:56:31 EST,,9204.4759,3730259.70114,0.96998
383,Paper,Paper,2.0,USD,IDEALPRO,383.0,,,1.0,111.339,20000.0,-10000.0,-4.288,SLD,USD,JPY,20160318 10:56:45 EST,,9200.1879,3740057.53314,111.365
384,Paper,Paper,2.0,USD,IDEALPRO,384.0,,,1.0,1.12998,20000.0,10000.0,-28.9,BOT,EUR,USD,20160318 10:57:19 EST,,9171.2879,3751357.33314,1.12729
385,Paper,Paper,2.0,USD,IDEALPRO,385.0,,,1.0,0.96715,20000.0,-10000.0,-30.64526,SLD,USD,CHF,20160318 10:57:32 EST,,9140.64264,3761146.82544,0.96998
386,Paper,Paper,2.0,USD,IDEALPRO,386.0,,,1.0,111.368,20000.0,10000.0,-2.264,BOT,USD,JPY,20160318 10:57:44 EST,,9138.37864,3770947.20944,111.365
387,Paper,Paper,2.0,USD,IDEALPRO,387.0,,,1.0,1.1298,20000.0,-10000.0,23.1,SLD,EUR,USD,20160318 10:58:19 EST,,9161.47864,3782245.20944,1.12729
388,Paper,Paper,2.0,USD,IDEALPRO,388.0,,,1.0,0.96757,20000.0,10000.0,22.39402,BOT,USD,CHF,20160318 10:58:43 EST,,9183.87266,3792038.95298,0.96998
389,Paper,Paper,2.0,USD,IDEALPRO,389.0,,,1.0,111.382,20000.0,-10000.0,-0.503999999999,SLD,USD,JPY,20160318 10:58:43 EST,,9183.36866,3801840.56898,111.365
390,Paper,Paper,2.0,USD,IDEALPRO,390.0,,,1.0,125.844,20000.0,10000.0,-28.84,BOT,EUR,JPY,20160318 10:58:56 EST,,9154.52866,3812914.84098,125.539
391,Paper,Paper,2.0,USD,IDEALPRO,391.0,,,1.0,0.96766,20000.0,-10000.0,-25.48304,SLD,USD,CHF,20160318 10:59:44 EST,,9129.04562,3822709.4955,0.96998
392,Paper,Paper,2.0,USD,IDEALPRO,392.0,,,1.0,111.377,20000.0,10000.0,-3.056,BOT,USD,JPY,20160318 10:59:44 EST,,9125.98962,3832510.6715,111.365
393,Paper,Paper,2.0,USD,IDEALPRO,393.0,,,1.0,125.845,20000.0,-10000.0,24.928,SLD,EUR,JPY,20160318 10:59:57 EST,,9150.91762,3843585.0315,125.539
394,Paper,Paper,2.0,USD,IDEALPRO,394.0,,,1.0,0.96775,20000.0,10000.0,20.57206,BOT,USD,CHF,20160318 11:02:20 EST,,9171.48968,3853380.597,0.96998
395,Paper,Paper,2.0,USD,IDEALPRO,395.0,,,1.0,111.42,20000.0,-10000.0,2.84,SLD,USD,JPY,20160318 11:02:43 EST,,9174.32968,3863185.557,111.365
396,Paper,Paper,2.0,USD,IDEALPRO,396.0,,,1.0,111.482,20000.0,10000.0,-12.296,BOT,USD,JPY,20160318 11:03:38 EST,,9162.03368,3872995.973,111.365
397,Paper,Paper,2.0,USD,IDEALPRO,397.0,,,1.0,125.867,20000.0,10000.0,-30.864,BOT,EUR,JPY,20160318 11:03:50 EST,,9131.16968,3884072.269,125.539
398,Paper,Paper,2.0,USD,IDEALPRO,398.0,,,1.0,1.12923,20000.0,10000.0,-21.4,BOT,EUR,USD,20160318 11:04:34 EST,,9109.76968,3895364.569,1.12729
399,Paper,Paper,2.0,USD,IDEALPRO,399.0,,,1.0,1.12934,20000.0,-10000.0,18.5,SLD,EUR,USD,20160318 11:06:44 EST,,9128.26968,3906657.969,1.12729
400,Paper,Paper,2.0,USD,IDEALPRO,400.0,,,1.0,0.76127,20000.0,10000.0,10.3,BOT,AUD,USD,20160318 11:07:27 EST,,9138.56968,3914270.669,0.7625
401,Paper,Paper,2.0,USD,IDEALPRO,401.0,,,1.0,0.96799,20000.0,-10000.0,-22.14278,SLD,USD,CHF,20160318 11:08:22 EST,,9116.4269,3924068.66378,0.96998
402,Paper,Paper,2.0,USD,IDEALPRO,402.0,,,1.0,0.76114,20000.0,-10000.0,-15.6,SLD,AUD,USD,20160318 11:09:39 EST,,9100.8269,3931680.06378,0.7625
403,Paper,Paper,2.0,USD,IDEALPRO,403.0,,,1.0,1.12919,20000.0,10000.0,-21.0,BOT,EUR,USD,20160318 11:09:50 EST,,9079.8269,3942971.96378,1.12729
404,Paper,Paper,2.0,USD,IDEALPRO,404.0,,,1.0,0.96814,20000.0,10000.0,16.62448,BOT,USD,CHF,20160318 11:10:23 EST,,9096.45138,3952771.47686,0.96998
405,Paper,Paper,2.0,USD,IDEALPRO,405.0,,,1.0,111.442,20000.0,-10000.0,4.776,SLD,USD,JPY,20160318 11:10:35 EST,,9101.22738,3962578.37286,111.365
406,Paper,Paper,2.0,USD,IDEALPRO,406.0,,,1.0,0.76148,20000.0,10000.0,8.2,BOT,AUD,USD,20160318 11:11:29 EST,,9109.42738,3970193.17286,0.7625
407,Paper,Paper,2.0,USD,IDEALPRO,407.0,,,1.0,1.12934,20000.0,-10000.0,18.5,SLD,EUR,USD,20160318 11:11:51 EST,,9127.92738,3981486.57286,1.12729
408,Paper,Paper,2.0,USD,IDEALPRO,408.0,,,1.0,0.96799,20000.0,-10000.0,-22.14278,SLD,USD,CHF,20160318 11:13:17 EST,,9105.7846,3991284.56764,0.96998
409,Paper,Paper,2.0,USD,IDEALPRO,409.0,,,1.0,111.436,20000.0,10000.0,-8.248,BOT,USD,JPY,20160318 11:13:49 EST,,9097.5366,4001090.93564,111.365
410,Paper,Paper,2.0,USD,IDEALPRO,410.0,,,1.0,1.12925,20000.0,10000.0,-21.6,BOT,EUR,USD,20160318 11:18:07 EST,,9075.9366,4012383.43564,1.12729
411,Paper,Paper,2.0,USD,IDEALPRO,411.0,,,1.0,0.76183,20000.0,-10000.0,-8.7,SLD,AUD,USD,20160318 11:20:28 EST,,9067.2366,4020001.73564,0.7625
412,Paper,Paper,2.0,USD,IDEALPRO,412.0,,,1.0,0.96792,20000.0,10000.0,18.85132,BOT,USD,CHF,20160318 11:21:33 EST,,9086.08792,4029799.02188,0.96998
413,Paper,Paper,2.0,USD,IDEALPRO,413.0,,,1.0,111.427,20000.0,-10000.0,3.456,SLD,USD,JPY,20160318 11:21:55 EST,,9089.54392,4039604.59788,111.365
414,Paper,Paper,2.0,USD,IDEALPRO,414.0,,,1.0,0.9677,20000.0,-10000.0,-25.07816,SLD,USD,CHF,20160318 11:24:36 EST,,9064.46576,4049399.65728,0.96998
415,Paper,Paper,2.0,USD,IDEALPRO,415.0,,,1.0,0.76174,20000.0,10000.0,5.6,BOT,AUD,USD,20160318 11:26:25 EST,,9070.06576,4057017.05728,0.7625
416,Paper,Paper,2.0,USD,IDEALPRO,416.0,,,1.0,1.12902,20000.0,-10000.0,15.3,SLD,EUR,USD,20160318 11:26:37 EST,,9085.36576,4068307.25728,1.12729
417,Paper,Paper,2.0,USD,IDEALPRO,417.0,,,1.0,0.968,20000.0,10000.0,18.04156,BOT,USD,CHF,20160318 11:27:10 EST,,9103.40732,4078105.35328,0.96998
418,Paper,Paper,2.0,USD,IDEALPRO,418.0,,,1.0,111.457,20000.0,10000.0,-10.096,BOT,USD,JPY,20160318 11:27:33 EST,,9093.31132,4087913.56928,111.365
419,Paper,Paper,2.0,USD,IDEALPRO,419.0,,,1.0,125.841,20000.0,-10000.0,24.576,SLD,EUR,JPY,20160318 11:27:44 EST,,9117.88732,4098987.57728,125.539
420,Paper,Paper,2.0,USD,IDEALPRO,420.0,,,1.0,1.12902,20000.0,10000.0,-19.3,BOT,EUR,USD,20160318 11:29:01 EST,,9098.58732,4110277.77728,1.12729
421,Paper,Paper,2.0,USD,IDEALPRO,421.0,,,1.0,0.968,20000.0,-10000.0,-22.04156,SLD,USD,CHF,20160318 11:30:07 EST,,9076.54576,4120075.87328,0.96998
422,Paper,Paper,2.0,USD,IDEALPRO,422.0,,,1.0,125.863,20000.0,10000.0,-30.512,BOT,EUR,JPY,20160318 11:30:29 EST,,9046.03376,4131151.81728,125.539
423,Paper,Paper,2.0,USD,IDEALPRO,423.0,,,1.0,0.761,20000.0,-10000.0,-17.0,SLD,AUD,USD,20160318 11:31:36 EST,,9029.03376,4138761.81728,0.7625
424,Paper,Paper,2.0,USD,IDEALPRO,424.0,,,1.0,0.96808,20000.0,10000.0,17.2318,BOT,USD,CHF,20160318 11:32:31 EST,,9046.26556,4148560.72304,0.96998
425,Paper,Paper,2.0,USD,IDEALPRO,425.0,,,1.0,125.855,20000.0,-10000.0,25.808,SLD,EUR,JPY,20160318 11:32:43 EST,,9072.07356,4159635.96304,125.539
426,Paper,Paper,2.0,USD,IDEALPRO,426.0,,,1.0,1.12895,20000.0,-10000.0,14.6,SLD,EUR,USD,20160318 11:34:41 EST,,9086.67356,4170925.46304,1.12729
427,Paper,Paper,2.0,USD,IDEALPRO,427.0,,,1.0,125.875,20000.0,10000.0,-31.568,BOT,EUR,JPY,20160318 11:36:18 EST,,9055.10556,4182002.46304,125.539
