permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available,openprice
147,Paper,Paper,2.0,USD,IDEALPRO,147.0,,,1.0,125.89,20000.0,-10000.0,28.624,SLD,EUR,JPY,20160318 15:53:14 EST,,9662.88,1634983.248,125.542
148,Paper,Paper,2.0,USD,IDEALPRO,148.0,,,1.0,125.903,20000.0,10000.0,-33.768,BOT,EUR,JPY,20160318 15:55:18 EST,,9629.112,1646062.712,125.542
149,Paper,Paper,2.0,USD,IDEALPRO,149.0,,,1.0,125.896,20000.0,-10000.0,29.152,SLD,EUR,JPY,20160318 16:00:35 EST,,9658.264,1657141.56,125.542
150,Paper,Paper,2.0,USD,IDEALPRO,150.0,,,1.0,125.85,20000.0,10000.0,-29.104,BOT,EUR,JPY,20160318 16:08:52 EST,,9629.16,1668216.36,125.542
151,Paper,Paper,2.0,USD,IDEALPRO,151.0,,,1.0,125.841,20000.0,-10000.0,24.312,SLD,EUR,JPY,20160318 16:10:31 EST,,9653.472,1679290.368,125.542
152,Paper,Paper,2.0,USD,IDEALPRO,152.0,,,1.0,125.845,20000.0,10000.0,-28.664,BOT,EUR,JPY,20160318 16:12:44 EST,,9624.808,1690364.728,125.542
153,Paper,Paper,2.0,USD,IDEALPRO,153.0,,,1.0,125.823,20000.0,-10000.0,22.728,SLD,EUR,JPY,20160318 16:14:25 EST,,9647.536,1701437.152,125.542
154,Paper,Paper,2.0,USD,IDEALPRO,154.0,,,1.0,125.819,20000.0,10000.0,-26.376,BOT,EUR,JPY,20160318 16:15:43 EST,,9621.16,1712509.224,125.542
155,Paper,Paper,2.0,USD,IDEALPRO,155.0,,,1.0,125.826,20000.0,-10000.0,22.992,SLD,EUR,JPY,20160318 16:18:05 EST,,9644.152,1723581.912,125.542
156,Paper,Paper,2.0,USD,IDEALPRO,156.0,,,1.0,125.829,20000.0,10000.0,-27.256,BOT,EUR,JPY,20160318 16:26:15 EST,,9616.896,1734654.864,125.542
157,Paper,Paper,2.0,USD,IDEALPRO,157.0,,,1.0,125.817,20000.0,-10000.0,22.2,SLD,EUR,JPY,20160318 16:28:16 EST,,9639.096,1745726.76,125.542
158,Paper,Paper,2.0,USD,IDEALPRO,158.0,,,1.0,125.856,20000.0,10000.0,-29.632,BOT,EUR,JPY,20160318 16:46:34 EST,,9609.464,1756802.088,125.542
159,Paper,Paper,2.0,USD,IDEALPRO,159.0,,,1.0,125.82,20000.0,-10000.0,22.464,SLD,EUR,JPY,20160318 16:48:41 EST,,9631.928,1767874.248,125.542
160,Paper,Paper,2.0,USD,IDEALPRO,160.0,,,1.0,125.837,20000.0,10000.0,-27.96,BOT,EUR,JPY,20160318 16:49:40 EST,,9603.968,1778947.904,125.542
161,Paper,Paper,2.0,USD,IDEALPRO,161.0,,,1.0,125.795,20000.0,-10000.0,20.264,SLD,EUR,JPY,20160318 16:50:50 EST,,9624.232,1790017.864,125.542
162,Paper,Paper,2.0,USD,IDEALPRO,162.0,,,1.0,125.827,20000.0,10000.0,-27.08,BOT,EUR,JPY,20160318 16:52:32 EST,,9597.152,1801090.64,125.542
163,Paper,Paper,2.0,USD,IDEALPRO,163.0,,,1.0,125.732,20000.0,-10000.0,14.72,SLD,EUR,JPY,20160318 16:57:37 EST,,9611.872,1812155.056,125.542
164,Paper,Paper,2.0,USD,IDEALPRO,164.0,,,1.0,125.755,20000.0,10000.0,-20.744,BOT,EUR,JPY,20160318 16:58:48 EST,,9591.128,1823221.496,125.542
165,Paper,Paper,2.0,USD,IDEALPRO,165.0,,,1.0,125.71,20000.0,-10000.0,12.784,SLD,EUR,JPY,20160318 16:59:33 EST,,9603.912,1834283.976,125.542
